106
5565
5565	5565
2	1	75.0	45.0
3	1	85.0	35.0
3	2	62.0	58.0
4	1	70.0	50.0
4	2	47.0	73.0
4	3	57.0	63.0
5	1	60.0	60.0
5	2	95.0	25.0
5	3	65.0	55.0
5	4	26.0	94.0
6	1	49.0	71.0
6	2	54.0	66.0
6	3	60.0	60.0
6	4	47.0	73.0
6	5	69.0	51.0
7	1	64.0	56.0
7	2	83.0	37.0
7	3	71.0	49.0
7	4	24.0	96.0
7	5	100.0	20.0
7	6	77.0	43.0
8	1	87.0	33.0
8	2	72.0	48.0
8	3	90.0	30.0
8	4	73.0	47.0
8	5	61.0	59.0
8	6	42.0	78.0
8	7	51.0	69.0
9	1	72.0	48.0
9	2	63.0	57.0
9	3	67.0	53.0
9	4	72.0	48.0
9	5	44.0	76.0
9	6	53.0	67.0
9	7	44.0	76.0
9	8	73.0	47.0
10	1	69.0	51.0
10	2	90.0	30.0
10	3	66.0	54.0
10	4	43.0	77.0
10	5	83.0	37.0
10	6	60.0	60.0
10	7	79.0	41.0
10	8	60.0	60.0
10	9	75.0	45.0
11	1	45.0	75.0
11	2	28.0	92.0
11	3	48.0	72.0
11	4	65.0	55.0
11	5	45.0	75.0
11	6	70.0	50.0
11	7	51.0	69.0
11	8	44.0	76.0
11	9	37.0	83.0
11	10	32.0	88.0
12	1	72.0	48.0
12	2	89.0	31.0
12	3	77.0	43.0
12	4	50.0	70.0
12	5	82.0	38.0
12	6	67.0	53.0
12	7	80.0	40.0
12	8	75.0	45.0
12	9	66.0	54.0
12	10	77.0	43.0
12	11	41.0	79.0
13	1	61.0	59.0
13	2	74.0	46.0
13	3	70.0	50.0
13	4	37.0	83.0
13	5	95.0	25.0
13	6	74.0	46.0
13	7	97.0	23.0
13	8	62.0	58.0
13	9	31.0	89.0
13	10	72.0	48.0
13	11	62.0	58.0
13	12	75.0	45.0
14	1	42.0	78.0
14	2	67.0	53.0
14	3	57.0	63.0
14	4	24.0	96.0
14	5	80.0	40.0
14	6	73.0	47.0
14	7	84.0	36.0
14	8	45.0	75.0
14	9	40.0	80.0
14	10	65.0	55.0
14	11	67.0	53.0
14	12	66.0	54.0
14	13	75.0	45.0
15	1	64.0	56.0
15	2	81.0	39.0
15	3	77.0	43.0
15	4	34.0	86.0
15	5	86.0	34.0
15	6	63.0	57.0
15	7	86.0	34.0
15	8	67.0	53.0
15	9	54.0	66.0
15	10	81.0	39.0
15	11	43.0	77.0
15	12	82.0	38.0
15	13	73.0	47.0
15	14	78.0	42.0
16	1	49.0	71.0
16	2	64.0	56.0
16	3	60.0	60.0
16	4	41.0	79.0
16	5	77.0	43.0
16	6	74.0	46.0
16	7	81.0	39.0
16	8	48.0	72.0
16	9	31.0	89.0
16	10	50.0	70.0
16	11	72.0	48.0
16	12	67.0	53.0
16	13	74.0	46.0
16	14	91.0	29.0
16	15	79.0	41.0
17	1	45.0	75.0
17	2	60.0	60.0
17	3	56.0	64.0
17	4	29.0	91.0
17	5	85.0	35.0
17	6	84.0	36.0
17	7	93.0	27.0
17	8	38.0	82.0
17	9	25.0	95.0
17	10	58.0	62.0
17	11	76.0	44.0
17	12	65.0	55.0
17	13	94.0	26.0
17	14	83.0	37.0
17	15	71.0	49.0
17	16	82.0	38.0
18	1	64.0	56.0
18	2	75.0	45.0
18	3	75.0	45.0
18	4	38.0	82.0
18	5	80.0	40.0
18	6	63.0	57.0
18	7	78.0	42.0
18	8	67.0	53.0
18	9	54.0	66.0
18	10	71.0	49.0
18	11	55.0	65.0
18	12	76.0	44.0
18	13	77.0	43.0
18	14	78.0	42.0
18	15	82.0	38.0
18	16	73.0	47.0
18	17	67.0	53.0
19	1	66.0	54.0
19	2	65.0	55.0
19	3	57.0	63.0
19	4	82.0	38.0
19	5	50.0	70.0
19	6	55.0	65.0
19	7	48.0	72.0
19	8	69.0	51.0
19	9	84.0	36.0
19	10	71.0	49.0
19	11	47.0	73.0
19	12	54.0	66.0
19	13	41.0	79.0
19	14	44.0	76.0
19	15	58.0	62.0
19	16	41.0	79.0
19	17	31.0	89.0
19	18	46.0	74.0
20	1	78.0	42.0
20	2	63.0	57.0
20	3	59.0	61.0
20	4	88.0	32.0
20	5	48.0	72.0
20	6	47.0	73.0
20	7	48.0	72.0
20	8	79.0	41.0
20	9	78.0	42.0
20	10	57.0	63.0
20	11	51.0	69.0
20	12	62.0	58.0
20	13	51.0	69.0
20	14	32.0	88.0
20	15	48.0	72.0
20	16	39.0	81.0
20	17	31.0	89.0
20	18	54.0	66.0
20	19	78.0	42.0
21	1	70.0	50.0
21	2	51.0	69.0
21	3	53.0	67.0
21	4	94.0	26.0
21	5	42.0	78.0
21	6	41.0	79.0
21	7	36.0	84.0
21	8	73.0	47.0
21	9	68.0	52.0
21	10	49.0	71.0
21	11	55.0	65.0
21	12	50.0	70.0
21	13	47.0	73.0
21	14	28.0	92.0
21	15	32.0	88.0
21	16	41.0	79.0
21	17	37.0	83.0
21	18	48.0	72.0
21	19	74.0	46.0
21	20	92.0	28.0
22	1	41.0	79.0
22	2	70.0	50.0
22	3	56.0	64.0
22	4	23.0	97.0
22	5	87.0	33.0
22	6	86.0	34.0
22	7	91.0	29.0
22	8	38.0	82.0
22	9	43.0	77.0
22	10	76.0	44.0
22	11	60.0	60.0
22	12	65.0	55.0
22	13	80.0	40.0
22	14	91.0	29.0
22	15	81.0	39.0
22	16	80.0	40.0
22	17	92.0	28.0
22	18	75.0	45.0
22	19	43.0	77.0
22	20	37.0	83.0
22	21	23.0	97.0
23	1	69.0	51.0
23	2	56.0	64.0
23	3	46.0	74.0
23	4	93.0	27.0
23	5	37.0	83.0
23	6	46.0	74.0
23	7	35.0	85.0
23	8	64.0	56.0
23	9	79.0	41.0
23	10	60.0	60.0
23	11	54.0	66.0
23	12	49.0	71.0
23	13	36.0	84.0
23	14	39.0	81.0
23	15	39.0	81.0
23	16	40.0	80.0
23	17	32.0	88.0
23	18	45.0	75.0
23	19	77.0	43.0
23	20	89.0	31.0
23	21	91.0	29.0
23	22	40.0	80.0
24	1	73.0	47.0
24	2	94.0	26.0
24	3	82.0	38.0
24	4	35.0	85.0
24	5	99.0	21.0
24	6	68.0	52.0
24	7	89.0	31.0
24	8	80.0	40.0
24	9	55.0	65.0
24	10	80.0	40.0
24	11	36.0	84.0
24	12	93.0	27.0
24	13	90.0	30.0
24	14	73.0	47.0
24	15	89.0	31.0
24	16	72.0	48.0
24	17	68.0	52.0
24	18	87.0	33.0
24	19	53.0	67.0
24	20	57.0	63.0
24	21	45.0	75.0
24	22	76.0	44.0
24	23	36.0	84.0
25	1	69.0	51.0
25	2	92.0	28.0
25	3	70.0	50.0
25	4	39.0	81.0
25	5	81.0	39.0
25	6	62.0	58.0
25	7	81.0	39.0
25	8	62.0	58.0
25	9	77.0	43.0
25	10	102.0	18.0
25	11	28.0	92.0
25	12	79.0	41.0
25	13	70.0	50.0
25	14	71.0	49.0
25	15	89.0	31.0
25	16	54.0	66.0
25	17	58.0	62.0
25	18	79.0	41.0
25	19	67.0	53.0
25	20	57.0	63.0
25	21	41.0	79.0
25	22	78.0	42.0
25	23	60.0	60.0
25	24	82.0	38.0
26	1	74.0	46.0
26	2	79.0	41.0
26	3	61.0	59.0
26	4	58.0	62.0
26	5	64.0	56.0
26	6	57.0	63.0
26	7	58.0	62.0
26	8	67.0	53.0
26	9	88.0	32.0
26	10	87.0	33.0
26	11	37.0	83.0
26	12	68.0	52.0
26	13	49.0	71.0
26	14	56.0	64.0
26	15	72.0	48.0
26	16	47.0	73.0
26	17	39.0	81.0
26	18	68.0	52.0
26	19	74.0	46.0
26	20	80.0	40.0
26	21	66.0	54.0
26	22	57.0	63.0
26	23	75.0	45.0
26	24	67.0	53.0
26	25	85.0	35.0
27	1	56.0	64.0
27	2	79.0	41.0
27	3	67.0	53.0
27	4	26.0	94.0
27	5	98.0	22.0
27	6	81.0	39.0
27	7	108.0	12.0
27	8	47.0	73.0
27	9	38.0	82.0
27	10	75.0	45.0
27	11	55.0	65.0
27	12	76.0	44.0
27	13	91.0	29.0
27	14	90.0	30.0
27	15	88.0	32.0
27	16	85.0	35.0
27	17	99.0	21.0
27	18	78.0	42.0
27	19	42.0	78.0
27	20	38.0	82.0
27	21	28.0	92.0
27	22	101.0	19.0
27	23	39.0	81.0
27	24	85.0	35.0
27	25	77.0	43.0
27	26	54.0	66.0
28	1	69.0	51.0
28	2	72.0	48.0
28	3	54.0	66.0
28	4	71.0	49.0
28	5	53.0	67.0
28	6	50.0	70.0
28	7	49.0	71.0
28	8	68.0	52.0
28	9	101.0	19.0
28	10	84.0	36.0
28	11	38.0	82.0
28	12	63.0	57.0
28	13	42.0	78.0
28	14	47.0	73.0
28	15	55.0	65.0
28	16	30.0	90.0
28	17	28.0	92.0
28	18	53.0	67.0
28	19	89.0	31.0
28	20	81.0	39.0
28	21	67.0	53.0
28	22	50.0	70.0
28	23	88.0	32.0
28	24	56.0	64.0
28	25	84.0	36.0
28	26	85.0	35.0
28	27	45.0	75.0
29	1	70.0	50.0
29	2	43.0	77.0
29	3	57.0	63.0
29	4	104.0	16.0
29	5	22.0	98.0
29	6	45.0	75.0
29	7	26.0	94.0
29	8	69.0	51.0
29	9	74.0	46.0
29	10	41.0	79.0
29	11	63.0	57.0
29	12	44.0	76.0
29	13	39.0	81.0
29	14	26.0	94.0
29	15	30.0	90.0
29	16	35.0	85.0
29	17	31.0	89.0
29	18	36.0	84.0
29	19	76.0	44.0
29	20	88.0	32.0
29	21	94.0	26.0
29	22	27.0	93.0
29	23	87.0	33.0
29	24	33.0	87.0
29	25	39.0	81.0
29	26	56.0	64.0
29	27	24.0	96.0
29	28	71.0	49.0
30	1	64.0	56.0
30	2	45.0	75.0
30	3	51.0	69.0
30	4	100.0	20.0
30	5	30.0	90.0
30	6	51.0	69.0
30	7	32.0	88.0
30	8	63.0	57.0
30	9	70.0	50.0
30	10	43.0	77.0
30	11	65.0	55.0
30	12	42.0	78.0
30	13	39.0	81.0
30	14	28.0	92.0
30	15	38.0	82.0
30	16	45.0	75.0
30	17	39.0	81.0
30	18	34.0	86.0
30	19	82.0	38.0
30	20	80.0	40.0
30	21	82.0	38.0
30	22	37.0	83.0
30	23	81.0	39.0
30	24	37.0	83.0
30	25	43.0	77.0
30	26	58.0	62.0
30	27	34.0	86.0
30	28	69.0	51.0
30	29	98.0	22.0
31	1	69.0	51.0
31	2	86.0	34.0
