distance	Occurance
117271	1
19935	1
2237	1
5253	1
53122	1
32777	1
215140	1
95628	1
2608	1
21593	1
277338	1
11302	1
8772	1
43039	1
7050	1
65426	1
5826	1
246379	1
655	1
901	1
20929	1
225864	1
5450	1
9152	1
2243	1
773	1
415	1
5486	1
43142	1
73110	1
31839	1
30146	1
33947	1
19835	1
1226	1
366304	1
25433	1
5240	1
24032	1
12572	1
380	1
27670	1
1958	1
7904	1
307	1
19924	1
21833	1
416353	1
8079	1
107175	1
69318	1
1790	1
22742	1
236	1
38517	1
36887	1
755	1
2818	1
31566	1
80358	1
7372	1
6490	1
20388	1
8465	1
6184	1
4776	1
5572	1
30892	1
8023	1
21224	1
8161	1
1765	1
1260	1
124	1
30601	1
163671	1
12392	1
37930	1
43852	1
38376	1
71374	1
15461	1
4433	1
1033	1
14196	1
18771	1
10801	1
21630	1
27590	1
6002	1
721	1
62462	1
6232	1
3954	1
223295	1
57430	1
12040	1
11787	1
22640	1
42732	1
34709	1
3076	1
31556	1
247	1
74831	1
12672	1
87393	1
151538	1
19928	1
1296	1
5453	1
123006	1
4542	1
460	1
29883	1
48385	1
2569	1
3597	1
300943	1
1933	1
1346	1
17611	1
36058	1
612	1
24172	1
275	1
25084	1
4553	1
101079	1
546	1
1304	1
1068	1
18157	1
24292	1
80339	1
7847	1
74585	1
6170	1
119046	1
1012	1
1048	1
15970	1
40514	1
340903	1
34721	1
5404	1
13266	1
6349	1
49104	1
4015	1
445	1
558	1
4106	1
324	1
20899	1
803	1
857	1
46864	1
6878	1
24200	1
210014	1
94207	1
119053	1
103688	1
1588	1
1401	1
57393	1
12039	1
401098	1
16051	1
4378	1
55112	1
22778	1
1396	1
11859	1
88321	1
8290	1
18636	1
165770	1
323992	1
80821	1
1142	1
10862	1
19737	1
1525	1
34178	1
1024	1
20524	1
38110	1
2762	1
27036	1
2878	1
338	1
34269	1
5734	1
1141	1
46249	1
4738	1
709	1
3818	1
747	1
105213	1
1628	1
31202	1
3608	1
70613	1
472	1
79287	1
533	1
20084	1
848	1
1696	1
16300	1
14428	1
119790	1
11695	1
154175	1
20287	1
185509	1
7234	1
14063	1
26137	1
30876	1
2247	1
636	1
2903	1
8750	1
9075	1
775	1
3450	1
1420	1
62582	1
1185	1
12044	1
1750	1
599	1
120225	1
120373	1
11916	1
6979	1
15808	1
2411	1
18982	1
3940	1
7123	1
77591	1
1115	1
3559	1
1300	1
91328	1
444	1
25082	1
319452	1
9772	1
3345	1
3889	1
37181	1
715	1
164341	1
1389	1
69614	1
7482	1
134662	1
994	1
4233	1
28922	1
113138	1
1555	1
875	1
58230	1
7560	1
4159	1
5537	1
6897	1
1381	1
17733	1
2993	1
3552	1
1582	1
41157	1
1245	1
36979	1
2240	1
9726	1
11619	1
3801	1
2321	1
8668	1
62609	1
1028	1
17928	1
1434	1
34985	1
135376	1
22723	1
9006	1
7446	1
2682	1
1715	1
1404	1
4569	1
72429	1
2486	1
37286	1
13159	1
23334	1
21447	1
41882	1
107384	1
268604	1
61424	1
892	1
1080	1
264	1
4392	1
46294	1
3556	1
105730	1
21218	1
607	1
107469	1
28565	1
3458	1
2436	1
3995	1
40552	1
9898	1
108906	1
83091	1
335	1
40075	1
7177	1
1870	1
936	1
42712	1
79621	1
92370	1
66010	1
51437	1
47904	1
160865	1
265485	1
20394	1
4012	1
33814	1
3179	1
27202	1
327	1
145552	1
270069	1
50519	1
42853	1
53467	1
6768	1
66187	1
14795	1
7197	1
6395	1
570	1
28892	1
17957	1
1942	1
30851	1
4496	1
39428	1
6032	1
12543	1
13556	1
6210	1
5557	1
38774	1
32578	1
97301	1
143936	1
3401	1
2664	1
884	1
43201	1
5470	1
345703	1
13700	1
3063	1
15660	1
116033	1
18328	1
933	1
203863	1
125810	1
18542	1
11520	1
122428	1
2381	1
234684	1
21222	1
47895	1
19423	1
136924	1
11635	1
28485	1
1405	1
101926	1
1083	1
22504	1
587446	1
19925	1
20978	1
499	1
1920	1
416683	1
9080	1
32869	1
374298	1
3574	1
31390	1
54842	1
91510	1
1101	1
19052	1
13630	1
4852	1
55076	1
8610	1
219	1
51754	1
6238	1
6326	1
9543	1
239356	1
3483	1
75816	1
71469	1
312893	1
1523	1
572	1
6962	1
6883	1
881	1
553466	1
11730	1
4849	1
107800	1
34904	1
27488	1
1273	1
96164	1
36153	1
11746	1
7769	1
35188	1
7011	1
152334	1
105408	1
102683	1
31803	1
5052	1
11517	1
28572	1
166131	1
79373	1
128643	1
73987	1
6626	1
16602	1
21991	1
9382	1
2779	1
961	1
98084	1
8217	1
6427	1
4125	1
51350	1
392203	1
13080	1
2797	1
36015	1
14434	1
21341	1
15375	1
149604	1
74856	1
836	1
231468	1
63860	1
3070	1
7293	1
113039	1
19008	1
1347	1
50672	1
25659	1
24227	1
11937	1
379	1
26298	1
67114	1
932	1
888	1
3863	1
28503	1
6754	1
113406	1
10657	1
15135	1
95718	1
5251	1
6735	1
13949	1
1139	1
565	1
3241	1
32862	1
2031	1
127022	1
9484	1
15621	1
3528	1
963	1
3438	1
171669	1
27522	1
29256	1
1442	1
25077	1
2840	1
11844	1
120652	1
3107	1
1354	1
13627	1
801	1
255289	1
779	1
3923	1
3045	1
19588	1
114162	1
37358	1
2262	1
19865	1
3883	1
1333	1
2074	1
5331	1
103954	1
11525	1
30961	1
35732	1
1457	1
42492	1
17453	1
28843	1
292696	1
1407	1
15803	1
45058	1
40278	1
13187	1
7521	1
12480	1
1190	1
42307	1
13286	1
6556	1
83828	1
550	1
4752	1
2430	1
80643	1
219788	1
19346	1
1326	1
15219	1
1891	1
35228	1
66731	1
3227	1
1966	1
5097	1
2886	1
358953	1
681	1
3346	1
28407	1
629136	1
39703	1
8476	1
14221	1
30126	1
3603	1
583	1
66365	1
2641	1
84103	1
28488	1
13396	1
46732	1
2360	1
14744	1
554	1
6061	1
2726	1
475	1
45649	1
28957	1
18663	1
44446	1
3510	1
921	1
173513	1
130930	1
54499	1
39469	1
17652	1
1073	1
2071	1
95965	1
1274	1
4279	1
8741	1
31067	1
519	1
704	1
56821	1
36505	1
36017	1
34892	1
22536	1
2863	1
33883	1
61527	1
1311	1
1138	1
62345	1
30997	1
6545	1
382	1
566	1
99133	1
1637	1
15993	1
39095	1
367	1
2000	1
347548	1
23113	1
2548	1
1095	1
3736	1
18326	1
173570	1
27099	1
4185	1
5281	1
90829	1
73976	1
41415	1
29871	1
15353	1
5040	1
1444	1
3446	1
22517	1
8296	1
15213	1
6152	1
6622	1
1603	1
2475	1
7973	1
8693	1
20794	1
41255	1
666	1
46513	1
4675	1
4443	1
17348	1
738	1
33751	1
3422	1
2121	1
40124	1
59750	1
28205	1
8622	1
2141	1
36764	1
126135	1
296	1
23540	1
76068	1
108181	1
38611	1
46431	1
120009	1
48935	1
27049	1
10495	1
16290	1
8278	1
2470	1
1847	1
17899	1
42123	1
1902	1
11758	1
170	1
1122	1
70486	1
3232	1
13061	1
254148	1
1070	1
449	1
13759	1
4066	1
54533	1
16047	1
16088	1
131291	1
13518	1
391	1
57984	1
9174	1
9965	1
26534	1
184451	1
5062	1
5400	1
3598	1
21882	1
5606	1
69835	1
8808	1
7889	1
1216	1
1519	1
2998	1
4840	1
2003	1
16056	1
20483	1
1948	1
53765	1
64351	1
7834	1
2296	1
628	1
470	1
69329	1
7986	1
359	1
43057	1
73796	1
883	1
7615	1
46970	1
14079	1
15833	1
9169	1
56139	1
70781	1
792	1
9473	1
15342	1
41397	1
3868	1
3372	1
5314	1
3147	1
1798	1
3105	1
124245	1
934	1
247059	1
96108	1
1460	1
156277	1
46392	1
7672	1
3298	1
9589	1
154751	1
24902	1
124496	1
1527	1
1683	1
32916	1
509	1
4444	1
28757	1
8434	1
2438	1
174519	1
2942	1
48326	1
26408	1
21204	1
61845	1
14680	1
10930	1
6723	1
20845	1
815	1
28191	1
3336	1
1252	1
2047	1
19809	1
2383	1
11402	1
71484	1
30540	1
19745	1
30113	1
816	1
22308	1
102720	1
5595	1
77010	1
13880	1
205	1
1498	1
3021	1
55639	1
256	1
11835	1
28748	1
58632	1
8489	1
6320	1
31055	1
421	1
11770	1
21117	1
293	1
14798	1
38203	1
11058	1
8421	1
5679	1
260181	1
16574	1
12290	1
1930	1
21425	1
1476	1
4708	1
29958	1
5148	1
40751	1
1711	1
13595	1
5969	1
60332	1
740	1
25665	1
534	1
56945	1
8158	1
3865	1
9302	1
136687	1
11939	1
86455	1
10357	1
59414	1
44399	1
4308	1
17133	1
3805	1
962	1
29515	1
43791	1
14471	1
65853	1
24759	1
34055	1
18181	1
4323	1
85546	1
58205	1
76136	1
120689	1
15522	1
16020	1
10623	1
2197	1
10648	1
10461	1
225538	1
382024	1
29789	1
973	1
6374	1
25896	1
66828	1
6679	1
1366	1
9671	1
17371	1
294184	1
212478	1
6531	1
92310	1
11907	1
37346	1
6273	1
2875	1
11318	1
5547	1
114932	1
1585	1
3183	1
242729	1
8265	1
10764	1
14853	1
3108	1
43381	1
1853	1
72757	1
5365	1
18615	1
844	1
20728	1
19477	1
6179	1
66166	1
8414	1
1670	1
50865	1
74602	1
31940	1
13121	1
73652	1
43761	1
2506	1
13221	1
14792	1
285	1
10686	1
6765	1
18716	1
14830	1
26949	1
171064	1
4252	1
295	1
14107	1
143926	1
2473	1
4878	1
3099	1
103118	1
20451	1
3831	1
1981	1
495	1
37881	1
6165	1
9338	1
1188	1
60090	1
11099	1
53116	1
122832	1
17970	1
13694	1
3600	1
2132	1
705	1
6519	1
3403	1
29964	1
140878	1
1345	1
60917	1
4351	1
59004	1
72501	1
7370	1
594	1
3426	1
12464	1
233	1
1919	1
12435	1
50551	1
58986	1
17907	1
21437	1
16347	1
1722	1
5468	1
69196	1
42486	1
4734	1
74184	1
19242	1
12686	1
68878	1
18634	1
11581	1
6831	1
63784	1
31444	1
14064	1
1719	1
89460	1
1105	1
6957	1
101992	1
270344	1
2977	1
363	1
655148	1
1785	1
9448	1
30011	1
5917	1
73325	1
1944	1
598	1
18735	1
8769	1
411	1
161	1
567	1
1009	1
15481	1
26743	1
15651	1
28785	1
9855	1
66208	1
24285	1
16089	1
2006	1
55992	1
29178	1
25812	1
19493	1
116607	1
832	1
9221	1
5588	1
2525	1
3624	1
72151	1
148911	1
37294	1
8467	1
45456	1
115841	1
30017	1
45534	1
27213	1
21353	1
44434	1
28756	1
2559	1
54875	1
1379	1
9580	1
6871	1
4102	1
110219	1
23138	1
1040	1
11720	1
8449	1
40425	1
164509	1
2457	1
882	1
25116	1
2837	1
47742	1
96034	1
64137	1
49998	1
264445	1
18528	1
10919	1
19350	1
128386	1
2172	1
13247	1
558955	1
4045	1
6667	1
1323	1
3956	1
4532	1
27757	1
39833	1
21933	1
29531	1
12595	1
138	1
25378	1
479	1
50631	1
20500	1
21339	1
7086	1
40062	1
285363	1
10167	1
6631	1
67505	1
166824	1
623	1
5635	1
112124	1
1340	1
47614	1
19311	1
44076	1
20442	1
1467	1
25786	1
5816	1
7216	1
38313	1
10287	1
119827	1
3628	1
28903	1
40907	1
64423	1
860	1
929	1
4437	1
1409	1
3098	1
9151	1
33332	1
15160	1
2480	1
2941	1
1100	1
224527	1
4124	1
5688	1
11577	1
199107	1
4795	1
349	1
3121	1
1201	1
999	1
4780	1
24848	1
1438	1
6070	1
3465	1
10060	1
845	1
42175	1
18029	1
8718	1
7960	1
11869	1
36464	1
1230	1
3744	1
6382	1
64890	1
4929	1
8801	1
2887	1
4871	1
39620	1
8297	1
33322	1
2268	1
7268	1
36885	1
43015	1
22403	1
15841	1
12778	1
917	1
1446	1
5731	1
50266	1
2769	1
1075	1
1890	1
8538	1
70650	1
18628	1
5614	1
3678	1
195860	1
288458	1
22849	1
49250	1
2206	1
3641	1
1380	1
56729	1
2635	1
2808	1
209336	1
76228	1
64051	1
3785	1
9992	1
850	1
34439	1
2377	1
145159	1
29466	1
2209	1
45446	1
3220	1
76972	1
20391	1
48665	1
3275	1
392	1
23985	1
9068	1
59540	1
28788	1
15006	1
553736	1
7082	1
5878	1
30966	1
5542	1
8516	1
156209	1
15649	1
227260	1
5746	1
1363	1
910	1
394	1
8366	1
164649	1
14110	1
4071	1
20857	1
209176	1
3659	1
3044	1
1057	1
35278	1
92651	1
20720	1
10590	1
34635	1
68200	1
7702	1
9954	1
1254	1
1368	1
6513	1
6527	1
12681	1
49229	1
44554	1
5310	1
51621	1
13851	1
5516	1
13722	1
10161	1
44509	1
5427	1
17020	1
360891	1
3690	1
2204	1
7544	1
60398	1
5895	1
3391	1
60777	1
2705	1
12982	1
120305	1
34043	1
98214	1
148409	1
915	1
5893	1
16030	1
29131	1
20553	1
112021	1
16023	1
563	1
290	1
10266	1
17910	1
38274	1
26559	1
1882	1
6216	1
125068	1
22222	1
12310	1
121057	1
38689	1
27754	1
221629	1
11059	1
1182	1
613	1
579	1
14466	1
42777	1
8330	1
702	1
29041	1
55033	1
1179	1
120882	1
9551	1
493	1
36124	1
230	1
85059	1
1392	1
3783	1
1796	1
54130	1
99108	1
6001	1
437	1
5909	1
22289	1
1002	1
12156	1
1038	1
5886	1
13795	1
29269	1
37759	1
373	1
24060	1
66310	1
65712	1
22078	1
1350	1
3926	1
13156	1
1770	1
36379	1
1850	1
731	1
309885	1
7473	1
2639	1
4267	1
2522	1
1352	1
1865	1
74265	1
8454	1
10810	1
32235	1
39009	1
30504	1
6582	1
22631	1
12624	1
25553	1
1713	1
296566	1
7014	1
21588	1
18247	1
4348	1
1106	1
14382	1
31515	1
5181	1
77846	1
2957	1
69669	1
525466	1
11235	1
21145	1
2299	1
10317	1
41726	1
25499	1
232329	1
1814	1
8672	1
6037	1
3344	1
4529	1
1250	1
21089	1
2410	1
1023	1
39647	1
1872	1
120171	1
62483	1
6153	1
20772	1
4158	1
49963	1
5352	1
276412	1
24020	1
3994	1
9823	1
123027	1
29972	1
2426	1
1086	1
38888	1
36955	1
2806	1
97747	1
516	1
3060	1
49572	1
20799	1
14090	1
2659	1
40818	1
1084	1
36646	1
441	1
74173	1
9908	1
166330	1
559	1
7313	1
4537	1
6548	1
8184	1
165892	1
10279	1
13043	1
1656	1
3036	1
9019	1
13422	1
20333	1
1954	1
696	1
26025	1
1385	1
85082	1
14361	1
29715	1
8163	1
3300	1
168118	1
121732	1
28825	1
13777	1
11202	1
1759	1
77288	1
24824	1
49248	1
12220	1
24123	1
98357	1
3040	1
37476	1
89887	1
959	1
23790	1
32619	1
22426	1
34594	1
29546	1
1940	1
5345	1
71543	1
21011	1
23890	1
2680	1
3540	1
1459	1
8568	1
2499	1
2654	1
679	1
66898	1
8010	1
1997	1
44779	1
16889	1
100799	1
5999	1
1200	1
22402	1
12297	1
342	1
2833	1
109209	1
14363	1
36612	1
70425	1
22481	1
12531	1
87653	1
72092	1
3243	1
1124	1
429419	1
5161	1
151381	1
7810	1
3683	1
25418	1
13087	1
426	1
95040	1
18005	1
36093	1
46783	1
26469	1
60327	1
10940	1
8647	1
10156	1
11377	1
21985	1
32348	1
13445	1
11482	1
43053	1
7024	1
37210	1
12038	1
82441	1
104232	1
979	1
1510	1
2729	1
16434	1
3428	1
10255	1
21042	1
21876	1
13632	1
6416	1
2437	1
5007	1
4406	1
367185	1
115879	1
1411	1
2937	1
26332	1
15404	1
4817	1
28124	1
40491	1
4064	1
11339	1
88212	1
4768	1
13381	1
16475	1
1541	1
2225	1
10281	1
8209	1
39610	1
276	1
289480	1
1481	1
45838	1
37646	1
9101	1
90806	1
3374	1
15555	1
1986	1
4412	1
1996	1
127173	1
2269	1
42245	1
43098	1
8241	1
955	1
1348	1
42812	1
51378	1
165155	1
16428	1
89192	1
4637	1
49584	1
4860	1
89874	1
49143	1
541	1
118907	1
251	1
351769	1
5957	1
9691	1
9505	1
526	1
333731	1
333	1
8032	1
23989	1
29602	1
2341	1
402	1
6522	1
10723	1
6191	1
70133	1
129411	1
6107	1
31484	1
8877	1
413	1
4859	1
19749	1
6549	1
3288	1
724	1
16280	1
28282	1
389	1
109982	1
40769	1
28870	1
18554	1
32602	1
11518	1
8529	1
726	1
12080	1
6499	1
6550	1
25015	1
22064	1
2466	1
61159	1
1893	1
89222	1
188434	1
63956	1
6910	1
33124	1
6578	1
1499	1
26656	1
133856	1
7934	1
846	1
36521	1
16481	1
58364	1
139723	1
41378	1
33742	1
2537	1
152318	1
36439	1
79516	1
39922	1
8021	1
1170	1
61612	1
6052	1
14595	1
1822	1
4007	1
12315	1
5995	1
24414	1
12052	1
735317	1
380625	1
7767	1
833	1
1668	1
739	1
33091	1
44683	1
24835	1
11905	1
279326	1
3782	1
811	1
36247	1
3474	1
1339	1
148386	1
58513	1
23877	1
26943	1
7187	1
31652	1
96327	1
20152	1
13330	1
928	1
25465	1
1210	1
1873	1
27861	1
3583	1
5994	1
7997	1
1659	1
244900	1
37605	1
163897	1
26939	1
3534	1
21781	1
5278	1
21748	1
637	1
20671	1
11877	1
2646	1
28632	1
17831	1
1152	1
80632	1
7660	1
61467	1
237783	1
14919	1
334727	1
41010	1
10923	1
1885	1
4218	1
2454	1
22547	1
36241	1
14091	1
1052	1
13619	1
5801	1
63267	1
13168	1
500880	1
42843	1
13456	1
185156	1
39018	1
1092	1
38988	1
12474	1
10310	1
50428	1
39360	1
37539	1
18620	1
3720	1
552	1
19786	1
60443	1
15358	1
17548	1
193561	1
1123	1
5405	1
16029	1
1489	1
24033	1
38464	1
1762	1
50702	1
23050	1
12886	1
4227	1
10896	1
6611	1
3757	1
1364	1
168547	1
21245	1
89699	1
7362	1
878	1
611	1
2974	1
41332	1
88369	1
142363	1
10128	1
7364	1
58289	1
903	1
4234	1
81835	1
23582	1
6297	1
987	1
52667	1
20285	1
72597	1
38155	1
207053	1
1807	1
8065	1
31207	1
52136	1
89688	1
366448	1
8563	1
102630	1
1351	1
11954	1
30076	1
38429	1
16727	1
58192	1
18846	1
22338	1
23905	1
18479	1
11933	1
