distance	Occurance
51	13
0	12
15	12
42	11
60	11
7	11
8	10
2	10
121	10
19	10
95	10
118	10
20	9
37	9
144	9
75	9
40	9
32	9
28	9
9	9
12	9
44	8
14	8
4	8
245	8
152	8
33	8
52	8
133	8
49	8
36	8
76	8
50	7
149	7
59	7
103	7
18	7
5	7
53	7
56	7
39	7
1	7
85	7
192	7
105	7
16	7
43	7
336	7
35	7
116	7
117	7
22	7
31	7
206	7
91	7
61	7
3	7
147	7
194	7
68	6
98	6
69	6
172	6
94	6
86	6
54	6
106	6
155	6
178	6
21	6
48	6
109	6
10	6
24	6
71	6
163	6
208	6
80	6
182	6
258	6
11	6
99	6
181	5
119	5
616	5
81	5
174	5
96	5
171	5
162	5
197	5
108	5
120	5
146	5
419	5
127	5
167	5
198	5
199	5
371	5
26	5
186	5
27	5
407	5
250	5
57	5
110	5
70	5
104	5
209	5
92	5
166	5
87	5
654	5
190	5
64	5
203	5
72	5
129	5
204	5
113	5
47	5
58	4
707	4
126	4
345	4
225	4
281	4
555	4
13	4
1305	4
638	4
429	4
272	4
334	4
125	4
183	4
176	4
364	4
474	4
826	4
452	4
571	4
168	4
34	4
265	4
406	4
114	4
659	4
315	4
101	4
141	4
304	4
45	4
267	4
317	4
139	4
136	4
175	4
73	4
6	4
84	4
79	4
807	4
67	4
235	4
179	4
29	4
173	4
184	4
55	4
74	4
221	4
165	4
66	4
210	4
321	4
242	4
523	4
346	4
82	4
300	4
46	4
1372	3
532	3
1003	3
164	3
353	3
1066	3
500	3
458	3
435	3
976	3
303	3
800	3
326	3
624	3
1031	3
453	3
23	3
457	3
130	3
128	3
25	3
148	3
1192	3
620	3
88	3
647	3
278	3
949	3
869	3
482	3
268	3
538	3
818	3
535	3
451	3
1338	3
1060	3
668	3
1118	3
200	3
316	3
899	3
260	3
132	3
263	3
93	3
1114	3
597	3
220	3
159	3
347	3
487	3
187	3
271	3
288	3
835	3
240	3
1103	3
151	3
134	3
185	3
212	3
123	3
1207	3
473	3
135	3
377	3
319	3
684	3
746	3
249	3
131	3
787	3
107	3
809	3
370	3
17	3
273	3
580	3
65	3
100	3
157	3
145	3
214	3
77	3
143	3
215	3
706	3
115	3
90	3
298	3
257	3
420	3
169	3
30	3
112	2
504	2
227	2
261	2
418	2
689	2
191	2
102	2
639	2
1054	2
310	2
270	2
1158	2
238	2
596	2
153	2
361	2
643	2
332	2
376	2
1153	2
3790	2
687	2
323	2
1384	2
759	2
730	2
140	2
302	2
1108	2
223	2
2645	2
329	2
1911	2
122	2
246	2
3894	2
1282	2
6562	2
6585	2
483	2
269	2
2890	2
595	2
439	2
11491	2
725	2
2702	2
2858	2
790	2
592	2
3819	2
712	2
810	2
873	2
252	2
404	2
224	2
1249	2
952	2
2472	2
5762	2
1208	2
63	2
1143	2
154	2
13099	2
632	2
196	2
1025	2
606	2
529	2
5272	2
350	2
440	2
700	2
83	2
395	2
617	2
831	2
866	2
213	2
1058	2
3869	2
3190	2
1131	2
1400	2
18726	2
5825	2
489	2
399	2
436	2
2716	2
401	2
33723	2
1746	2
360	2
2904	2
1112	2
3839	2
56803	2
1193	2
1196	2
728	2
368	2
2642	2
1963	2
282	2
5554	2
879	2
1647	2
1263	2
10377	2
23539	2
1150	2
11985	2
357	2
564	2
745	2
698	2
18722	2
1007	2
3250	2
193	2
403	2
2469	2
966	2
1371	2
972	2
795	2
283	2
216	2
530	2
3640	2
2276	2
1251	2
1203	2
387	2
202	2
491	2
3338	2
18090	2
1039	2
877	2
2864	2
232	2
695	2
150	2
3331	2
733	2
1788	2
5861	2
2226	2
1037	2
965	2
1087	2
2190	2
575	2
697	2
9146	2
661	2
248	2
1246	2
189	2
414	2
2076	2
744	2
355	2
1151	2
847	2
6704	2
512	2
177	2
313	2
4254	2
814	2
983	2
6353	2
629	2
374	2
3950	2
274	2
1412	2
228	2
2617	2
735	2
291	2
4294	2
137	2
352	2
398	2
160	2
1589	2
1051	2
864	2
7222	2
802	2
797	2
2024	2
89	2
4436	2
6424	2
619	2
894	2
3206	2
732	2
988	2
1795	2
292	2
685	2
447	2
97	2
540	2
17792	2
1076	2
423	2
455	2
3313	2
318	2
254	2
280	2
383	2
47392	2
22448	2
1413	2
699	2
641	2
1463	2
218	2
253	2
385	2
914	2
2305	2
211	2
2493	2
508	2
2757	2
1298	2
341	2
180	2
195	2
229	2
625	2
667	2
905	2
314	2
266	2
614	2
750	2
1219	2
344	2
78	2
2329	2
8832	2
12253	2
842	2
331	2
62	2
36035	2
569	2
237	2
142	2
798	2
1319	2
427	2
443	2
943	2
626	2
1018	2
277	2
241	2
397	2
777	2
430	2
309	2
1082	2
38	2
378	2
501	2
188	2
12111	1
102320	1
22592	1
1013	1
137985	1
3349	1
1638	1
26711	1
25808	1
239010	1
77171	1
28585	1
3630	1
23632	1
29541	1
55373	1
9052	1
78932	1
27423	1
21700	1
948	1
35706	1
51853	1
549	1
55277	1
25004	1
1730	1
73903	1
1929	1
32591	1
1310	1
84330	1
107947	1
58500	1
10229	1
225515	1
581	1
24043	1
23753	1
5349	1
55664	1
298901	1
3619	1
1225	1
10073	1
1178	1
248980	1
28789	1
589	1
754	1
556	1
33353	1
615	1
28601	1
53093	1
9627	1
1849	1
36253	1
1393	1
7773	1
55586	1
36075	1
13291	1
2441	1
22510	1
325	1
1517	1
107103	1
4405	1
92562	1
43240	1
19655	1
39616	1
41377	1
5569	1
1180	1
32052	1
37394	1
61672	1
25030	1
1421	1
13227	1
16883	1
409	1
9778	1
38595	1
19499	1
10025	1
141936	1
12536	1
5287	1
60658	1
154528	1
6604	1
189696	1
30188	1
1854	1
819	1
32901	1
1639	1
126759	1
109029	1
584	1
93958	1
651	1
1477	1
6462	1
23367	1
92405	1
18044	1
78771	1
51620	1
51146	1
13258	1
34329	1
1973	1
748	1
506	1
1088	1
8542	1
7432	1
4264	1
38994	1
99797	1
10249	1
660	1
49586	1
36023	1
1265	1
18102	1
3472	1
276439	1
12847	1
68002	1
15673	1
11107	1
77321	1
5730	1
778	1
54960	1
29183	1
1841	1
1029	1
2838	1
101152	1
120241	1
939	1
4092	1
75618	1
3409	1
7068	1
5423	1
45964	1
50471	1
1388	1
1484	1
3544	1
54018	1
3931	1
985	1
39672	1
140536	1
8232	1
16660	1
3038	1
30542	1
8733	1
1565	1
5264	1
6660	1
3614	1
161088	1
6890	1
19263	1
3661	1
1284	1
683	1
7073	1
52634	1
37600	1
10633	1
77082	1
5950	1
907	1
61679	1
90827	1
3127	1
36052	1
18200	1
1093	1
13282	1
13828	1
1968	1
305	1
3265	1
24475	1
1001	1
996	1
4081	1
20669	1
24078	1
34873	1
28974	1
17878	1
485	1
54639	1
41108	1
4186	1
1270	1
52035	1
13357	1
118520	1
128045	1
113242	1
123948	1
1198	1
648	1
33873	1
7645	1
10320	1
1946	1
37830	1
159383	1
26201	1
838	1
19507	1
41	1
6695	1
35948	1
23322	1
46295	1
125099	1
29128	1
17923	1
13035	1
5092	1
2952	1
405707	1
1916	1
498	1
42470	1
2386	1
503	1
23040	1
2366	1
7415	1
2672	1
71731	1
29552	1
494	1
284843	1
112274	1
3611	1
60928	1
2261	1
6463	1
48302	1
4947	1
5632	1
199129	1
22449	1
1490	1
4797	1
749	1
48789	1
46815	1
83946	1
32946	1
305120	1
84276	1
120535	1
96132	1
17580	1
908	1
44262	1
743	1
1102	1
17503	1
5110	1
724937	1
751	1
80375	1
199529	1
9409	1
19851	1
45962	1
9773	1
17428	1
1429	1
26647	1
185681	1
7098	1
51342	1
96712	1
5305	1
26175	1
330	1
3582	1
6775	1
1734	1
4723	1
20569	1
46734	1
61658	1
35752	1
3140	1
2720	1
2412	1
28844	1
351	1
22618	1
124425	1
46321	1
2025	1
8373	1
99073	1
131158	1
837	1
867	1
13215	1
117016	1
23738	1
4636	1
110175	1
54071	1
291257	1
54399	1
85927	1
862	1
5749	1
1520	1
1308	1
19007	1
9127	1
45038	1
700935	1
1187	1
13509	1
559036	1
1395	1
93360	1
17279	1
1836	1
2488	1
37601	1
4167	1
118743	1
20298	1
3325	1
7247	1
4247	1
466	1
3202	1
56019	1
159416	1
147245	1
36674	1
591	1
6205	1
92540	1
1061	1
5008	1
2340	1
18471	1
48249	1
17743	1
3792	1
672	1
21950	1
24933	1
53834	1
13181	1
36591	1
4317	1
1677	1
677	1
7967	1
45086	1
1415	1
32702	1
66386	1
43150	1
6429	1
3893	1
86233	1
55211	1
1975	1
646	1
653	1
3841	1
9291	1
442	1
20015	1
284	1
1881	1
15217	1
19748	1
26953	1
15974	1
90216	1
9555	1
6089	1
7267	1
3096	1
45667	1
3948	1
62353	1
17248	1
269434	1
11684	1
627	1
14036	1
7994	1
904	1
3609	1
37401	1
38063	1
2007	1
940	1
2544	1
5686	1
18707	1
15692	1
428	1
42126	1
134465	1
22665	1
1056	1
18752	1
586	1
184869	1
150134	1
820	1
412	1
92022	1
116460	1
6098	1
84191	1
24586	1
5916	1
29376	1
39468	1
1094	1
11853	1
90884	1
2606	1
18427	1
762	1
199698	1
76133	1
129726	1
2551	1
742	1
75633	1
68849	1
46396	1
10114	1
2605	1
48876	1
9566	1
13102	1
9335	1
4014	1
6534	1
29171	1
1674	1
1485	1
138820	1
9880	1
157912	1
12394	1
1355	1
35637	1
7685	1
8984	1
145744	1
467	1
1936	1
32884	1
7812	1
887	1
4868	1
21951	1
45391	1
39420	1
98991	1
45807	1
15246	1
4428	1
970	1
38821	1
622	1
45801	1
57549	1
15449	1
16504	1
8680	1
55397	1
3829	1
17043	1
7674	1
36382	1
45967	1
42171	1
126105	1
12414	1
33520	1
104950	1
29218	1
9438	1
13123	1
49245	1
780	1
27304	1
77249	1
110335	1
3680	1
7842	1
45105	1
107737	1
3854	1
13582	1
6645	1
760	1
114808	1
2259	1
16306	1
27010	1
19255	1
55407	1
48069	1
42933	1
2980	1
11981	1
22260	1
9611	1
930	1
2302	1
