CLUSTER_ID	Fitness Score	Fitness Rank
Cluster 42483	1.933781566383524e-13	82
Cluster 69502	1.910176688070967e-13	83
Cluster 25281	1.903556293979584e-13	84
Cluster 48461	1.8964115388258468e-13	85
Cluster 3009	1.8778573458571882e-13	86
Cluster 19269	1.856834210706258e-13	87
Cluster 75645	1.841717815695655e-13	88
Cluster 73992	1.760926892975467e-13	89
Cluster 8902	1.733029413376015e-13	90
Cluster 11687	1.7131139735294222e-13	91
Cluster 31877	1.6479302661186225e-13	92
Cluster 45681	1.6428654512776332e-13	93
Cluster 39788	1.6045523749959205e-13	94
Cluster 77724	1.564629358657872e-13	95
Cluster 19419	1.5643528443317903e-13	96
Cluster 61781	1.5562668052460897e-13	97
Cluster 2981	1.5344416660188034e-13	98
Cluster 57541	1.5235166094751586e-13	99
Cluster 46389	1.5207810604713609e-13	100
Cluster 93686	1.5074173511137317e-13	101
Cluster 74659	1.4951437934533027e-13	102
Cluster 86659	1.4874842985902186e-13	103
Cluster 48256	1.4868409609341393e-13	104
Cluster 1997	1.475221615179266e-13	105
Cluster 2106	1.4748516543291514e-13	106
Cluster 67214	1.4471735855019213e-13	107
Cluster 56960	1.4446571059750046e-13	108
Cluster 66421	1.4076910470194742e-13	109
Cluster 79865	1.3781464153026057e-13	110
Cluster 81480	1.289509756301695e-13	111
Cluster 23639	1.2838656395093496e-13	112
Cluster 59986	1.2746567265165569e-13	113
Cluster 5754	1.2689002236210358e-13	114
Cluster 89077	1.2395842263875719e-13	115
Cluster 86376	1.238294480771882e-13	116
Cluster 55494	1.2334264671474117e-13	117
Cluster 82516	1.1936951100184335e-13	118
Cluster 17802	1.1696184915908687e-13	119
Cluster 43854	1.1641163218627408e-13	120
Cluster 50488	1.1529793964295534e-13	121
Cluster 2139	1.1513180131748565e-13	122
Cluster 54395	1.1461476843471265e-13	123
Cluster 1102	1.1411624140578095e-13	124
Cluster 14233	1.1359636074213987e-13	125
Cluster 70794	1.1345567417589069e-13	126
Cluster 20041	1.1313762676640098e-13	127
Cluster 66076	1.1270851979677316e-13	128
Cluster 26914	1.1201801656463654e-13	129
Cluster 922	1.1127145526773283e-13	130
Cluster 45999	1.1122546778673921e-13	131
Cluster 69958	1.1027339443216177e-13	132
Cluster 92394	1.0983197756187991e-13	133
Cluster 10907	1.0971558930687494e-13	134
Cluster 78419	1.0967531889001464e-13	135
Cluster 77115	1.0932762015142124e-13	136
Cluster 73483	1.090064119668293e-13	137
Cluster 19737	1.0792979166312103e-13	138
Cluster 52063	1.0769336003611542e-13	139
Cluster 49915	1.0636097282152837e-13	140
Cluster 7031	1.0606970776736376e-13	141
Cluster 76820	1.0593972803702312e-13	142
Cluster 15722	1.0568744038294932e-13	143
Cluster 64845	1.0562484359943692e-13	144
Cluster 74686	1.0366910897122214e-13	145
Cluster 83197	1.0309430818187813e-13	146
Cluster 78931	1.0275404740395101e-13	147
Cluster 9846	1.021285273689535e-13	148
Cluster 16919	1.0147617297955649e-13	149
Cluster 46926	1.0132456796851814e-13	150
Cluster 31846	1.0112764051043564e-13	151
Cluster 43582	1.007858463702611e-13	152
Cluster 17157	1.0063644217929554e-13	153
Cluster 32767	1.0013453208012819e-13	154
Cluster 54291	9.976674397535734e-14	155
Cluster 11062	9.77779297825611e-14	156
Cluster 52913	9.706811003940722e-14	157
Cluster 60556	9.425441914936845e-14	158
Cluster 17536	9.32540229559634e-14	159
Cluster 2752	9.22484849995538e-14	160
Cluster 55962	9.203537619264521e-14	161
Cluster 36662	8.988046445252821e-14	162
Cluster 31859	8.902858925207955e-14	163
Cluster 22353	8.862343698098743e-14	164
Cluster 68062	8.850977590533176e-14	165
Cluster 66590	8.77303104215638e-14	166
Cluster 64724	8.755185418136553e-14	167
Cluster 83674	8.663890603705976e-14	168
Cluster 39740	8.637743692228283e-14	169
Cluster 18019	8.60315220437478e-14	170
Cluster 30170	8.462399771634797e-14	171
Cluster 56619	8.420892391571311e-14	172
Cluster 2768	8.41673020857275e-14	173
Cluster 14545	8.371913460750079e-14	174
Cluster 50263	8.20519661597711e-14	175
Cluster 28219	8.204136029405325e-14	176
Cluster 43717	8.203211271855621e-14	177
Cluster 32794	8.190386384778752e-14	178
Cluster 74032	8.165567280336695e-14	179
Cluster 12176	8.150201135604923e-14	180
Cluster 35077	7.914336786680117e-14	181
Cluster 11444	7.902060500492634e-14	182
Cluster 47421	7.87198193098759e-14	183
Cluster 74608	7.866258261670856e-14	184
Cluster 89859	7.797196537883557e-14	185
Cluster 11164	7.748189417012564e-14	186
Cluster 38606	7.651205155143165e-14	187
Cluster 1502	7.632718717399296e-14	188
Cluster 61340	7.535328635806435e-14	189
Cluster 80526	7.532625435541926e-14	190
Cluster 40433	7.502303795886265e-14	191
Cluster 6283	7.488556464902013e-14	192
Cluster 33067	7.483278158721215e-14	193
Cluster 26120	7.439916849153504e-14	194
Cluster 45572	7.329347390231738e-14	195
Cluster 93451	7.298341233903919e-14	196
Cluster 61574	7.070432540423083e-14	197
Cluster 43315	7.063539032190036e-14	198
Cluster 93568	7.036901365246221e-14	199
Cluster 63724	6.998430131951295e-14	200
Cluster 92462	6.910227408237703e-14	201
Cluster 3159	6.842252979579659e-14	202
Cluster 75987	6.802104466382536e-14	203
Cluster 830	6.801312877699733e-14	204
Cluster 87320	6.798583258978632e-14	205
Cluster 58323	6.642037828962048e-14	206
Cluster 59385	6.614230495087305e-14	207
Cluster 76896	6.518000635137833e-14	208
Cluster 83824	6.510706947321162e-14	209
Cluster 1565	6.390479777423917e-14	210
Cluster 60080	6.384354760651594e-14	211
Cluster 53095	6.375045574156519e-14	212
Cluster 84045	6.302691329362351e-14	213
Cluster 60755	6.26346840272421e-14	214
Cluster 13266	6.260464284941277e-14	215
Cluster 9126	6.238895016458463e-14	216
Cluster 24467	6.174495441457652e-14	217
Cluster 45837	6.127138575773253e-14	218
Cluster 64104	6.100069377726382e-14	219
Cluster 53619	6.073113695011699e-14	220
Cluster 45985	6.047014078963184e-14	221
Cluster 11775	6.037543555618061e-14	222
Cluster 27579	6.006875002279835e-14	223
Cluster 29246	5.6741762091287765e-14	224
Cluster 75128	5.5844095909411883e-14	225
Cluster 83742	5.5637968865063616e-14	226
Cluster 3038	5.545053423656574e-14	227
Cluster 4194	5.523504388063695e-14	228
Cluster 18269	5.4718792454709614e-14	229
Cluster 45975	5.471194003429531e-14	230
Cluster 18412	5.404617144652067e-14	231
Cluster 50597	5.3933527840566004e-14	232
Cluster 226	5.365858035198149e-14	233
Cluster 77026	5.2707923014192326e-14	234
Cluster 24525	5.1894002895342637e-14	235
Cluster 12436	5.152342393450134e-14	236
Cluster 75826	5.1485847947046677e-14	237
Cluster 14671	5.143418557672627e-14	238
Cluster 14386	5.131059286937324e-14	239
Cluster 80727	5.0147227034283e-14	240
Cluster 87276	5.009655311066013e-14	241
Cluster 53437	4.974237738948984e-14	242
Cluster 72789	4.973917166271514e-14	243
Cluster 51720	4.916510735478616e-14	244
Cluster 3762	4.905277866025751e-14	245
Cluster 41945	4.884746209681965e-14	246
Cluster 83431	4.834160400436451e-14	247
Cluster 83665	4.826564654268079e-14	248
Cluster 77251	4.7830837839630274e-14	249
Cluster 80948	4.725045036425514e-14	250
Cluster 74637	4.70427806163466e-14	251
Cluster 27065	4.6545911124487526e-14	252
Cluster 45530	4.6469532271613353e-14	253
Cluster 87262	4.643056626633898e-14	254
Cluster 42230	4.6413922054803835e-14	255
Cluster 89412	4.619371190748091e-14	256
Cluster 44106	4.5900410474144715e-14	257
Cluster 91656	4.584188103843502e-14	258
Cluster 58857	4.5624793567910786e-14	259
Cluster 59513	4.5613454256922736e-14	260
Cluster 40261	4.5297773025412735e-14	261
Cluster 2848	4.369739815670806e-14	262
Cluster 61325	4.3619376652043015e-14	263
Cluster 59707	4.334967117768928e-14	264
Cluster 44129	4.29409746431048e-14	265
Cluster 54853	4.279387128460827e-14	266
Cluster 49117	4.277890749309449e-14	267
Cluster 32775	4.2599991321090273e-14	268
Cluster 63153	4.240776557016892e-14	269
Cluster 16309	4.220379508172046e-14	270
Cluster 38638	4.129624514308201e-14	271
Cluster 55756	4.1289359899414544e-14	272
Cluster 91517	4.0502855889502336e-14	273
Cluster 76388	4.025094399544777e-14	274
Cluster 11025	3.990165848551603e-14	275
Cluster 34745	3.940399753997071e-14	276
Cluster 49258	3.8972012239421097e-14	277
Cluster 68820	3.8864858721263636e-14	278
Cluster 70100	3.827375166423776e-14	279
Cluster 62878	3.816453319827263e-14	280
Cluster 50119	3.809627886265739e-14	281
Cluster 16337	3.762840678026386e-14	282
Cluster 66562	3.7264253178100396e-14	283
Cluster 26999	3.707551091077818e-14	284
Cluster 22036	3.684983901994209e-14	285
Cluster 7576	3.672867346994682e-14	286
Cluster 16034	3.672087845655878e-14	287
Cluster 63419	3.657194214603594e-14	288
Cluster 25499	3.631628443383444e-14	289
Cluster 12517	3.6202650664476393e-14	290
Cluster 58305	3.533661036179946e-14	291
Cluster 57455	3.501625590957718e-14	292
Cluster 3103	3.431195746290513e-14	293
Cluster 79793	3.413753577252227e-14	294
Cluster 10142	3.4050973765697556e-14	295
Cluster 33695	3.396011537784685e-14	296
Cluster 77818	3.369684281606249e-14	297
Cluster 89092	3.356050078919447e-14	298
Cluster 54548	3.3481426317214957e-14	299
Cluster 13693	3.346371158357511e-14	300
Cluster 44132	3.344546144900859e-14	301
Cluster 63032	3.3445226204307906e-14	302
Cluster 73263	3.3126251632444334e-14	303
Cluster 78153	3.298207513928886e-14	304
Cluster 22454	3.274860700723938e-14	305
Cluster 4517	3.2743356577768255e-14	306
Cluster 959	3.2609808544236283e-14	307
Cluster 49933	3.2584283052686705e-14	308
Cluster 51816	3.253067882609735e-14	309
Cluster 61307	3.243722646808363e-14	310
Cluster 33790	3.239965421726592e-14	311
Cluster 28227	3.2391359398180454e-14	312
Cluster 40763	3.223453011251658e-14	313
Cluster 53263	3.206698747458208e-14	314
Cluster 43875	3.186414252832077e-14	315
Cluster 53980	3.1808133202986735e-14	316
Cluster 53328	3.1780226902274196e-14	317
Cluster 74585	3.169923773852253e-14	318
Cluster 35137	3.1608460575616306e-14	319
Cluster 83419	3.14242639843286e-14	320
Cluster 11447	3.129150857659611e-14	321
Cluster 33946	3.1226265837716696e-14	322
Cluster 38184	3.107971249219212e-14	323
Cluster 26856	3.0888148808425035e-14	324
Cluster 14372	3.0654115696914924e-14	325
Cluster 11329	3.043434211426278e-14	326
Cluster 1220	3.0423694218537974e-14	327
Cluster 69961	3.023211800394609e-14	328
Cluster 21278	3.011113208970552e-14	329
Cluster 46164	2.9714406490527275e-14	330
Cluster 91401	2.904818709746944e-14	331
Cluster 22376	2.8967305692819104e-14	332
Cluster 18402	2.87127800160276e-14	333
Cluster 19746	2.859251315071508e-14	334
Cluster 3473	2.8542651949773876e-14	335
Cluster 90448	2.8535384737595254e-14	336
Cluster 54737	2.853167921447315e-14	337
Cluster 90186	2.8476620718051335e-14	338
Cluster 66051	2.8349074556306244e-14	339
Cluster 33411	2.8303996923565367e-14	340
Cluster 82874	2.829236057700723e-14	341
Cluster 78829	2.8238800348905545e-14	342
Cluster 27223	2.809267716146231e-14	343
Cluster 37113	2.806968546285787e-14	344
Cluster 5303	2.8014537579923303e-14	345
Cluster 91323	2.7972366192889592e-14	346
Cluster 24847	2.779629431764019e-14	347
Cluster 91685	2.7649647522272047e-14	348
Cluster 70159	2.746802785384689e-14	349
Cluster 74636	2.725611927636761e-14	350
Cluster 59786	2.7173742315794394e-14	351
Cluster 78751	2.6960906897370105e-14	352
Cluster 4787	2.682163903779198e-14	353
Cluster 63786	2.677329489977597e-14	354
Cluster 53861	2.6733759100022727e-14	355
Cluster 28055	2.6645061737741133e-14	356
Cluster 83428	2.6558166754702248e-14	357
Cluster 59259	2.650048876986813e-14	358
Cluster 28362	2.6126974853714164e-14	359
Cluster 43984	2.593096355721251e-14	360
Cluster 1992	2.5773992155491074e-14	361
Cluster 36236	2.576432156736427e-14	362
Cluster 75317	2.55141465114017e-14	363
Cluster 56080	2.5501864362199487e-14	364
Cluster 29035	2.5483533608308548e-14	365
Cluster 6039	2.531125864691193e-14	366
Cluster 24382	2.5194448664712332e-14	367
Cluster 50662	2.510154924371685e-14	368
Cluster 18522	2.495148278462216e-14	369
Cluster 7590	2.4855199216129827e-14	370
Cluster 44278	2.481773241846547e-14	371
Cluster 76622	2.4779173545020838e-14	372
Cluster 92916	2.4631072793029717e-14	373
Cluster 14084	2.4582028535775503e-14	374
Cluster 15387	2.451482788661932e-14	375
Cluster 1078	2.415719965454465e-14	376
Cluster 47350	2.408173301777238e-14	377
Cluster 80537	2.4056113032083112e-14	378
Cluster 20848	2.3822096099318697e-14	379
Cluster 17318	2.3818297020762384e-14	380
Cluster 50487	2.3731132454817466e-14	381
Cluster 67654	2.37212481120819e-14	382
Cluster 44151	2.3701339257096005e-14	383
Cluster 60998	2.358153111595642e-14	384
Cluster 44463	2.3565946296829907e-14	385
Cluster 68451	2.3509607817036228e-14	386
Cluster 53926	2.3506861601177863e-14	387
Cluster 19753	2.3444585929503234e-14	388
Cluster 74629	2.3423315087580634e-14	389
Cluster 66071	2.3283858398513993e-14	390
Cluster 24558	2.3228141641449156e-14	391
Cluster 17877	2.3169711201505013e-14	392
Cluster 45091	2.3061848742631148e-14	393
Cluster 31633	2.3009411046286805e-14	394
Cluster 27485	2.2911159352304094e-14	395
Cluster 1077	2.2876612692807277e-14	396
Cluster 77585	2.2867887655406876e-14	397
Cluster 22327	2.2754717827345078e-14	398
Cluster 24330	2.274236060516465e-14	399
Cluster 18299	2.2732727701595373e-14	400
Cluster 68477	2.2726930826636565e-14	401
Cluster 56630	2.26560868830791e-14	402
Cluster 35940	2.255190795174099e-14	403
Cluster 18591	2.248859463436475e-14	404
Cluster 90029	2.2450778079095492e-14	405
Cluster 81747	2.2346310347656175e-14	406
Cluster 4364	2.2276340816414444e-14	407
Cluster 14529	2.2250128426251396e-14	408
Cluster 12922	2.2179750897473415e-14	409
Cluster 52660	2.2133749353004394e-14	410
Cluster 43538	2.212829362772905e-14	411
Cluster 27847	2.210073328278854e-14	412
Cluster 74763	2.2071108710579732e-14	413
Cluster 47351	2.203791339534021e-14	414
Cluster 2585	2.2002410532459975e-14	415
Cluster 11653	2.1998850031474935e-14	416
Cluster 71982	2.189141971985243e-14	417
Cluster 25183	2.1805697675061386e-14	418
Cluster 42072	2.1764521422665725e-14	419
Cluster 16607	2.168374337391596e-14	420
Cluster 52661	2.1656485807182147e-14	421
Cluster 4944	2.145557381321776e-14	422
Cluster 81978	2.1366976549613835e-14	423
Cluster 53701	2.1200518712509922e-14	424
Cluster 3969	2.099805161595257e-14	425
Cluster 35797	2.0889050760582423e-14	426
Cluster 87835	2.0806364272625864e-14	427
Cluster 76639	2.077939771347349e-14	428
Cluster 77347	2.06620772807754e-14	429
Cluster 8862	2.056092237125029e-14	430
Cluster 23040	2.0427463956268953e-14	431
Cluster 78296	2.0360646321730216e-14	432
Cluster 33388	2.0360493566015595e-14	433
Cluster 29016	2.0228218285653692e-14	434
Cluster 54333	2.022423856277365e-14	435
Cluster 33105	2.0203209217216354e-14	436
Cluster 64949	2.0133655762373048e-14	437
Cluster 67761	2.009759554447731e-14	438
Cluster 45490	2.00963982416882e-14	439
Cluster 56599	2.0047630679812807e-14	440
Cluster 55861	2.0026182575931674e-14	441
Cluster 25723	1.9920695842392264e-14	442
Cluster 46522	1.981669548247773e-14	443
Cluster 79060	1.9777899217076376e-14	444
Cluster 32043	1.9765221907366386e-14	445
Cluster 57773	1.9743696541239938e-14	446
Cluster 50279	1.973751368334787e-14	447
Cluster 25725	1.9702701375478445e-14	448
Cluster 48287	1.96740621292113e-14	449
Cluster 93468	1.9593602743299243e-14	450
Cluster 6119	1.9496351639032342e-14	451
Cluster 65395	1.94276146222987e-14	452
Cluster 1767	1.919108381654915e-14	453
Cluster 87923	1.91450077014523e-14	454
Cluster 73742	1.9144536216848187e-14	455
Cluster 1985	1.9095908493757943e-14	456
Cluster 74807	1.90237481443702e-14	457
Cluster 68422	1.8909207777586646e-14	458
Cluster 70360	1.8809817022733724e-14	459
Cluster 72333	1.83612658982133e-14	460
Cluster 4736	1.8334311375127723e-14	461
Cluster 48914	1.8297824453715766e-14	462
Cluster 60340	1.821665191583276e-14	463
Cluster 13995	1.821433562050739e-14	464
Cluster 67293	1.8028854505735506e-14	465
Cluster 33478	1.798888841870322e-14	466
Cluster 71130	1.7942663438254917e-14	467
Cluster 31103	1.7864137141941846e-14	468
Cluster 78427	1.7861941224076707e-14	469
Cluster 57451	1.778021769586862e-14	470
Cluster 462	1.7748571667599405e-14	471
Cluster 76382	1.770760889469322e-14	472
Cluster 65080	1.7682962069530705e-14	473
Cluster 52373	1.7646537679885073e-14	474
Cluster 57233	1.7601073998558045e-14	475
Cluster 44565	1.7552094899701564e-14	476
Cluster 12090	1.7466737886553475e-14	477
Cluster 39373	1.7433206929144458e-14	478
Cluster 21349	1.742600923852236e-14	479
Cluster 55671	1.734701939752371e-14	480
Cluster 91861	1.7234264923731023e-14	481
Cluster 74189	1.7210358776285956e-14	482
Cluster 66935	1.7195582688349217e-14	483
Cluster 50651	1.711491880020893e-14	484
Cluster 80706	1.707475956048782e-14	485
Cluster 72257	1.6974417438026957e-14	486
Cluster 91306	1.693924359254055e-14	487
Cluster 29269	1.6901425215425817e-14	488
Cluster 50085	1.6861778496379193e-14	489
Cluster 7465	1.6759831405126584e-14	490
Cluster 43540	1.6758023984230114e-14	491
Cluster 64711	1.6725737848968587e-14	492
Cluster 57448	1.6693366200491046e-14	493
Cluster 78422	1.6682149170064883e-14	494
Cluster 29676	1.652525161154264e-14	495
Cluster 6005	1.644722764388937e-14	496
Cluster 48333	1.6431763388050828e-14	497
Cluster 5837	1.6427206102777078e-14	498
Cluster 47756	1.6418400444060616e-14	499
Cluster 55730	1.6386366940332367e-14	500
Cluster 76309	1.6320584545943457e-14	501
Cluster 39543	1.6318398961775857e-14	502
Cluster 6882	1.6278840741518584e-14	503
Cluster 58003	1.6272574481149563e-14	504
Cluster 68874	1.6231659936838244e-14	505
Cluster 15634	1.6226140747607006e-14	506
Cluster 3912	1.6211524998395714e-14	507
Cluster 92348	1.6154248865097526e-14	508
Cluster 28556	1.6072684566702936e-14	509
Cluster 86237	1.6048895552728115e-14	510
Cluster 41636	1.60348059604735e-14	511
Cluster 53866	1.597301147826449e-14	512
Cluster 78046	1.5892634038280856e-14	513
Cluster 1882	1.5793008316362312e-14	514
Cluster 86728	1.574807730683461e-14	515
Cluster 68054	1.5738550040964547e-14	516
Cluster 36894	1.5723352210284153e-14	517
Cluster 7446	1.561853262454707e-14	518
Cluster 58365	1.5608150996104202e-14	519
Cluster 61703	1.560623950597265e-14	520
Cluster 17009	1.558412768387785e-14	521
Cluster 76328	1.5504932632832226e-14	522
Cluster 43348	1.5494005299490576e-14	523
Cluster 40033	1.5486243386250912e-14	524
Cluster 65688	1.5451806270672322e-14	525
Cluster 23817	1.5427154903533385e-14	526
Cluster 33789	1.541473979513535e-14	527
Cluster 50024	1.541308164380312e-14	528
Cluster 90836	1.5239771463276603e-14	529
Cluster 61397	1.4997045609758103e-14	530
Cluster 30377	1.498834853119047e-14	531
Cluster 4278	1.4920190970476636e-14	532
Cluster 57318	1.4887735604625976e-14	533
Cluster 73171	1.4838334937689802e-14	534
Cluster 38211	1.4801226729487763e-14	535
Cluster 43441	1.4741542143678943e-14	536
Cluster 62518	1.471772355038413e-14	537
Cluster 48354	1.4696185784853503e-14	538
Cluster 17977	1.4689872355634434e-14	539
Cluster 44613	1.4657557771664907e-14	540
Cluster 44604	1.447003289209092e-14	541
Cluster 10559	1.4435047539226993e-14	542
Cluster 66493	1.4371601964822166e-14	543
Cluster 26	1.4335544530520334e-14	544
Cluster 23854	1.4329302990144483e-14	545
Cluster 32706	1.4315709326057857e-14	546
Cluster 81029	1.4277521894095488e-14	547
Cluster 34675	1.4260272371173977e-14	548
Cluster 51630	1.425591325507666e-14	549
Cluster 66616	1.4185544701855427e-14	550
Cluster 4676	1.4138413585480738e-14	551
Cluster 54738	1.4113953011937885e-14	552
Cluster 9714	1.4104559579110233e-14	553
Cluster 37542	1.4092396716050379e-14	554
Cluster 40760	1.4046670156779277e-14	555
Cluster 40863	1.3963475758079114e-14	556
Cluster 71129	1.3926656039802819e-14	557
Cluster 90015	1.3920688211377428e-14	558
Cluster 73659	1.3857308498052005e-14	559
Cluster 21018	1.380634574506904e-14	560
Cluster 57892	1.378838192481388e-14	561
Cluster 42766	1.3758156100701044e-14	562
Cluster 20099	1.3737983842687846e-14	563
Cluster 21567	1.3726142759964238e-14	564
Cluster 59376	1.3704347255186419e-14	565
Cluster 8164	1.36926708903158e-14	566
Cluster 9554	1.3625053731088895e-14	567
Cluster 47565	1.3623486211059229e-14	568
Cluster 24242	1.3616451418766155e-14	569
Cluster 43133	1.3594103103493024e-14	570
Cluster 72581	1.3582040495014575e-14	571
Cluster 48044	1.3539988034414816e-14	572
Cluster 70242	1.3536098590813972e-14	573
Cluster 49495	1.3513917040999505e-14	574
Cluster 71464	1.3512380668603242e-14	575
Cluster 63328	1.338792390275923e-14	576
Cluster 52071	1.3321505760642422e-14	577
Cluster 59690	1.3297986909671826e-14	578
Cluster 2925	1.3287563389089036e-14	579
Cluster 37127	1.3281987286871177e-14	580
Cluster 47811	1.3222269599452694e-14	581
Cluster 78399	1.3221308768897178e-14	582
Cluster 51459	1.3206004913377793e-14	583
Cluster 27722	1.3145819439225119e-14	584
Cluster 5917	1.3121769728470924e-14	585
Cluster 38188	1.3116173582317615e-14	586
Cluster 73494	1.3105595112144673e-14	587
Cluster 54687	1.3047321928466684e-14	588
Cluster 22218	1.2990848314956825e-14	589
Cluster 21750	1.298626246237914e-14	590
Cluster 80876	1.2936225601817098e-14	591
Cluster 72921	1.2913746121986184e-14	592
Cluster 41898	1.2898520100572969e-14	593
Cluster 30233	1.2879972451107721e-14	594
Cluster 74451	1.2861755074732799e-14	595
Cluster 69646	1.2819320955943433e-14	596
Cluster 89432	1.2819007668811849e-14	597
Cluster 66858	1.2737937023917673e-14	598
Cluster 10161	1.2675804679998074e-14	599
Cluster 36247	1.2675401764953298e-14	600
Cluster 71103	1.265609117210916e-14	601
Cluster 56188	1.2610957669479744e-14	602
Cluster 75779	1.2606762127294984e-14	603
Cluster 9289	1.2604380075520751e-14	604
Cluster 446	1.2591522777677026e-14	605
Cluster 35168	1.2585413120178965e-14	606
Cluster 57003	1.2528954904196593e-14	607
Cluster 63342	1.2513872626913061e-14	608
Cluster 8750	1.2506068879629098e-14	609
Cluster 52524	1.2501309065268428e-14	610
Cluster 79027	1.2480765238910819e-14	611
Cluster 84410	1.2471630355540947e-14	612
Cluster 57792	1.24613619928198e-14	613
Cluster 10089	1.2453606673144118e-14	614
Cluster 91148	1.2435315810074673e-14	615
Cluster 376	1.2417598659388304e-14	616
Cluster 74691	1.240604664809645e-14	617
Cluster 45478	1.2403384542265966e-14	618
Cluster 74804	1.238404038730058e-14	619
Cluster 63275	1.2377462723817184e-14	620
Cluster 37737	1.2364227863964761e-14	621
Cluster 51223	1.2347852998327728e-14	622
Cluster 42360	1.2323207104919232e-14	623
Cluster 80874	1.2286089548132751e-14	624
Cluster 45004	1.225274308738846e-14	625
Cluster 90239	1.225274308738846e-14	626
Cluster 87258	1.2230569273342825e-14	627
Cluster 21532	1.2194075734051267e-14	628
Cluster 45958	1.2147642949975746e-14	629
Cluster 28260	1.2023499402580591e-14	630
Cluster 6302	1.2016750454947696e-14	631
Cluster 14914	1.2007669973289565e-14	632
Cluster 5505	1.1994022834110444e-14	633
Cluster 35778	1.1982311552894258e-14	634
Cluster 15395	1.1962724108869727e-14	635
Cluster 48271	1.1945724724979764e-14	636
Cluster 5388	1.1861779026386392e-14	637
Cluster 45471	1.1820504616085217e-14	638
Cluster 83651	1.1741768828245492e-14	639
Cluster 80740	1.1717624775126221e-14	640
Cluster 21509	1.165492816209411e-14	641
Cluster 76348	1.163296068694191e-14	642
Cluster 44808	1.1600665034076659e-14	643
Cluster 48384	1.1598891112529412e-14	644
Cluster 65368	1.1569943846467096e-14	645
Cluster 4490	1.1507482943663795e-14	646
Cluster 49178	1.149059511772467e-14	647
