"IP6K2"	"HYAL2"	+
"CLASP1"	"HYAL2"	-
"FRYL"	"HYAL2"	-
"TMEM131"	"HYAL2"	-
"CPNE3"	"HYAL2"	-
"PPP1R15A"	"HYAL2"	+
"CLASP1"	"COASY"	-
"PLD1"	"COASY"	-
"ZNF446"	"COASY"	+
"FAT1"	"COASY"	-
"ZNF446"	"IP6K2"	+
"MYNN"	"IFT80"	+
"MCM2"	"MAST4"	-
"ENO1"	"MAST4"	-
"FRYL"	"MAST4"	+
"CLASP1"	"BCL3"	-
"FRYL"	"MPP5"	+
"TM9SF3"	"MPP5"	+
"ENO1"	"PVR"	+
"ME2"	"PVR"	+
"CAD"	"PVR"	+
"ENO1"	"MCM2"	+
"CAD"	"MCM2"	+
"FRYL"	"CLASP1"	+
"TMEM131"	"CLASP1"	+
"ZNF446"	"CLASP1"	-
"FAT1"	"CLASP1"	+
"FRYL"	"ENO1"	-
"CAD"	"ENO1"	+
"TMEM131"	"FRYL"	+
"CPNE3"	"FRYL"	+
"TM9SF3"	"TMEM131"	+
"CPNE3"	"TMEM131"	+
"FAT1"	"MCAM"	+
"CETP"	"MCAM"	+
"CPNE3"	"TM9SF3"	+
"CETP"	"NEBL"	-
"HSP90AA1"	"XRCC5"	+
"ITGB5"	"C1QTNF3"	+
"ZNF446"	"ME2"	-
"PPP1R15A"	"CPNE3"	-
