"CYB5R4"	"MRPS10"	+
"DNTTIP2"	"MRPS10"	+
"TM9SF3"	"MRPS10"	+
"LRCH4"	"MRPS10"	-
"POLD3"	"MRPS10"	+
"XRCC5"	"MRPS10"	+
"MYNN"	"MRPS10"	+
"CYB5R4"	"VAMP3"	+
"ASIC4"	"VAMP3"	-
"MPP5"	"VAMP3"	+
"FRYL"	"VAMP3"	+
"TM9SF3"	"VAMP3"	+
"LRCH4"	"VAMP3"	-
"RABL2B"	"VAMP3"	-
"LRCH4"	"FOXP3"	+
"SPAG4"	"MSMO1"	+
"ADAT1"	"MSMO1"	+
"TM9SF3"	"MSMO1"	+
"XRCC5"	"MSMO1"	+
"PRDM1"	"MRTO4"	-
"ZC3H11A"	"MRTO4"	-
"ZNF112"	"MRTO4"	-
"ADAT1"	"MRTO4"	-
"CYB5R4"	"MRTO4"	-
"DNTTIP2"	"MRTO4"	+
"HYAL2"	"MRTO4"	+
"IP6K2"	"MRTO4"	+
"DGCR2"	"MRTO4"	+
"CLASP1"	"MRTO4"	-
"TMEM131"	"MRTO4"	-
"TM9SF3"	"MRTO4"	-
"NSFL1C"	"MRTO4"	+
"XRCC5"	"GYG2"	-
"CLASP1"	"PRDM1"	+
"FOSL2"	"PRDM1"	+
"TMEM131"	"PRDM1"	+
"MPP5"	"TMCC3"	+
"CLASP1"	"TMCC3"	+
"FRYL"	"TMCC3"	+
"TMEM131"	"TMCC3"	+
"TM9SF3"	"TMCC3"	+
"SPAG4"	"ZC3H11A"	-
"MTMR1"	"ZC3H11A"	+
"ADAT1"	"ZC3H11A"	+
"CYB5R4"	"ZC3H11A"	+
"CLDN18"	"ZC3H11A"	+
"RRP15"	"ZC3H11A"	+
"COASY"	"ZC3H11A"	-
"IFT80"	"ZC3H11A"	+
"MAST4"	"ZC3H11A"	+
"DGCR2"	"ZC3H11A"	-
"MPP5"	"ZC3H11A"	+
"PVR"	"ZC3H11A"	-
"CLASP1"	"ZC3H11A"	+
"SNCB"	"ZC3H11A"	-
"TM9SF3"	"ZC3H11A"	+
"XRCC5"	"ZC3H11A"	+
"ULK2"	"ZC3H11A"	+
"ZNF446"	"ZC3H11A"	-
"MYNN"	"ZC3H11A"	+
"ATG16L1"	"ZC3H11A"	+
"DOCK3"	"ZC3H11A"	-
"NSFL1C"	"ZC3H11A"	-
"ZXDC"	"YIPF1"	-
"XRCC5"	"YIPF1"	+
"CYB5R4"	"SPAG4"	-
"HYAL2"	"SPAG4"	+
"ASIC4"	"SPAG4"	+
"CLASP1"	"SPAG4"	-
"SNCB"	"SPAG4"	+
"FRYL"	"SPAG4"	-
"TMEM131"	"SPAG4"	-
"TM9SF3"	"SPAG4"	-
"MYNN"	"SPAG4"	-
"NSFL1C"	"SPAG4"	+
"HYAL2"	"ZNF112"	-
"COASY"	"ZNF112"	-
"IFT80"	"ZNF112"	+
"BCL3"	"ZNF112"	-
"ASIC4"	"ZNF112"	-
"GSDMB"	"ZNF112"	-
"CLASP1"	"ZNF112"	+
"SNCB"	"ZNF112"	-
"FRYL"	"ZNF112"	+
"TMEM131"	"ZNF112"	+
"CDC14A"	"ZNF112"	+
"FAT1"	"ZNF112"	+
"MYNN"	"ZNF112"	+
"NSFL1C"	"ZNF112"	-
"CYB5R4"	"MTMR1"	+
"HYAL2"	"MTMR1"	-
"MPP5"	"MTMR1"	+
"CLASP1"	"MTMR1"	+
"FRYL"	"MTMR1"	+
"TMEM131"	"MTMR1"	+
"TM9SF3"	"MTMR1"	+
"NEBL"	"MTMR1"	+
"XRCC5"	"MTMR1"	+
"MYNN"	"MTMR1"	+
"CPNE3"	"MTMR1"	+
"CYB5R4"	"ADAT1"	+
"PHKA1"	"ADAT1"	+
"RRP15"	"ADAT1"	+
"HYAL2"	"ADAT1"	-
"IP6K2"	"ADAT1"	-
"MAST4"	"ADAT1"	+
"NUCKS1"	"ADAT1"	+
"ASIC4"	"ADAT1"	-
"MPP5"	"ADAT1"	+
"HMMR"	"ADAT1"	+
"CLASP1"	"ADAT1"	+
"FRYL"	"ADAT1"	+
"TMEM131"	"ADAT1"	+
"TM9SF3"	"ADAT1"	+
"CST7"	"ADAT1"	-
"XRCC5"	"ADAT1"	+
"HSP90AA1"	"ADAT1"	+
"ME2"	"ADAT1"	+
"ULK2"	"ADAT1"	+
"ZNF446"	"ADAT1"	-
"FAT1"	"ADAT1"	+
"CPNE3"	"ADAT1"	+
"PPP1R15A"	"ADAT1"	-
"RRP15"	"CYB5R4"	+
"HYAL2"	"CYB5R4"	-
"NUCKS1"	"CYB5R4"	+
"DGCR2"	"CYB5R4"	-
"ADGRL1"	"CYB5R4"	-
"ASIC4"	"CYB5R4"	-
"MPP5"	"CYB5R4"	+
"HMMR"	"CYB5R4"	+
"CLASP1"	"CYB5R4"	+
"FRYL"	"CYB5R4"	+
"TMEM131"	"CYB5R4"	+
"PTPN23"	"CYB5R4"	-
"TM9SF3"	"CYB5R4"	+
"POLD3"	"CYB5R4"	+
"XRCC5"	"CYB5R4"	+
"HSP90AA1"	"CYB5R4"	+
"ITGB5"	"CYB5R4"	-
"FAT1"	"CYB5R4"	+
"MYNN"	"CYB5R4"	+
"PREP"	"CYB5R4"	+
"CPNE3"	"CYB5R4"	+
"FRYL"	"CLDN18"	+
"NSFL1C"	"CLDN18"	-
"CLASP1"	"PHKA1"	+
"ME2"	"PHKA1"	+
"RRP15"	"DNTTIP2"	+
"COASY"	"DNTTIP2"	-
"NUCKS1"	"DNTTIP2"	+
"SLC6A15"	"DNTTIP2"	+
"ADGRL1"	"DNTTIP2"	-
"PVR"	"DNTTIP2"	+
"MCM2"	"DNTTIP2"	+
"ENO1"	"DNTTIP2"	+
"TM9SF3"	"DNTTIP2"	+
"LRCH4"	"DNTTIP2"	-
"POLD3"	"DNTTIP2"	+
"BPIFB2"	"DNTTIP2"	-
"XRCC5"	"DNTTIP2"	+
"HSP90AA1"	"DNTTIP2"	+
"ME2"	"DNTTIP2"	+
"ITGB5"	"DNTTIP2"	-
"ZNF446"	"DNTTIP2"	-
"WBP11"	"DNTTIP2"	+
"MYNN"	"DNTTIP2"	+
"PREP"	"DNTTIP2"	+
"HYAL2"	"RRP15"	-
"IP6K2"	"RRP15"	-
"TM9SF3"	"RRP15"	+
"LRCH4"	"RRP15"	-
"POLD3"	"RRP15"	+
"ME2"	"RRP15"	+
"ZNF446"	"RRP15"	-
"MYNN"	"RRP15"	+
"COASY"	"HYAL2"	+
"IP6K2"	"HYAL2"	+
"IFT80"	"HYAL2"	-
"BCL3"	"HYAL2"	+
