#SOURCE	#TARGET	#INTENSITY	#CORR_COEFF
29	68	-101.0	-0.566540303330425
29	101	-3.0	-0.555730576347869
29	120	-4.0	-0.567790406618615
29	103	-12.0	-0.591834783687702
29	91	-3.0	-0.574669275212315
29	92	-23.0	-0.573341458173526
29	104	-2.0	-0.445934945402143
29	105	-8.0	-0.52823857909753
29	127	-1.0	-0.545851085703138
29	108	-1.0	-0.554729980869494
64	30	-3.0	-0.541248069117651
64	32	-7.0	-0.560226457594258
64	37	-6.0	-0.589221580022668
64	38	-2.0	-0.478121850307923
64	39	-1.0	-0.597785190700705
64	40	-2.0	-0.572993978107061
30	65	-3.0	-0.482616339768691
30	76	-1.0	-0.595779651468188
30	89	-1.0	-0.585242579665555
30	78	-1.0	-0.562633905123369
65	31	-38.0	-0.519169661324692
65	32	-5.0	-0.515894335767726
65	33	-8.0	-0.530585651638805
65	34	-59.0	-0.588689725047021
65	35	-16.0	-0.574495894889051
65	37	-4.0	-0.525520259520791
65	38	-2.0	-0.509397087156151
65	39	-1.0	-0.517985712877687
65	40	-2.0	-0.463621454755069
65	42	-46.0	-0.568424719315093
65	43	-4.0	-0.585290263477368
76	31	-1.0	-0.53646954285999
76	34	-5.0	-0.576959045182394
76	36	-8.0	-0.591796093415638
31	66	-3.0	-0.590357325300616
31	67	-11.0	-0.488000725248455
31	90	-1.0	-0.42365791191643
31	68	-18.0	-0.496366925985184
31	103	-1.0	-0.517067670893884
31	92	-1.0	-0.45996584762215
31	79	-1.0	-0.50604390375796
31	93	-1.0	-0.556339316984928
31	80	-1.0	-0.570007556516466
31	94	-2.0	-0.57727278383543
31	69	-21.0	-0.520174246211889
31	108	-1.0	-0.514195173431108
32	89	-3.0	-0.58192647592533
32	94	-2.0	-0.593553769059665
32	69	-2.0	-0.448722239214261
66	35	-1.0	-0.580949100037781
33	67	-1.0	-0.44972348033692
33	68	-2.0	-0.4633848155755
33	69	-1.0	-0.480815482316295
33	70	-1.0	-0.550438638573079
89	34	-3.0	-0.567081655049553
89	39	-1.0	-0.56686342483823
77	34	-1.0	-0.558716242907465
77	36	-2.0	-0.57281918108004
34	100	-1.0	-0.586016038404109
34	78	-1.0	-0.564728396190179
34	67	-18.0	-0.542580084810152
34	90	-5.0	-0.472207413842887
34	68	-23.0	-0.481596349949069
34	101	-1.0	-0.511770474224648
34	103	-1.0	-0.513830914663799
34	91	-1.0	-0.526960453202151
34	92	-4.0	-0.489749333673453
34	79	-4.0	-0.557932996225439
34	93	-1.0	-0.573345545657233
34	69	-39.0	-0.553622351635671
34	108	-1.0	-0.533295902102944
100	42	-1.0	-0.566261518825796
35	67	-6.0	-0.517133576452823
35	68	-9.0	-0.527037732262707
35	69	-10.0	-0.549233436258253
35	108	-1.0	-0.522807646057024
36	78	-2.0	-0.598970957143242
36	67	-38.0	-0.57215195971102
36	90	-15.0	-0.560933643859604
36	68	-66.0	-0.521151437610641
36	101	-2.0	-0.557868325796985
36	120	-2.0	-0.54849591481593
36	103	-8.0	-0.537487900405249
36	91	-3.0	-0.553131189314038
36	92	-9.0	-0.538653096648621
36	104	-1.0	-0.467455553386618
36	93	-1.0	-0.585050198088351
36	80	-4.0	-0.593082151596208
36	105	-4.0	-0.571499311920291
36	108	-1.0	-0.515446642643541
78	42	-2.0	-0.592714079947215
67	41	-4.0	-0.515187989979101
67	42	-6.0	-0.522947432924359
67	43	-3.0	-0.530879896249477
90	41	-1.0	-0.47391856316533
90	42	-4.0	-0.46157696009485
68	41	-5.0	-0.48943531328955
68	42	-7.0	-0.441456038495994
68	43	-4.0	-0.472248327842998
39	70	-2.0	-0.589384863717383
91	42	-1.0	-0.495667647092298
92	41	-1.0	-0.463972183316809
92	42	-4.0	-0.503221346216324
41	79	-1.0	-0.516329547538646
41	93	-1.0	-0.562961535221668
41	80	-1.0	-0.593686723761055
41	69	-6.0	-0.541872045723028
79	42	-3.0	-0.586156622989727
42	69	-23.0	-0.557910861268343
43	69	-4.0	-0.533786238416367
