#SOURCE	#TARGET	#INTENSITY	#CORR_COEFF
17	68	-30.0	-0.428848766289882
17	101	-1.0	-0.515408666747219
17	103	-1.0	-0.46182080307332
17	91	-1.0	-0.470953126505329
17	92	-4.0	-0.449545055751663
17	79	-5.0	-0.560657256513579
17	69	-50.0	-0.545176392127721
17	108	-1.0	-0.471395423689911
57	18	-6.0	-0.536084170082095
57	19	-1.0	-0.55987675620652
57	20	-4.0	-0.527557569142756
57	22	-1.0	-0.485002953185142
57	24	-5.0	-0.545726525947705
57	25	-17.0	-0.468577568455141
57	26	-1.0	-0.586018824558066
57	28	-29.0	-0.551499565242363
57	29	-123.0	-0.584082792018648
57	30	-3.0	-0.590996301997987
57	31	-28.0	-0.527451319547854
57	33	-3.0	-0.493470271819871
57	34	-34.0	-0.546903805032946
57	35	-10.0	-0.527562738705416
57	37	-4.0	-0.569656865394848
57	40	-2.0	-0.481780267139689
57	43	-4.0	-0.597639234775334
18	86	-1.0	-0.560506691264154
18	107	-1.0	-0.592998810718709
18	60	-8.0	-0.591959060069803
18	61	-9.0	-0.592979946173787
18	62	-7.0	-0.589325556927706
18	99	-2.0	-0.504455102544674
18	63	-3.0	-0.573818784970876
18	67	-6.0	-0.550362419483072
18	68	-6.0	-0.569230425391042
18	69	-8.0	-0.579942404775006
18	108	-1.0	-0.554130340561613
18	70	-5.0	-0.566059825067641
58	21	-2.0	-0.530665044152605
58	22	-1.0	-0.591170058141501
58	23	-2.0	-0.546399086838269
58	24	-5.0	-0.554387028436559
58	28	-51.0	-0.597976881842469
58	30	-4.0	-0.518929973977044
58	31	-42.0	-0.594180873792067
58	32	-8.0	-0.567303886605694
58	33	-9.0	-0.58139736966985
58	37	-6.0	-0.561873186935036
58	38	-2.0	-0.504799284623668
58	39	-2.0	-0.571332229404816
58	40	-2.0	-0.535402286782139
86	20	-1.0	-0.517644086487364
86	25	-3.0	-0.546937255253407
86	29	-17.0	-0.593801698255487
86	31	-2.0	-0.508550403206984
86	34	-5.0	-0.580830263194687
86	35	-1.0	-0.531779322864151
86	41	-1.0	-0.529400782177389
86	42	-3.0	-0.58527980700267
59	19	-2.0	-0.474921600895485
59	25	-14.0	-0.572495006514724
59	28	-18.0	-0.541223449338262
59	29	-80.0	-0.598910282244397
59	31	-17.0	-0.575670909285592
59	34	-18.0	-0.514761502767051
59	35	-8.0	-0.589119977562333
59	36	-45.0	-0.501451314906819
59	41	-3.0	-0.474305501997016
59	42	-11.0	-0.48407594526571
59	43	-2.0	-0.490418613000746
115	27	-1.0	-0.550417394059687
107	25	-1.0	-0.56470087318445
107	29	-4.0	-0.583364177256601
107	31	-1.0	-0.495317054018747
107	34	-1.0	-0.514646938050479
107	35	-1.0	-0.541982393022064
107	36	-2.0	-0.51411280113672
19	62	-2.0	-0.548427036045105
19	63	-1.0	-0.521467231044624
19	65	-6.0	-0.588089229404522
19	67	-2.0	-0.535115072104703
19	68	-1.0	-0.484128785721779
19	69	-2.0	-0.526589365614943
123	29	-2.0	-0.538363023867685
123	36	-1.0	-0.480028760991438
60	21	-2.0	-0.574509506508797
60	22	-1.0	-0.577280439730839
60	23	-2.0	-0.550152287116787
60	24	-7.0	-0.590351321834399
60	30	-5.0	-0.595622292640135
60	33	-4.0	-0.566106119869675
60	35	-13.0	-0.591097869860549
60	38	-2.0	-0.540573346571905
60	39	-2.0	-0.544684165146563
60	40	-2.0	-0.577529122311546
61	22	-1.0	-0.570650015173695
61	23	-2.0	-0.585797083693373
61	24	-3.0	-0.567996131206716
61	30	-3.0	-0.592338541078145
61	33	-1.0	-0.533442024086413
61	39	-1.0	-0.54191951898528
61	43	-2.0	-0.561266828740749
62	20	-2.0	-0.54630553688092
62	22	-1.0	-0.569377088537793
62	24	-2.0	-0.519365888801316
62	25	-24.0	-0.581726548119498
62	28	-25.0	-0.548679690339091
62	31	-26.0	-0.526047462438115
62	32	-1.0	-0.500618856105994
62	33	-1.0	-0.493445307289358
62	34	-40.0	-0.585945039145976
62	35	-11.0	-0.575346409579444
62	36	-98.0	-0.577178927239863
62	41	-7.0	-0.529209532863397
62	42	-20.0	-0.54714978163893
62	43	-4.0	-0.574603563534947
116	29	-4.0	-0.532675451044251
116	36	-1.0	-0.490736374594127
74	31	-1.0	-0.58010530847396
97	29	-4.0	-0.479845326572464
97	34	-1.0	-0.411827933055646
97	36	-2.0	-0.553324914947315
97	43	-1.0	-0.463458606239875
124	29	-1.0	-0.441227734903501
20	87	-1.0	-0.575598040614618
20	75	-1.0	-0.470443760472946
20	88	-1.0	-0.527114681561254
20	65	-7.0	-0.524548860557873
20	76	-2.0	-0.559955061357449
20	89	-2.0	-0.568658295346748
20	77	-1.0	-0.565261857413426
20	78	-1.0	-0.593273413929587
20	90	-1.0	-0.440469829133239
20	91	-1.0	-0.504940443575113
20	92	-1.0	-0.457190413749923
20	79	-1.0	-0.534970201552599
20	69	-3.0	-0.52944967227439
21	65	-2.0	-0.477053374740256
98	28	-1.0	-0.522522503004883
98	29	-2.0	-0.544639661747605
98	36	-2.0	-0.560037964777158
99	25	-2.0	-0.476178320362267
99	29	-22.0	-0.529625513834997
99	31	-2.0	-0.425811420278921
99	34	-3.0	-0.458127339809755
99	35	-1.0	-0.458446489660029
99	36	-12.0	-0.548225237668586
99	41	-1.0	-0.455917553511425
99	43	-1.0	-0.478360180815965
22	65	-1.0	-0.560634820553326
22	67	-1.0	-0.539467998670503
22	68	-1.0	-0.574312674423831
22	69	-1.0	-0.546347084878054
22	70	-1.0	-0.557285878159945
23	64	-2.0	-0.507353204116915
23	65	-2.0	-0.533229775697961
87	34	-1.0	-0.595026538182428
87	39	-1.0	-0.591243555128444
87	41	-1.0	-0.599336631515603
63	25	-11.0	-0.523859559068355
63	28	-6.0	-0.486830507239476
63	29	-65.0	-0.598581485954459
63	31	-12.0	-0.521815194500643
63	33	-1.0	-0.493796810252865
63	34	-16.0	-0.520218137056224
63	35	-5.0	-0.525294154197545
63	36	-44.0	-0.598181809728589
63	41	-3.0	-0.521451075596069
63	42	-4.0	-0.502162081761894
63	43	-4.0	-0.536744103095247
24	65	-4.0	-0.484304664809302
24	76	-1.0	-0.551684344199027
24	89	-2.0	-0.566491728183397
24	78	-1.0	-0.535173685864362
24	94	-1.0	-0.563858682421502
24	69	-1.0	-0.490538096042976
117	29	-2.0	-0.514187370850214
117	36	-2.0	-0.491923531603877
75	25	-2.0	-0.509728350442665
75	28	-1.0	-0.505524521327461
75	34	-4.0	-0.522163806043905
75	42	-3.0	-0.552986880127883
25	88	-3.0	-0.548306264793768
25	65	-36.0	-0.552129945217776
25	76	-2.0	-0.523759540948446
25	89	-1.0	-0.544032698114587
25	77	-1.0	-0.554653403720479
25	78	-1.0	-0.522893415499793
25	67	-11.0	-0.529121919101919
25	90	-3.0	-0.463626411578017
25	68	-15.0	-0.495040639368652
25	91	-1.0	-0.51067073294753
25	92	-3.0	-0.49483339193897
25	79	-2.0	-0.538177486654442
25	93	-1.0	-0.576070155857653
25	94	-2.0	-0.562478024191425
25	69	-20.0	-0.54397238768493
25	108	-1.0	-0.533115027793178
27	88	-1.0	-0.527813215260957
27	90	-1.0	-0.491875298035623
27	92	-1.0	-0.517101927401145
27	69	-1.0	-0.566834627971562
28	88	-1.0	-0.514154085702675
28	65	-45.0	-0.553405551374819
28	76	-1.0	-0.545885651484952
28	89	-3.0	-0.592595780782514
28	67	-7.0	-0.485515251009505
28	90	-1.0	-0.394655195104476
28	68	-14.0	-0.444318594466194
28	103	-1.0	-0.465697203494105
28	92	-1.0	-0.442989088059864
28	94	-3.0	-0.57793174073649
28	69	-20.0	-0.503110661583139
88	31	-1.0	-0.501869049738792
88	34	-4.0	-0.547288889116116
88	36	-10.0	-0.598098270912075
88	41	-1.0	-0.533369384268377
88	42	-4.0	-0.546178679742985
29	118	-1.0	-0.540156023376378
29	119	-1.0	-0.580788322089974
29	89	-6.0	-0.595531760865091
29	77	-5.0	-0.599825832334106
29	67	-55.0	-0.59029734290757
29	90	-33.0	-0.565254659315401
