subjectHits	Occurance
36190	2
10331	2
4181	2
16270	2
28581	2
26428	2
39791	2
33118	2
1177	2
39758	2
27928	2
8084	2
13366	2
20824	2
11987	2
21199	2
20933	2
20410	2
39985	2
8921	2
11585	2
11067	2
38827	2
25739	2
3139	2
30106	2
2132	2
7215	2
38742	2
40826	2
40980	2
10157	2
28202	2
22020	2
15506	2
1430	2
5643	2
2201	2
15241	2
13486	2
5870	2
6542	2
32191	2
24905	2
34745	2
6641	2
34077	2
2527	2
12117	2
15472	2
11666	2
4098	2
33046	2
14123	2
32852	2
4499	2
16848	2
36535	2
274	2
4820	2
25861	2
15016	2
10534	2
30223	2
22644	2
41619	2
33317	2
10787	2
30121	2
19137	2
18042	2
1089	2
32616	2
30711	2
11538	2
14562	2
37008	2
11378	2
21076	2
13888	2
5956	2
4317	2
30591	2
26940	2
10165	2
33613	2
24789	2
30418	2
33093	2
20461	2
15762	2
19958	2
11283	2
16137	2
1918	2
21137	2
36320	2
13534	2
36016	2
7719	2
33881	2
9543	2
5037	2
7304	2
36969	2
20069	2
39221	2
1725	2
24803	2
6081	2
14870	2
17939	2
35415	2
18877	2
34641	2
4316	2
20722	2
16332	2
40400	2
41716	2
8885	2
36349	2
33144	2
20295	2
20955	2
36256	2
6011	2
6731	2
22573	2
5091	2
2271	2
17065	2
35862	2
26421	2
15009	2
5512	2
13281	2
38245	2
32827	2
41193	2
6306	2
11443	2
21894	2
37336	2
5398	2
11015	2
15287	2
39742	2
6914	2
18057	2
18093	2
29228	2
16672	2
41523	2
24680	2
35388	2
6941	2
6721	2
17777	2
666	2
24158	2
28324	2
5106	2
16049	2
39778	2
12603	2
18835	2
39984	2
18722	2
38161	2
32989	2
40860	2
7350	2
40565	2
6758	2
18440	2
35939	2
2736	2
30059	2
1638	2
22123	2
40079	2
30158	2
9124	2
37959	2
15517	2
7425	2
36546	2
10928	2
13414	2
747	2
16562	2
26207	2
31816	2
23572	2
7792	2
8585	2
4478	2
10212	2
6909	2
4848	2
1567	2
30190	1
18828	1
14244	1
19933	1
10662	1
23265	1
8177	1
41582	1
24606	1
29978	1
4397	1
519	1
38073	1
25934	1
4477	1
38775	1
32645	1
10230	1
31116	1
9587	1
30657	1
31603	1
14023	1
17082	1
25379	1
12445	1
4242	1
32925	1
11732	1
26456	1
19336	1
31246	1
20846	1
24910	1
5633	1
33411	1
32929	1
23909	1
28440	1
22313	1
25761	1
19408	1
2355	1
37135	1
29304	1
30267	1
24214	1
37154	1
25986	1
15557	1
5125	1
4368	1
40614	1
24887	1
21450	1
4948	1
3487	1
18072	1
20013	1
4649	1
3375	1
12150	1
11019	1
12504	1
8460	1
31150	1
40295	1
3829	1
12680	1
23253	1
10757	1
34910	1
42163	1
31172	1
30745	1
11986	1
20122	1
33959	1
40157	1
18366	1
15885	1
22394	1
29382	1
12810	1
21397	1
21394	1
9700	1
2782	1
39722	1
7378	1
41358	1
9141	1
6513	1
40512	1
40456	1
4160	1
41223	1
14149	1
24057	1
4011	1
8684	1
12721	1
38689	1
34824	1
16812	1
38121	1
2454	1
22093	1
9912	1
9631	1
33776	1
32270	1
40563	1
4549	1
5531	1
35385	1
25913	1
37533	1
27219	1
5877	1
11173	1
30753	1
21510	1
2131	1
7235	1
12416	1
3822	1
37200	1
36541	1
33065	1
3550	1
29294	1
27685	1
22002	1
16927	1
3164	1
39393	1
1784	1
30249	1
22340	1
18326	1
10295	1
9990	1
17081	1
236	1
36754	1
33205	1
11527	1
32686	1
3498	1
19330	1
17156	1
26048	1
30625	1
40230	1
25165	1
37275	1
15579	1
9368	1
41333	1
8456	1
39301	1
18002	1
433	1
31636	1
13313	1
27331	1
5001	1
23684	1
30661	1
3479	1
29277	1
36225	1
13379	1
39583	1
37672	1
20597	1
4564	1
40651	1
3480	1
5098	1
40488	1
18592	1
29061	1
24107	1
9909	1
28741	1
14479	1
32212	1
21643	1
25500	1
40444	1
11484	1
39612	1
32767	1
22362	1
13567	1
38584	1
14830	1
39298	1
33617	1
20655	1
5318	1
12618	1
16721	1
37104	1
29133	1
29272	1
38814	1
22347	1
4009	1
41428	1
41484	1
9701	1
6066	1
5821	1
31195	1
42084	1
1628	1
25437	1
20653	1
41301	1
415	1
9670	1
19110	1
3717	1
35569	1
26828	1
30686	1
2743	1
34757	1
2601	1
19748	1
4261	1
28495	1
13076	1
33142	1
12615	1
3143	1
5967	1
22481	1
26930	1
26109	1
30124	1
38848	1
22360	1
41836	1
9313	1
22011	1
836	1
26943	1
4696	1
36172	1
13647	1
24148	1
2263	1
14532	1
12081	1
6663	1
17682	1
25147	1
17486	1
20977	1
41998	1
10447	1
9070	1
40427	1
40635	1
35555	1
19702	1
9059	1
36536	1
17062	1
31756	1
39133	1
6422	1
20366	1
38182	1
36284	1
31898	1
10967	1
19308	1
21677	1
17864	1
42072	1
7287	1
15734	1
5019	1
21297	1
40505	1
37072	1
18896	1
9639	1
17132	1
19939	1
20783	1
20883	1
22372	1
31280	1
9103	1
302	1
20202	1
7111	1
27183	1
7301	1
41794	1
34840	1
22316	1
9650	1
23853	1
37755	1
27322	1
29491	1
7796	1
12780	1
5043	1
4208	1
36271	1
26261	1
14741	1
38098	1
10936	1
20414	1
39557	1
32522	1
20169	1
16749	1
28665	1
21303	1
24456	1
12423	1
26535	1
15528	1
252	1
4453	1
36432	1
10675	1
16116	1
26521	1
1296	1
9921	1
26161	1
31227	1
24418	1
8768	1
5939	1
9540	1
30425	1
39153	1
40090	1
5434	1
29503	1
5516	1
7970	1
36729	1
22007	1
38510	1
39353	1
16494	1
14320	1
32183	1
5932	1
28568	1
21168	1
7004	1
34125	1
18862	1
4518	1
16471	1
12168	1
34444	1
3911	1
9598	1
27642	1
41101	1
12994	1
3810	1
36534	1
37333	1
1143	1
4606	1
24085	1
39757	1
4816	1
25836	1
32996	1
12724	1
13933	1
41607	1
37300	1
15632	1
759	1
27594	1
40175	1
11459	1
233	1
29490	1
15592	1
15877	1
5984	1
26658	1
18414	1
39813	1
36962	1
41150	1
41553	1
30510	1
37409	1
10330	1
29150	1
37644	1
11800	1
31084	1
28465	1
13102	1
16337	1
3780	1
25112	1
17163	1
29438	1
14249	1
39329	1
31469	1
36405	1
704	1
36173	1
471	1
19574	1
35698	1
1416	1
20321	1
25694	1
6511	1
35607	1
21234	1
41685	1
5381	1
29681	1
18433	1
28731	1
33915	1
10575	1
12488	1
10540	1
7523	1
4755	1
33092	1
8721	1
38228	1
3581	1
32169	1
37607	1
9479	1
32744	1
28994	1
42036	1
28054	1
3779	1
27806	1
26785	1
32008	1
11187	1
23053	1
5783	1
20867	1
37479	1
26256	1
6495	1
12333	1
27612	1
15838	1
363	1
18943	1
17753	1
7957	1
38455	1
31245	1
12661	1
34781	1
12303	1
29414	1
14696	1
10975	1
14506	1
2274	1
5683	1
11452	1
1004	1
40049	1
1694	1
15739	1
28684	1
33471	1
24867	1
40482	1
14408	1
10039	1
38188	1
11176	1
12726	1
22027	1
19795	1
11905	1
16476	1
1402	1
10665	1
31922	1
29644	1
13993	1
4660	1
14564	1
1718	1
21667	1
5079	1
27334	1
32221	1
4780	1
31577	1
20965	1
35340	1
266	1
22913	1
37794	1
39433	1
2792	1
12491	1
28119	1
4867	1
19224	1
31722	1
404	1
15785	1
8502	1
30045	1
30567	1
34220	1
14145	1
35712	1
26760	1
38488	1
24598	1
30778	1
34554	1
39850	1
12837	1
21173	1
30814	1
30517	1
26120	1
1131	1
11511	1
27958	1
22739	1
24715	1
40407	1
23142	1
1704	1
27984	1
4772	1
35497	1
39423	1
5646	1
4779	1
6106	1
8753	1
15474	1
29567	1
30891	1
30337	1
37243	1
7026	1
41937	1
18663	1
2976	1
5794	1
41191	1
38370	1
17848	1
12686	1
10426	1
20521	1
14992	1
7411	1
6449	1
28436	1
24361	1
303	1
18858	1
3175	1
33503	1
41946	1
41537	1
15417	1
32957	1
9780	1
8121	1
14769	1
31876	1
2948	1
442	1
11042	1
41812	1
35901	1
9031	1
30182	1
37484	1
36451	1
10112	1
6685	1
13870	1
25743	1
6933	1
8676	1
38220	1
13588	1
17152	1
23819	1
40697	1
20407	1
6123	1
26941	1
38579	1
11112	1
35469	1
19891	1
1349	1
12498	1
37689	1
6541	1
26434	1
33089	1
18109	1
25681	1
33712	1
18567	1
26173	1
32199	1
22489	1
23780	1
6634	1
1818	1
21310	1
31302	1
36652	1
23999	1
37801	1
15794	1
25229	1
3182	1
10018	1
4629	1
36385	1
13611	1
18051	1
37910	1
35870	1
35689	1
9632	1
38338	1
29744	1
12308	1
3024	1
7993	1
9081	1
20146	1
20136	1
28077	1
30506	1
26738	1
40392	1
24008	1
29703	1
6781	1
32759	1
3290	1
12406	1
6090	1
11463	1
32150	1
20220	1
36293	1
37676	1
10618	1
10469	1
26371	1
14375	1
28998	1
16163	1
1514	1
15638	1
15516	1
28784	1
11745	1
8627	1
12723	1
14893	1
18694	1
3409	1
36671	1
28842	1
30525	1
36004	1
5284	1
32637	1
36163	1
19461	1
32367	1
755	1
6650	1
17846	1
16156	1
15365	1
1268	1
12425	1
16146	1
3586	1
8515	1
7911	1
24373	1
19491	1
2806	1
37342	1
10687	1
28434	1
30134	1
39131	1
15464	1
36309	1
18104	1
33000	1
28362	1
18065	1
14072	1
26078	1
18934	1
9782	1
41901	1
2572	1
26981	1
26772	1
7539	1
36636	1
4303	1
10707	1
9996	1
39987	1
18319	1
37105	1
2745	1
6073	1
6818	1
11919	1
7452	1
15000	1
16842	1
40631	1
28156	1
16753	1
11357	1
14211	1
18061	1
7850	1
9305	1
22548	1
15704	1
10563	1
11624	1
19550	1
24434	1
41426	1
30366	1
2341	1
18067	1
31030	1
4039	1
23513	1
35755	1
35439	1
26892	1
40375	1
35103	1
19472	1
27109	1
4490	1
26000	1
38225	1
25593	1
38649	1
6962	1
35425	1
33394	1
34303	1
31481	1
1744	1
30172	1
13157	1
33954	1
14672	1
39456	1
28486	1
23287	1
13566	1
1674	1
29338	1
36973	1
28720	1
29610	1
30382	1
5915	1
32764	1
2813	1
19650	1
2431	1
4738	1
24888	1
6281	1
42187	1
18140	1
14527	1
29343	1
39013	1
32197	1
40121	1
19700	1
39109	1
25486	1
10427	1
11814	1
4937	1
31267	1
19219	1
41041	1
29595	1
16681	1
10747	1
24205	1
31080	1
8009	1
11322	1
2716	1
9731	1
11433	1
26073	1
27011	1
34454	1
22663	1
14915	1
20429	1
34866	1
8765	1
39481	1
31113	1
323	1
9775	1
38514	1
27414	1
10288	1
42091	1
15285	1
35563	1
10128	1
949	1
11775	1
6004	1
20246	1
13823	1
30441	1
27761	1
31226	1
11810	1
32710	1
27688	1
40380	1
29667	1
15974	1
11812	1
10517	1
25471	1
39746	1
24744	1
24065	1
5375	1
32853	1
40018	1
42014	1
19540	1
25758	1
33270	1
39966	1
423	1
9720	1
35936	1
8330	1
31135	1
35882	1
11141	1
37311	1
26373	1
13795	1
28086	1
11371	1
15404	1
20833	1
17154	1
22723	1
35207	1
28653	1
34686	1
4015	1
41872	1
6400	1
12957	1
33899	1
20278	1
20844	1
147	1
23727	1
24765	1
23677	1
23382	1
23808	1
16835	1
10130	1
27210	1
39237	1
18841	1
4950	1
3767	1
41049	1
29023	1
41283	1
37630	1
20373	1
492	1
41739	1
32916	1
16405	1
1792	1
2674	1
2477	1
30284	1
22285	1
25337	1
28523	1
36683	1
41786	1
19785	1
23413	1
28690	1
40944	1
14106	1
32638	1
41955	1
29955	1
37270	1
25993	1
32162	1
23507	1
7884	1
42153	1
40824	1
19855	1
31318	1
2257	1
6785	1
11308	1
13574	1
18572	1
18262	1
23959	1
19556	1
26784	1
32096	1
19025	1
32074	1
2681	1
37444	1
34216	1
32390	1
21921	1
21461	1
20751	1
10259	1
35730	1
28789	1
6806	1
41742	1
35816	1
20418	1
1482	1
4850	1
16352	1
22058	1
7533	1
15200	1
28111	1
19566	1
27866	1
6374	1
12639	1
1104	1
30436	1
29940	1
32032	1
36811	1
2950	1
6520	1
10931	1
6463	1
31997	1
4771	1
30907	1
3383	1
39864	1
2588	1
2078	1
17721	1
5735	1
10489	1
39681	1
5541	1
14813	1
4094	1
19226	1
15033	1
7552	1
1251	1
23833	1
38564	1
41032	1
25597	1
35603	1
17078	1
37310	1
19585	1
22574	1
9709	1
19063	1
28057	1
40150	1
40386	1
28443	1
29763	1
9681	1
32990	1
20956	1
3961	1
7283	1
34835	1
14528	1
35398	1
26126	1
37268	1
31557	1
37705	1
7643	1
29546	1
30691	1
16396	1
20123	1
25571	1
4976	1
12655	1
4449	1
26948	1
9096	1
27849	1
10387	1
41005	1
11566	1
19464	1
29104	1
31055	1
20060	1
23697	1
41684	1
6570	1
37058	1
32850	1
13983	1
1289	1
28981	1
12749	1
28187	1
29465	1
1002	1
22021	1
15110	1
11740	1
40908	1
22457	1
33458	1
41331	1
39700	1
27404	1
36947	1
33200	1
30175	1
18581	1
18396	1
27991	1
2521	1
22017	1
856	1
10572	1
14905	1
26162	1
11902	1
41059	1
23764	1
32189	1
36887	1
37516	1
25787	1
18518	1
37441	1
31831	1
24259	1
32088	1
42156	1
12439	1
20966	1
29762	1
11532	1
4220	1
9113	1
8947	1
9288	1
24127	1
40099	1
40393	1
17488	1
1926	1
1483	1
18275	1
20170	1
10390	1
10942	1
26390	1
12344	1
29761	1
41154	1
33025	1
25715	1
7629	1
22882	1
32124	1
41225	1
20023	1
25459	1
29589	1
32152	1
24657	1
37385	1
37462	1
10310	1
10005	1
20566	1
13638	1
39948	1
20070	1
10758	1
15646	1
11715	1
10265	1
27710	1
31948	1
1007	1
14903	1
8565	1
2526	1
24763	1
32254	1
30336	1
4034	1
4131	1
9489	1
25320	1
5066	1
13705	1
1149	1
12284	1
7481	1
5723	1
3852	1
12207	1
5968	1
28756	1
35989	1
15682	1
39480	1
18450	1
21194	1
35152	1
12174	1
15462	1
30952	1
20531	1
12160	1
38132	1
26545	1
5277	1
30374	1
14855	1
12732	1
37478	1
11669	1
37632	1
7615	1
19431	1
16000	1
16660	1
20131	1
11142	1
4124	1
4801	1
7934	1
28364	1
21146	1
18820	1
31969	1
37174	1
41425	1
34861	1
5862	1
23649	1
40854	1
31181	1
19840	1
22336	1
24232	1
36983	1
34946	1
10030	1
19527	1
8923	1
7276	1
19419	1
28908	1
28963	1
35795	1
39872	1
14240	1
41766	1
23726	1
2256	1
9316	1
6611	1
19539	1
11990	1
29971	1
206	1
40574	1
19248	1
20058	1
3652	1
25882	1
22137	1
38477	1
10041	1
37171	1
20325	1
8340	1
24300	1
9802	1
38863	1
24908	1
26980	1
31095	1
10043	1
17516	1
5268	1
32188	1
29479	1
34804	1
2898	1
262	1
9207	1
3686	1
3835	1
28336	1
22762	1
14399	1
2505	1
1996	1
22026	1
41915	1
35904	1
30580	1
6024	1
10688	1
8422	1
25752	1
12446	1
39477	1
18936	1
31060	1
1765	1
27400	1
10069	1
11279	1
6155	1
11496	1
16219	1
2778	1
12683	1
9332	1
31456	1
29054	1
6404	1
15995	1
12814	1
17946	1
21155	1
9620	1
41008	1
10104	1
28462	1
38601	1
19644	1
28384	1
31806	1
2325	1
29440	1
41495	1
35894	1
28173	1
28181	1
42006	1
5697	1
5881	1
35101	1
7161	1
4361	1
24465	1
9751	1
13514	1
36188	1
23650	1
38422	1
15611	1
5186	1
40527	1
6056	1
11614	1
15625	1
3639	1
32475	1
19738	1
23848	1
19838	1
640	1
8918	1
13476	1
35476	1
9625	1
13585	1
1546	1
37753	1
9473	1
37167	1
34701	1
37545	1
22005	1
41978	1
36211	1
23331	1
14057	1
4474	1
23887	1
28182	1
9840	1
30642	1
32071	1
7116	1
15826	1
19718	1
12843	1
37798	1
12527	1
14907	1
16858	1
3425	1
7003	1
26855	1
10987	1
41121	1
1080	1
668	1
4401	1
22106	1
27937	1
9796	1
21016	1
24114	1
16693	1
20781	1
37645	1
40231	1
38958	1
37307	1
25424	1
34705	1
42090	1
39478	1
22508	1
38791	1
38254	1
26773	1
26416	1
29421	1
11657	1
37113	1
41254	1
6548	1
2335	1
27956	1
25572	1
1787	1
11868	1
30236	1
27039	1
11567	1
33726	1
19715	1
33068	1
13836	1
16368	1
20166	1
28056	1
25007	1
2740	1
2583	1
6811	1
16037	1
3031	1
2552	1
10856	1
16469	1
7995	1
22815	1
773	1
576	1
13912	1
28385	1
36423	1
34060	1
38769	1
15774	1
19338	1
20125	1
28540	1
10086	1
9234	1
33598	1
35062	1
29078	1
22217	1
24712	1
5896	1
3497	1
4357	1
39323	1
6369	1
3079	1
38524	1
16082	1
25077	1
29416	1
30231	1
25506	1
4885	1
12028	1
1459	1
13094	1
8060	1
14095	1
41433	1
2148	1
29476	1
24030	1
32949	1
22295	1
18427	1
32345	1
41953	1
4454	1
4386	1
33385	1
12094	1
21296	1
20976	1
42035	1
644	1
37029	1
14505	1
24444	1
36050	1
39300	1
41347	1
3588	1
39650	1
12249	1
34066	1
12208	1
13871	1
42027	1
13576	1
30500	1
37148	1
40863	1
260	1
40983	1
32433	1
29528	1
35527	1
11836	1
12608	1
34050	1
16654	1
42029	1
40975	1
4187	1
6527	1
23915	1
10523	1
14928	1
3844	1
32893	1
39666	1
32836	1
25649	1
1811	1
37168	1
8671	1
2415	1
29537	1
10796	1
33281	1
28693	1
16595	1
36955	1
7984	1
31582	1
2313	1
33344	1
40372	1
19406	1
7910	1
13220	1
9370	1
6728	1
40179	1
26029	1
7906	1
12866	1
29850	1
4875	1
11942	1
25610	1
8458	1
19475	1
1988	1
6263	1
4704	1
39004	1
16244	1
37368	1
18596	1
38652	1
20766	1
15719	1
2647	1
8930	1
40494	1
29563	1
6903	1
25992	1
40174	1
31294	1
22566	1
2225	1
886	1
41552	1
412	1
4894	1
38058	1
37086	1
40168	1
40888	1
33100	1
1640	1
174	1
3319	1
4926	1
28809	1
22379	1
1391	1
4993	1
41781	1
40446	1
8385	1
39999	1
11857	1
14890	1
22450	1
18569	1
5372	1
5364	1
34172	1
1220	1
36829	1
3552	1
38311	1
32918	1
8508	1
710	1
17014	1
35220	1
9942	1
9704	1
15005	1
29387	1
11894	1
12093	1
41092	1
32997	1
33174	1
3661	1
19694	1
30633	1
7656	1
10058	1
14083	1
9763	1
9143	1
4103	1
41544	1
36715	1
24705	1
41920	1
28369	1
21631	1
37115	1
21546	1
39399	1
5070	1
39299	1
1630	1
7285	1
6571	1
35966	1
28280	1
32108	1
40315	1
9784	1
41851	1
14811	1
39799	1
18091	1
39745	1
28897	1
14871	1
7456	1
21285	1
7720	1
40619	1
18979	1
4680	1
25333	1
18700	1
32160	1
30983	1
15726	1
16369	1
40141	1
40873	1
33341	1
37125	1
2309	1
6458	1
24816	1
27784	1
4411	1
37353	1
36139	1
34174	1
5130	1
1729	1
16603	1
36703	1
8115	1
35489	1
35532	1
36210	1
40218	1
41097	1
17394	1
7556	1
34225	1
28712	1
22955	1
40339	1
36558	1
3580	1
37836	1
7200	1
8557	1
40048	1
2777	1
24629	1
8466	1
32275	1
41166	1
34755	1
20972	1
2460	1
35416	1
18339	1
16277	1
36325	1
18794	1
20767	1
18880	1
9338	1
23221	1
4636	1
33265	1
12394	1
22954	1
41280	1
14208	1
35158	1
29898	1
841	1
14941	1
6137	1
40889	1
6637	1
29337	1
1373	1
2664	1
9601	1
41691	1
22810	1
11352	1
24872	1
42085	1
37339	1
19599	1
1071	1
30321	1
29001	1
36702	1
41065	1
1372	1
16850	1
26394	1
30217	1
40360	1
36323	1
21512	1
3352	1
4895	1
7207	1
13184	1
12503	1
17699	1
11631	1
25445	1
35810	1
41682	1
3727	1
8897	1
17244	1
41764	1
4628	1
34195	1
17592	1
41316	1
6850	1
16596	1
3987	1
443	1
40901	1
39642	1
18889	1
24033	1
40609	1
15282	1
4193	1
11161	1
38020	1
11267	1
37514	1
32559	1
3624	1
25747	1
3451	1
35694	1
22296	1
18625	1
40810	1
37101	1
38799	1
41796	1
9799	1
13261	1
2994	1
17138	1
27471	1
24058	1
23794	1
39516	1
15524	1
24349	1
21134	1
39682	1
8441	1
14216	1
24054	1
28898	1
7233	1
37429	1
6849	1
30393	1
36322	1
27739	1
14819	1
40700	1
37864	1
15728	1
39788	1
40334	1
12981	1
37423	1
37433	1
34145	1
36760	1
8728	1
106	1
14017	1
16741	1
15961	1
39210	1
4182	1
9629	1
36435	1
20749	1
6510	1
4721	1
10773	1
14590	1
11399	1
6871	1
38891	1
31445	1
8407	1
25581	1
23515	1
29870	1
10359	1
725	1
23241	1
8737	1
14086	1
18821	1
2108	1
28166	1
38974	1
21795	1
30981	1
20984	1
16668	1
36927	1
42064	1
35381	1
493	1
30107	1
3607	1
12378	1
23926	1
31961	1
40308	1
28810	1
36049	1
18957	1
21642	1
2305	1
34032	1
31638	1
9548	1
4804	1
25937	1
12483	1
21288	1
34687	1
3579	1
16261	1
8761	1
22670	1
38186	1
10436	1
6981	1
27894	1
5654	1
33738	1
18980	1
19736	1
1676	1
35671	1
38884	1
4995	1
35168	1
34799	1
10741	1
20485	1
7383	1
12963	1
33856	1
42164	1
16928	1
11410	1
22872	1
31836	1
12958	1
2683	1
5710	1
41982	1
