CLUSTER_ID	Fitness Score	Fitness Rank
Cluster 34909	26.904215251270625	1
Cluster 83354	8.710323468042631	2
Cluster 18410	7.756183203778162	3
Cluster 5042	7.366314945575804	4
Cluster 70240	5.334426872309484	5
Cluster 80727	4.487533527604302	6
Cluster 11394	3.6908114851107596	7
Cluster 24330	2.4177848674501967	8
Cluster 34745	2.3265644628350963	9
Cluster 50492	2.1436211381646126	10
Cluster 93686	2.1436211381646126	11
Cluster 61082	1.7487491292914428	12
Cluster 80948	1.5736826134934319	13
Cluster 33345	1.5304190921670933	14
Cluster 3700	1.4423551682114346	15
Cluster 61020	1.1657028783534449	16
Cluster 40911	1.1080251724212045	17
Cluster 12180	1.0614106741691731	18
Cluster 22036	1.0614106741691731	19
Cluster 28185	1.0614106741691731	20
Cluster 33924	1.0614106741691731	21
Cluster 34202	1.0614106741691731	22
Cluster 44144	1.0614106741691731	23
Cluster 57488	1.0614106741691731	24
Cluster 78422	1.0614106741691731	25
Cluster 61762	0.9779115171206255	26
Cluster 38137	0.8368582881715673	27
Cluster 14676	0.8125278776978806	28
Cluster 79814	0.7632620119655169	29
Cluster 78490	0.7161365395734931	30
Cluster 76829	0.6773226628763372	31
Cluster 16034	0.5942975668706243	32
Cluster 79424	0.557329583225269	33
Cluster 79906	0.5554681747479809	34
Cluster 66051	0.5348032346817827	35
Cluster 79422	0.5184800275229566	36
Cluster 26918	0.5135177990713289	37
Cluster 18269	0.5073739392271054	38
Cluster 90499	0.4824111869632354	39
Cluster 90410	0.403697203008983	40
Cluster 78035	0.3827910261111678	41
Cluster 42067	0.3748968427200402	42
Cluster 22787	0.372406802547352	43
Cluster 46008	0.3633080426538507	44
Cluster 30667	0.34848483257816526	45
Cluster 59707	0.32798641608961293	46
Cluster 3973	0.3080897568948753	47
Cluster 45004	0.26883057186058656	48
Cluster 46522	0.26883057186058656	49
Cluster 90239	0.26883057186058656	50
Cluster 50119	0.26849208390077134	51
Cluster 49833	0.2518437498956129	52
Cluster 50597	0.238881855326334	53
Cluster 68477	0.238881855326334	54
Cluster 43578	0.23291156052046655	55
Cluster 67878	0.2280693592932702	56
Cluster 54702	0.2265238680909283	57
Cluster 91559	0.2265238680909283	58
Cluster 30403	0.2125226483015494	59
Cluster 72957	0.19348106373494023	60
Cluster 33846	0.18880838580538162	61
Cluster 91401	0.17938752313749246	62
Cluster 22376	0.16688012814982267	63
Cluster 38638	0.16688012814982267	64
Cluster 68820	0.16688012814982267	65
Cluster 40230	0.16534397269896256	66
Cluster 5366	0.11660113067666061	67
Cluster 6119	0.10738579596098113	68
Cluster 12090	0.10738579596098113	69
Cluster 28362	0.10738579596098113	70
Cluster 32043	0.10738579596098113	71
Cluster 68451	0.10738579596098113	72
Cluster 76388	0.10738579596098113	73
Cluster 1185	0.09056168381431248	74
Cluster 13261	0.09056168381431248	75
Cluster 45890	0.09056168381431248	76
Cluster 58023	0.09056168381431248	77
Cluster 25320	0.08355832632067249	78
Cluster 226	0.05949433218884153	79
Cluster 7576	0.05949433218884153	80
Cluster 14084	0.05949433218884153	81
Cluster 21278	0.05949433218884153	82
Cluster 22454	0.05949433218884153	83
Cluster 26999	0.05949433218884153	84
Cluster 66562	0.05949433218884153	85
Cluster 70159	0.05949433218884153	86
Cluster 76622	0.05949433218884153	87
Cluster 45377	0.05945507170621907	88
Cluster 69060	0.05945507170621907	89
Cluster 3785	0.05751887945832435	90
Cluster 25281	0.05751887945832435	91
Cluster 42129	0.05751887945832435	92
Cluster 60603	0.05245171421257908	93
Cluster 62557	0.05245171421257908	94
Cluster 80510	0.04782002081889219	95
Cluster 8902	0.031106612108093408	96
Cluster 10901	0.031106612108093408	97
Cluster 11392	0.031106612108093408	98
Cluster 3009	0.02641226735023095	99
Cluster 17458	0.02641226735023095	100
Cluster 32767	0.02641226735023095	101
Cluster 33213	0.02641226735023095	102
Cluster 46347	0.02641226735023095	103
Cluster 54291	0.02641226735023095	104
Cluster 55494	0.02641226735023095	105
Cluster 66076	0.02641226735023095	106
Cluster 86376	0.02641226735023095	107
Cluster 89519	0.02641226735023095	108
Cluster 91366	0.02641226735023095	109
