nearestTranscript	Occurance
uc002hry.3	1
uc001him.2	1
uc001dbo.1	1
uc031psj.1	1
uc002vgq.2	1
uc001zug.1	1
uc001vss.4	1
uc031qxh.1	1
uc003flp.1	1
uc001zze.2	1
uc010zlg.2	1
uc003tzm.1	1
uc002ckn.3	1
uc003flh.4	1
uc003hhd.2	1
uc003pvj.3	1
uc001ngb.2	1
uc010fix.3	1
uc002run.2	1
uc003jfx.4	1
uc001ipe.3	1
uc010sen.1	1
uc003onj.1	1
uc010vqf.3	1
uc003tkp.2	1
uc001gom.1	1
uc002rgv.3	1
uc003mtw.2	1
uc001qbj.1	1
uc001hce.3	1
uc003xjy.1	1
uc002kvd.3	1
uc011kqu.2	1
uc003ckt.1	1
uc002atg.1	1
uc002vgv.1	1
uc001big.3	1
uc004dgb.4	1
uc001vmk.4	1
uc001iut.1	1
uc021zfl.2	1
uc003hpd.3	1
uc002vfm.1	1
uc002xip.2	1
uc001dhk.3	1
uc002fid.3	1
uc002raj.4	1
uc010jsq.1	1
uc003eom.3	1
uc002thk.1	1
uc003cku.4	1
uc010zbu.2	1
uc002hnk.3	1
uc003zah.2	1
uc002eod.1	1
uc002fiq.2	1
uc003fgy.3	1
uc001tep.2	1
uc002dgp.2	1
uc001qfv.3	1
uc011cie.2	1
uc003yvh.2	1
uc002dja.3	1
uc021vzb.1	1
uc002wds.3	1
uc002fzy.3	1
uc009xcn.3	1
uc003pxt.1	1
uc003ilw.3	1
uc003cxd.1	1
uc002kuc.2	1
uc003pda.4	1
uc010fvj.1	1
uc003vgm.3	1
uc011jwz.2	1
uc010dah.3	1
uc001kpr.3	1
uc003tls.3	1
uc002toh.1	1
uc002crf.3	1
uc001ryg.3	1
uc001thu.3	1
uc021rfr.1	1
uc010cly.3	1
uc003tfc.2	1
uc003dwt.1	1
uc010pdq.1	1
uc021stx.1	1
uc009vrl.1	1
uc002qxd.3	1
uc003knb.2	1
uc002crd.3	1
uc021zgx.1	1
uc003smr.1	1
uc009vnl.3	1
uc003qqz.2	1
uc002ciw.1	1
uc003lev.2	1
uc002zmi.4	1
uc010aqq.3	1
uc003exe.3	1
uc011kgw.2	1
uc001akx.1	1
uc002egb.1	1
uc003wpi.3	1
uc002ibj.3	1
uc010vnq.2	1
uc001hcv.4	1
uc031slc.1	1
uc011chq.2	1
uc001awa.1	1
uc010ugf.2	1
uc002cka.3	1
uc001xjf.3	1
uc004byw.1	1
uc031rvz.1	1
uc010ouu.1	1
uc003kwn.3	1
uc001haa.3	1
uc010wgi.2	1
uc001irl.4	1
uc010vhz.2	1
uc001kht.1	1
uc021zyx.1	1
uc001kfp.3	1
uc009zmn.2	1
uc009ybi.3	1
uc003ykf.3	1
uc002lfs.3	1
uc003abk.1	1
uc002bwn.4	1
uc001oqj.2	1
uc003otz.1	1
uc003qqq.1	1
uc002glw.4	1
uc003xnx.3	1
uc010hnw.3	1
uc011dqj.2	1
uc021oen.1	1
uc001qgu.3	1
uc003jpk.3	1
uc003win.3	1
uc001dvj.1	1
uc002fen.3	1
uc003mhb.1	1
uc002fdm.3	1
uc002keo.3	1
uc001fup.2	1
uc003dpd.2	1
uc001ogf.3	1
uc003thf.3	1
uc021xae.1	1
uc001lao.4	1
uc031qjr.1	1
uc002fsf.4	1
uc003uzj.3	1
uc001lmv.3	1
uc001vxz.3	1
uc003nso.4	1
uc003emy.4	1
uc003erf.4	1
uc003kvn.2	1
uc001dra.2	1
uc003cbg.4	1
uc003imv.3	1
uc010jee.3	1
uc001srk.3	1
uc003gde.4	1
uc001nza.3	1
uc001dmg.4	1
uc031psd.1	1
uc002fqk.1	1
uc001uro.3	1
uc011blg.2	1
uc002bcj.3	1
uc001xhn.1	1
uc021paz.1	1
uc001iwr.4	1
uc003akl.3	1
uc001beo.2	1
uc001ypq.4	1
uc001ozh.3	1
uc031rod.1	1
uc003oqy.1	1
uc001mhy.1	1
uc002czi.2	1
uc001xfo.3	1
uc021vza.1	1
uc010dal.3	1
uc002grs.2	1
uc003anx.3	1
uc021ttg.1	1
uc003qml.3	1
uc001ccu.1	1
uc010psu.2	1
uc002mfe.3	1
uc010jda.4	1
uc001gve.3	1
uc002fnf.1	1
uc002mga.3	1
uc010anz.1	1
uc002iup.2	1
uc002nux.4	1
uc001vtm.1	1
uc001ojz.1	1
uc011kcr.2	1
uc002jdp.1	1
uc002num.2	1
uc002bft.3	1
uc003kqg.3	1
uc010qxb.1	1
uc021ofa.1	1
uc001avh.3	1
uc001lfz.3	1
uc003jhs.2	1
uc021pld.1	1
uc001czx.3	1
uc001vfe.3	1
uc002loq.4	1
uc002zrx.3	1
uc010pkc.2	1
uc001rko.4	1
uc002eba.3	1
uc002nxy.1	1
uc010wdy.1	1
uc001kci.4	1
uc002mua.2	1
uc003apy.4	1
uc011efm.2	1
uc001chm.2	1
uc010fcw.3	1
uc021opd.1	1
uc001tvj.1	1
uc001otu.3	1
uc010edh.3	1
uc003aqw.1	1
uc003ocm.2	1
uc003vqw.4	1
uc001rkx.4	1
uc010ibz.3	1
uc001trh.1	1
uc002gqh.3	1
uc002kfs.3	1
uc001mrh.1	1
uc003qji.3	1
uc010ygh.2	1
uc002tpm.3	1
uc002exp.3	1
uc003mkt.1	1
uc002clz.3	1
uc031qnb.1	1
uc031plq.1	1
uc010vpb.2	1
uc001cda.1	1
uc010jjj.3	1
uc001kls.4	1
uc010mdn.3	1
uc021zhd.1	1
uc003pbp.3	1
uc002cxq.3	1
uc003keg.4	1
uc002rbs.4	1
uc001sym.4	1
uc011cgn.1	1
uc002tpl.3	1
uc003jcx.4	1
uc001jqv.1	1
uc003ifk.2	1
uc003ekg.3	1
uc001jgv.4	1
uc003ldb.1	1
uc003pjd.2	1
uc003nbh.3	1
uc001biq.2	1
uc001fpo.3	1
uc031rrb.1	1
uc002ypo.3	1
uc001wzr.3	1
uc001chd.1	1
uc003hfp.4	1
uc010wpe.2	1
uc009wuw.1	1
uc001xxn.4	1
uc002lwf.3	1
uc001fvb.2	1
uc010jul.1	1
uc001wsc.3	1
uc002iin.3	1
uc010fit.1	1
uc010uvd.2	1
uc002gan.2	1
uc002zvp.2	1
uc001emb.1	1
uc001gcq.1	1
uc010pyq.1	1
uc001kdo.3	1
uc002lry.2	1
uc002ffs.3	1
uc001qff.1	1
uc003wfn.3	1
uc004aay.3	1
uc003fhh.2	1
uc001ivo.4	1
uc001lac.4	1
uc001bzt.3	1
uc021xiw.1	1
uc002lyj.2	1
uc001uqm.1	1
uc003jpj.4	1
uc010ifd.3	1
uc021vhm.1	1
uc003hqq.3	1
uc010nbn.3	1
uc001mja.3	1
uc002czz.1	1
uc010idu.1	1
uc002hxb.1	1
uc003ncj.3	1
uc010fzu.1	1
uc031smp.1	1
uc021pzq.1	1
uc004bxv.3	1
uc001hyn.3	1
uc010bux.3	1
uc001bby.3	1
uc009zpi.1	1
uc011jzr.2	1
uc010pge.2	1
uc010bri.2	1
uc010nxy.1	1
uc009xhh.3	1
uc001beu.4	1
uc001got.4	1
uc003bqg.3	1
uc003bcn.4	1
uc001qvc.1	1
uc002mjp.1	1
uc002nmt.2	1
uc001csi.4	1
uc002cgs.2	1
uc010ttm.2	1
uc003yil.1	1
uc021vwl.2	1
uc002wac.3	1
uc002fdh.1	1
uc010psv.1	1
uc010cag.2	1
uc002btj.3	1
uc002jow.2	1
uc003gum.2	1
uc001gem.3	1
uc002fqg.1	1
uc001raf.1	1
uc031qvt.1	1
uc003pya.2	1
uc010ljh.1	1
uc003ojc.3	1
uc003frq.2	1
uc010ups.1	1
uc001ego.1	1
uc001vde.1	1
uc011czc.1	1
uc021uff.1	1
uc004aqq.3	1
uc010ryd.1	1
uc003xnm.3	1
uc009ywk.2	1
uc002yfg.4	1
uc010crc.1	1
uc001oib.2	1
uc003cok.4	1
uc010uox.1	1
uc010atc.1	1
uc002rst.4	1
uc001kae.3	1
uc003rth.3	1
uc010mfe.3	1
uc001cvb.4	1
uc031psr.1	1
uc010tvc.2	1
uc002cmm.3	1
uc001llk.4	1
uc003dgl.3	1
uc010uju.3	1
uc001ziy.3	1
uc003usj.3	1
uc010onl.1	1
uc022ayf.1	1
uc010zro.2	1
uc009zpz.2	1
uc003kfa.3	1
uc001twq.3	1
uc021vxd.1	1
uc010oos.2	1
uc001vpx.1	1
uc001aso.3	1
uc001nyi.1	1
uc011ecf.2	1
uc003exv.3	1
uc001oqk.3	1
uc011bls.1	1
uc001jar.2	1
uc003hvb.3	1
uc001tvy.3	1
uc003mzv.2	1
uc003tig.1	1
uc010jxu.1	1
uc003ikp.4	1
uc010tud.1	1
uc002eaf.2	1
uc003mdf.1	1
uc003jrm.3	1
uc001bhx.1	1
uc001amq.3	1
uc001swa.4	1
uc001qnv.3	1
uc010gej.1	1
uc003umm.3	1
uc003vrv.3	1
uc002ypi.3	1
uc010wph.2	1
uc002uhx.3	1
uc001ntj.3	1
uc001boz.3	1
uc021rei.1	1
uc003wfv.3	1
uc001dqm.4	1
uc001rqu.3	1
uc021umk.1	1
uc009ywg.1	1
uc010fep.3	1
uc010jlf.3	1
uc003ilr.4	1
uc010bne.1	1
uc001ift.3	1
uc021wlk.1	1
uc002qvw.3	1
uc003chg.3	1
uc003mko.3	1
uc003gvl.3	1
uc010xen.2	1
uc001srt.3	1
uc001bhe.2	1
uc010inc.3	1
uc010ewm.1	1
uc011dmh.2	1
uc003sjn.4	1
uc001tec.3	1
uc001umg.3	1
uc001mun.1	1
uc021wjb.1	1
uc010xde.2	1
uc001jlh.3	1
uc001raa.1	1
uc009zjo.1	1
uc001glm.3	1
uc022aiy.1	1
uc002mey.3	1
uc003szy.2	1
uc011lhy.2	1
uc001cgz.4	1
uc002swc.3	1
uc010ipq.3	1
uc001hjy.3	1
uc003zyn.4	1
uc003mji.2	1
uc001ecp.1	1
uc001dil.1	1
uc001pce.3	1
uc002mnc.3	1
uc002ttw.4	1
uc002lwx.1	1
uc002ldf.3	1
uc003lvo.4	1
uc003nbl.3	1
uc001unh.3	1
uc010yqn.1	1
uc003aeg.3	1
uc003vtq.2	1
uc001opf.3	1
uc009zwi.2	1
uc003ocn.4	1
uc010tvv.2	1
uc002rvi.3	1
uc001toe.4	1
uc021ssc.1	1
uc001sqh.3	1
uc010okm.2	1
uc002son.3	1
uc002tzj.1	1
uc002gpa.3	1
uc002ama.3	1
uc001fpf.3	1
uc009wfq.3	1
uc001zji.2	1
uc009xue.3	1
uc002syd.1	1
uc003mby.4	1
uc003zue.4	1
uc002ycp.1	1
uc010ggf.3	1
uc003aob.3	1
uc021vka.1	1
uc001glx.1	1
uc010hcr.3	1
uc001ujp.3	1
uc003vgc.3	1
uc010bjd.1	1
uc001apv.3	1
uc010jdr.1	1
uc010kjo.1	1
uc011kxk.2	1
uc010roh.3	1
uc001dzj.3	1
uc003mbt.3	1
uc002ruu.3	1
uc009yyx.3	1
uc010otv.2	1
uc001gmc.3	1
uc001hwe.3	1
uc001rvo.3	1
uc002vjj.1	1
uc002jgi.4	1
uc002yvg.3	1
uc021wng.1	1
uc001qwf.3	1
uc010axc.1	1
uc001ntc.3	1
uc011bev.1	1
uc010jam.3	1
uc010wtw.1	1
uc002wwk.3	1
uc004cay.3	1
uc010tbb.2	1
uc009zzs.3	1
uc003czx.3	1
uc002voh.4	1
uc011awb.2	1
uc002ypu.1	1
uc011lhk.1	1
uc001bem.2	1
uc002isn.3	1
uc001xzg.3	1
uc003yyb.3	1
uc003qqy.2	1
uc002rnw.1	1
uc002fya.4	1
uc010umr.3	1
uc003eal.3	1
uc010exc.2	1
uc003eph.3	1
uc002ruo.3	1
uc011duu.2	1
uc002vcj.3	1
uc003owb.3	1
uc031rzu.1	1
uc002fwc.3	1
uc003lzw.3	1
uc001cav.2	1
uc031qsn.1	1
uc009xou.1	1
uc001dbx.3	1
uc010ffz.1	1
uc021vss.1	1
uc004aqp.1	1
uc002jfg.3	1
uc001cyz.4	1
uc003ztm.3	1
uc011ltm.1	1
uc002yxf.3	1
uc003bri.1	1
uc001qen.3	1
uc003irc.3	1
uc010als.2	1
uc010qwj.1	1
uc003gcp.3	1
uc003jra.1	1
uc003dkj.4	1
uc003aej.1	1
uc003eyi.3	1
uc004cmo.2	1
uc010mxx.1	1
uc022bnj.1	1
uc004cbe.2	1
uc010kla.1	1
uc003piz.1	1
uc002ald.3	1
uc002wxw.1	1
uc004aqs.2	1
uc003zzv.1	1
uc003vri.3	1
uc001xtm.3	1
uc003cmh.3	1
uc001jcg.1	1
uc002lgw.3	1
uc004aax.3	1
uc001kzo.3	1
uc009yeg.2	1
uc002vag.1	1
uc004bju.1	1
uc004bsx.2	1
uc001yri.4	1
uc001jme.1	1
uc002gvp.3	1
uc004ahd.3	1
uc031tfs.1	1
uc031qlc.1	1
uc011jxz.1	1
uc004bnw.1	1
uc004brk.2	1
uc001lsx.1	1
uc001nfe.1	1
uc003vok.2	1
uc011lwr.2	1
uc010nyq.2	1
uc002eta.3	1
uc001leg.3	1
uc010pgg.2	1
uc003mkm.3	1
uc002mev.3	1
uc003hub.3	1
uc001yef.2	1
uc003zjc.3	1
uc003pbv.1	1
uc021piq.1	1
uc003npr.3	1
uc031rok.1	1
uc002gon.3	1
uc009ysx.1	1
uc004bss.3	1
uc001mkf.3	1
uc004bcl.3	1
uc003zyp.4	1
uc002tew.4	1
uc011lso.2	1
uc002ock.1	1
uc010jfg.1	1
uc004bqi.3	1
uc002tdg.3	1
uc001bkq.4	1
uc001gfq.3	1
uc002msg.4	1
uc004ahr.2	1
uc003dhj.3	1
uc002vej.3	1
uc002meb.3	1
uc004apf.1	1
uc001uar.3	1
uc001tlb.3	1
uc003xhw.4	1
uc001lhm.4	1
uc004apa.1	1
uc002pdb.3	1
uc004cer.3	1
uc001dlb.3	1
uc004bif.3	1
uc010fbd.3	1
uc021vhg.1	1
uc031sox.1	1
uc011lyh.2	1
uc004bdi.3	1
uc009yhz.3	1
uc004bql.3	1
uc003ycg.4	1
uc003npd.3	1
uc002jad.4	1
uc003wmg.2	1
uc004ayq.3	1
uc010fiq.1	1
uc031tcu.1	1
uc001vst.1	1
uc001wum.2	1
uc003cmc.1	1
uc004blj.1	1
uc003mcq.2	1
uc002qjw.4	1
uc003jlz.3	1
uc010beo.2	1
uc004cam.1	1
uc003zle.3	1
uc003snb.1	1
uc004bxz.2	1
uc021vir.1	1
uc011mbi.2	1
uc003upw.3	1
uc004aht.3	1
uc004bqu.4	1
uc001rou.1	1
uc011mzr.2	1
uc003akj.3	1
uc001ivw.2	1
uc001dok.4	1
uc011lfb.1	1
uc003agp.1	1
uc002hbo.2	1
uc001qlp.3	1
uc002phu.2	1
uc002vso.3	1
uc003wbt.3	1
uc001bft.2	1
uc009zxu.1	1
uc003jmt.3	1
uc001wva.4	1
uc010gjq.3	1
uc001kea.3	1
uc003jvw.2	1
uc003wxr.3	1
uc002nyx.2	1
uc003pzd.3	1
uc002pnf.3	1
uc010owv.1	1
uc003vmj.2	1
uc009xhu.3	1
uc021vcn.2	1
uc010syt.1	1
uc021qrm.1	1
uc009xbh.2	1
uc001cpj.3	1
uc022abs.1	1
uc021qan.1	1
uc003swg.3	1
uc003ojz.1	1
uc031prf.1	1
uc021ubx.1	1
uc001pmf.1	1
uc001jks.4	1
uc003cpo.4	1
uc001oac.3	1
uc001ple.3	1
uc011ebh.2	1
uc010fph.1	1
uc010wmf.2	1
uc011jvs.2	1
uc003pir.3	1
uc003ksf.1	1
uc002myf.3	1
uc010mel.1	1
uc003pbd.3	1
uc001cqz.1	1
uc003kpv.1	1
uc009ydu.3	1
uc002bss.2	1
uc001bgu.3	1
uc002rxx.3	1
uc003fdm.3	1
uc022acn.1	1
uc011blb.1	1
uc010rki.2	1
uc003mbr.3	1
uc001wiv.2	1
uc001qoi.1	1
uc002imp.4	1
uc002mab.3	1
uc009yox.2	1
uc021oez.1	1
uc001aix.2	1
uc010npr.1	1
uc001mot.4	1
uc003tnw.3	1
uc001zlc.3	1
uc002sts.4	1
uc001yhr.1	1
uc001qil.3	1
uc001xfl.3	1
uc001egv.1	1
uc001ypy.1	1
uc003ebd.2	1
uc003jhp.1	1
uc001itv.4	1
uc001mga.3	1
uc001iop.3	1
uc001hza.3	1
uc003krb.1	1
uc001xkp.3	1
uc009vsg.1	1
uc011cxs.2	1
uc003nwu.2	1
uc010ads.1	1
uc004bhr.4	1
uc001jun.3	1
uc003ion.1	1
uc001jwq.1	1
uc021vyz.1	1
uc002azo.3	1
uc003kbv.2	1
uc002spo.3	1
uc003bzv.3	1
uc003jcl.3	1
uc010sbt.2	1
uc001tst.3	1
uc003cfa.1	1
uc003yoj.3	1
uc003hcm.1	1
uc003ghb.2	1
uc010crj.3	1
uc001uiw.3	1
uc003sjy.1	1
uc001mma.4	1
uc002fqe.1	1
uc031qyc.1	1
uc003ldh.3	1
uc010qrv.2	1
uc002fkb.3	1
uc002dhv.3	1
uc002mkg.3	1
uc011lgl.2	1
uc003yrt.3	1
uc001aly.2	1
uc003ocx.1	1
uc010hxs.3	1
uc002czr.4	1
uc002cpr.3	1
uc021wbz.1	1
uc010vpt.1	1
uc010zcg.1	1
uc001rig.1	1
uc009xyd.1	1
uc010aqi.3	1
uc001ore.1	1
uc009zpg.3	1
uc010lzr.3	1
uc002enf.3	1
uc001ylx.1	1
uc002alg.3	1
uc021qik.1	1
uc002obd.4	1
uc011ljj.2	1
uc002lnx.2	1
uc001kfn.4	1
uc003tqh.3	1
uc003dbo.4	1
uc001zvw.3	1
uc004crf.2	1
uc021pbi.1	1
uc002jap.3	1
uc001rwj.4	1
uc001mhs.3	1
uc001kto.3	1
uc001gfl.3	1
uc001hvl.2	1
uc001cos.4	1
uc001htw.3	1
uc003eya.3	1
uc001jbr.4	1
uc003mzw.3	1
uc002fsg.4	1
uc002jfh.3	1
uc001dit.4	1
uc001buy.3	1
uc003smc.3	1
uc001axl.4	1
uc003yjj.1	1
uc002piv.2	1
uc001sqj.2	1
uc002xjb.1	1
uc002rty.3	1
uc021vru.1	1
uc001jjt.3	1
uc003xhl.3	1
uc003prz.4	1
uc001zpv.3	1
uc010fex.1	1
uc002hqr.3	1
uc002soy.3	1
uc001fey.1	1
uc002rbd.1	1
uc003jfk.3	1
uc003ckz.5	1
uc002ycw.2	1
uc011btu.1	1
uc010hnx.1	1
uc010tdr.2	1
uc021vxx.1	1
uc002gor.1	1
uc010egc.2	1
uc003auy.1	1
uc004cvw.3	1
uc021ybl.1	1
uc003grw.4	1
uc002jyw.4	1
uc001sxt.3	1
uc011aei.2	1
uc021vfm.1	1
uc010wld.1	1
uc002vqy.3	1
uc009zmk.1	1
uc001zkt.4	1
uc001hmy.2	1
uc011kjl.2	1
uc001hmv.4	1
uc001vng.1	1
uc001lih.4	1
uc021pkq.1	1
uc002ueb.2	1
uc003igf.3	1
uc001xsc.2	1
uc004cak.3	1
uc010wdc.2	1
uc001zbh.4	1
uc002ngb.4	1
uc001bty.2	1
uc021vfg.1	1
uc009zno.1	1
uc003mtl.4	1
uc011kzm.1	1
uc001sbo.1	1
uc002gwm.4	1
uc001uur.1	1
uc001vzd.3	1
uc003tfr.3	1
uc003iqd.2	1
uc002bgj.3	1
uc010tuu.2	1
uc002tuz.3	1
uc001glf.3	1
uc001yps.3	1
uc001htz.1	1
uc001onb.3	1
uc002tlm.3	1
uc002tvx.1	1
uc001gbn.4	1
uc011kcb.2	1
uc002zbm.3	1
uc010ioe.3	1
uc021udy.1	1
uc010icp.2	1
uc010big.3	1
uc011dks.2	1
uc002mwi.3	1
uc010tpu.2	1
uc003dzw.1	1
uc001ifp.3	1
uc002rli.1	1
uc001wbb.3	1
uc003avd.3	1
uc021oku.1	1
uc001wji.4	1
uc003opg.2	1
uc001rms.4	1
uc002rcy.3	1
uc010xos.2	1
uc003tmt.3	1
uc003fvo.3	1
uc003iwf.4	1
uc003bvg.2	1
uc003eac.3	1
uc003pcd.1	1
uc003bem.3	1
uc011cup.2	1
uc001yha.3	1
uc010idk.3	1
uc011cxb.2	1
uc003utu.3	1
uc031qrq.1	1
uc001jnz.2	1
uc001lid.4	1
uc003kho.4	1
uc010xnh.2	1
uc002vgf.3	1
uc002vgt.2	1
uc002nbt.2	1
uc003hqd.2	1
uc010gzg.3	1
uc003qgz.3	1
uc010syh.2	1
uc002bfx.3	1
uc009vzt.1	1
uc001acz.2	1
uc010fdl.3	1
uc011jwa.1	1
uc002hxh.2	1
uc001kvo.1	1
uc011kzk.1	1
uc002opc.2	1
uc002ynu.2	1
uc003auo.1	1
uc003hju.2	1
uc011kvl.2	1
uc002nbh.4	1
uc001gzi.2	1
uc003bwf.2	1
uc003ebk.3	1
uc002wmw.1	1
uc021uwp.1	1
uc009yuf.3	1
uc002qyu.3	1
uc021qyc.1	1
uc001muq.2	1
uc001uje.3	1
uc001sjg.3	1
uc010xpe.2	1
uc010cjy.3	1
uc003hyw.1	1
uc001vnm.1	1
uc003xly.3	1
uc001gci.3	1
uc002bpu.1	1
uc002psb.5	1
uc001lhn.4	1
uc003nlr.3	1
uc003wki.3	1
uc002gag.2	1
uc010cmo.2	1
uc003ktt.1	1
uc002qlx.3	1
uc001nsu.3	1
uc011cdc.2	1
uc002lur.2	1
uc002hxt.3	1
uc010kdj.1	1
uc001rai.1	1
uc003klp.3	1
uc009vmc.2	1
uc003hpt.3	1
uc010taa.2	1
uc002ixp.3	1
uc001sed.3	1
uc002aew.3	1
uc011kjd.2	1
uc001llq.3	1
uc021xpg.1	1
uc002dxy.4	1
uc001vjf.3	1
uc010zkb.1	1
uc031roa.1	1
uc002tbc.3	1
uc010spt.1	1
uc002pok.4	1
uc002mbz.1	1
uc010pqp.2	1
uc002pds.1	1
uc002thz.1	1
uc001hmw.1	1
uc001ymn.3	1
uc001dan.4	1
uc010tkm.1	1
uc001ygu.3	1
uc003juy.2	1
uc003svg.3	1
uc003kzc.4	1
uc001ziu.1	1
uc002jbj.4	1
uc002tgt.1	1
uc002eah.2	1
uc003ybp.3	1
uc021sjc.1	1
uc002hwr.3	1
uc001yar.1	1
uc003gid.3	1
uc031rxk.1	1
uc010htz.2	1
uc010wsy.1	1
uc021olo.1	1
uc009vrd.3	1
uc010cqk.1	1
uc003ync.3	1
uc010dey.3	1
uc031scu.1	1
uc002spx.2	1
uc003ybx.5	1
uc001sot.3	1
uc031rif.1	1
uc022bbd.1	1
uc002zqy.3	1
uc003ypx.3	1
uc002xrt.1	1
uc001aph.1	1
uc010ook.1	1
uc001ehe.3	1
uc010nzj.2	1
uc002rdk.4	1
uc002cmb.3	1
uc002twz.3	1
uc010sfb.2	1
uc031ppc.1	1
uc003yrj.2	1
uc003flr.3	1
uc001ujz.1	1
uc001bbj.1	1
uc001cwj.2	1
uc001ubo.3	1
uc003vtd.3	1
uc001wyn.3	1
uc010iey.3	1
uc010sho.2	1
uc003qho.2	1
uc010fes.3	1
uc021vsx.1	1
uc003hfx.3	1
uc001bvu.1	1
uc009wgo.3	1
uc010fsh.3	1
uc011kqx.1	1
uc003ils.4	1
uc001sjf.3	1
uc003ghn.3	1
uc010pvm.2	1
uc003loj.5	1
uc031rwe.1	1
uc031qkx.1	1
uc003vpf.2	1
uc003dzi.1	1
uc002kdu.3	1
uc002tsc.1	1
uc001baa.2	1
uc003iwt.1	1
uc003fla.3	1
uc002liy.2	1
uc003mxd.3	1
uc001xtf.2	1
uc002axv.3	1
uc031pyz.1	1
uc001fhy.3	1
uc009ypo.2	1
uc010tvh.1	1
uc002bnl.3	1
uc021qbk.1	1
uc002zdg.3	1
uc021rdg.1	1
uc002asm.2	1
uc003tzk.2	1
uc001xrr.3	1
uc001rgs.2	1
uc001ymj.1	1
uc003dol.3	1
uc003loh.5	1
uc011cjy.2	1
uc010fyl.1	1
uc011dcq.3	1
uc002boy.3	1
uc001uqy.3	1
uc001aqa.2	1
uc003muy.3	1
uc002gsd.1	1
uc009vuv.3	1
uc003gtg.2	1
uc011lqo.2	1
uc003vvo.3	1
uc031qpb.1	1
uc010ztx.1	1
uc010ueo.2	1
uc021tvu.1	1
uc021oqe.1	1
uc001cjq.4	1
uc002fum.4	1
uc003gmq.3	1
uc001blr.3	1
uc004cvm.3	1
uc001kaf.2	1
uc002jvl.2	1
uc003geu.1	1
uc002txe.3	1
uc031sbn.1	1
uc002eux.2	1
uc003tvd.4	1
uc003don.3	1
uc001hpb.1	1
uc010kdq.3	1
uc021pac.1	1
uc003urx.1	1
uc003qpz.3	1
uc009zan.2	1
uc021sek.1	1
uc003jkf.4	1
uc001tqn.4	1
uc010hgu.3	1
uc003lqc.1	1
uc001rur.2	1
uc002vgj.4	1
uc001aya.2	1
uc021qxl.2	1
uc001mwy.2	1
uc002bdd.3	1
uc010zxb.2	1
uc002hxd.4	1
uc001acw.2	1
uc021rmn.1	1
uc003fkx.3	1
uc003bqp.3	1
uc002oar.2	1
uc002hrz.3	1
uc002hgp.3	1
uc002uqk.3	1
uc011cxt.1	1
uc003qtr.1	1
uc003yzn.1	1
uc021xpc.1	1
uc010xxi.2	1
uc010ynx.1	1
uc010hdx.1	1
uc010dgo.3	1
uc011bst.2	1
uc003gqz.3	1
uc003nak.1	1
uc031qms.1	1
uc003cey.1	1
uc011cku.2	1
uc003xnz.2	1
uc001hec.1	1
uc011cih.2	1
uc010oew.2	1
uc003miz.3	1
uc001cbe.2	1
uc001bkl.4	1
uc001zny.3	1
uc011kzh.2	1
uc003mwz.1	1
uc003jsb.3	1
uc001dpz.4	1
uc003vtt.3	1
uc021ufq.1	1
uc003vpu.1	1
uc010okv.2	1
uc003mvm.3	1
uc010xpg.1	1
uc002gyl.4	1
uc002ubi.4	1
uc002vfa.3	1
uc003aan.1	1
uc003vaq.2	1
uc011kgj.1	1
uc021zgd.1	1
uc003gtl.3	1
uc001kin.3	1
uc001gxj.3	1
uc001xvi.1	1
uc021pzs.1	1
uc031sqs.1	1
uc021pqa.2	1
uc002ust.1	1
uc002qyv.3	1
uc002rfw.2	1
uc021sdw.1	1
uc001nff.4	1
uc010apq.2	1
uc003jwu.3	1
uc002gop.2	1
uc001wxi.1	1
uc002ozt.2	1
uc002vmr.2	1
uc003ktp.1	1
uc022ahi.1	1
uc001mnb.4	1
uc002rxy.3	1
uc021yud.1	1
uc003jsr.3	1
uc001zne.3	1
uc001tlj.1	1
uc004clz.2	1
uc001bms.1	1
uc001ltd.3	1
uc010oxf.2	1
uc001qyz.4	1
uc003qin.3	1
uc003jes.3	1
uc003omp.1	1
uc003ykx.3	1
uc003wsj.1	1
uc010alm.3	1
uc009znk.4	1
uc021zeg.1	1
uc001hoc.3	1
uc002gqz.3	1
uc002lvy.4	1
uc010aha.1	1
uc002nhu.3	1
uc001gxm.2	1
uc010ymi.2	1
uc003wnj.3	1
uc002jnz.4	1
uc010cpo.1	1
uc001eak.2	1
uc002sgc.3	1
uc021vpy.1	1
uc001lsw.2	1
uc001cje.2	1
uc001wsa.4	1
uc003yft.1	1
uc002xxp.2	1
uc001xbs.3	1
uc003gax.3	1
uc002xws.2	1
uc010vqo.1	1
uc001teh.3	1
uc001jky.3	1
uc010ksg.2	1
uc003awi.2	1
uc003djj.2	1
uc002bop.4	1
uc010ico.1	1
uc003gkg.1	1
uc002zzy.4	1
uc001tif.2	1
uc003ycl.3	1
uc002jiz.2	1
uc021qmo.1	1
uc001bpy.3	1
uc003gfb.3	1
uc001xyo.3	1
uc001oxt.3	1
uc010fiv.3	1
uc001nup.3	1
uc031qcw.1	1
uc021tox.1	1
uc009whd.4	1
uc001aka.3	1
uc002gfb.3	1
uc003gzt.3	1
uc010bfg.1	1
uc001hpf.4	1
uc011kbg.2	1
uc001rsi.4	1
uc021xwp.1	1
uc010zoj.1	1
uc003mbw.4	1
uc002ahg.2	1
uc001odt.1	1
uc001zhf.5	1
uc003hfo.3	1
