subjectHits	Occurance
37243	1
7026	1
19585	1
41937	1
22574	1
21642	1
33174	1
9709	1
11352	1
3661	1
19063	1
28057	1
24872	1
18663	1
31831	1
2976	1
2305	1
19694	1
40150	1
37423	1
5794	1
41191	1
40585	1
37171	1
30580	1
26510	1
40386	1
38370	1
30633	1
17848	1
9489	1
28443	1
12686	1
10426	1
20521	1
29763	1
14992	1
9681	1
24259	1
42085	1
7411	1
5710	1
20325	1
32990	1
7656	1
6449	1
10058	1
28436	1
24361	1
14083	1
303	1
18858	1
9763	1
37339	1
20956	1
37433	1
34145	1
3961	1
3175	1
33503	1
19599	1
41946	1
41537	1
9207	1
15417	1
6551	1
32088	1
7283	1
32957	1
36657	1
9143	1
4103	1
42156	1
19688	1
40469	1
39236	1
28573	1
4423	1
5725	1
1831	1
41808	1
14252	1
25764	1
25740	1
34320	1
22270	1
31525	1
20835	1
29010	1
23887	1
4474	1
36211	1
23331	1
14057	1
37545	1
22005	1
41978	1
10472	1
15168	1
39159	1
1917	1
38470	1
7612	1
12545	1
14955	1
25010	1
7027	1
41626	1
23066	1
33950	1
10051	1
19246	1
27541	1
26165	1
39117	1
13487	1
23373	1
15186	1
30874	1
25404	1
10089	1
4863	1
30224	1
13814	1
8256	1
8677	1
23710	1
35644	1
246	1
4588	1
15111	1
17094	1
6409	1
4538	1
19718	1
34701	1
16234	1
16949	1
40163	1
7116	1
15826	1
32071	1
30642	1
28182	1
9840	1
24157	1
8989	1
15216	1
5039	1
28587	1
24356	1
14851	1
1244	1
20260	1
18370	1
8813	1
19148	1
37914	1
13824	1
2584	1
253	1
6936	1
34810	1
30544	1
15492	1
34065	1
16837	1
3055	1
29562	1
13160	1
3476	1
36617	1
12969	1
19627	1
32158	1
18891	1
29065	1
16974	1
22500	1
25964	1
13760	1
13759	1
33125	1
1770	1
19643	1
243	1
30315	1
12843	1
37798	1
12527	1
41121	1
10987	1
3425	1
7003	1
26855	1
16858	1
8489	1
31471	1
34733	1
4472	1
23580	1
10966	1
3721	1
20456	1
15790	1
16467	1
26118	1
23279	1
13294	1
20959	1
21744	1
26386	1
31812	1
32387	1
25204	1
7011	1
12269	1
29041	1
28860	1
34452	1
6396	1
39924	1
21483	1
17787	1
24813	1
1574	1
23977	1
41565	1
28507	1
32840	1
41799	1
22286	1
40963	1
38614	1
35511	1
35790	1
1963	1
23863	1
38659	1
38658	1
14907	1
16670	1
16675	1
15416	1
27949	1
6526	1
21778	1
