nearestGeneSymbol	Occurance
LOC145845	1
ZAP70	1
MYORG	1
PLCG1	1
MB	1
PARTICL	1
C1orf220	1
EP400	1
ZNF277	1
CD276	1
SLC22A5	1
MALAT1	1
RBM15-AS1	1
NEURL1B	1
PRKCE	1
HTR3A	1
CNN3	1
FAM20B	1
LINC01354	1
AQP5	1
CRYBA2	1
C17orf58	1
DOP1B	1
CLEC2D	1
AHNAK2	1
SCGB2A2	1
ARHGEF3	1
ANKRD34B	1
CYTH1	1
BCL2L1	1
UCK1	1
HYAL2	1
IRS1	1
OXNAD1	1
EVA1C	1
KLF10	1
ABCC3	1
GPR68	1
RHPN1	1
SRD5A2	1
MYBBP1A	1
LOC91450	1
USF3	1
TAF1B	1
TMEM108	1
SIX2	1
UBR2	1
FZD5	1
VEGFA	1
MIR5193	1
TAX1BP3	1
CSF3R	1
SKOR1	1
MIR101-1	1
FUNDC2P2	1
MIR1246	1
RGS9	1
TACSTD2	1
UBE2R2	1
ETS2	1
SRGAP3	1
KLHL2	1
EPS8L2	1
LOC100130872	1
MIER3	1
KCTD6	1
C22orf31	1
SIAH2	1
NRARP	1
SWI5	1
NRON	1
MED27	1
FAM120B	1
SH3BGRL2	1
TLN2	1
NOL4L	1
UNQ6494	1
GRHPR	1
EXOC4	1
GSTZ1	1
CYP8B1	1
MARCH8	1
ATP8B1	1
SHB	1
ADRA2A	1
STIM1	1
CD28	1
ASTN2-AS1	1
FAM102A	1
CRIP1	1
ZNF365	1
MAPK7	1
TMEM250	1
STARD13-AS	1
AHR	1
CRB2	1
STXBP1	1
MUC2	1
IRF5	1
PTGR1	1
TPPP3	1
RGS10	1
MAML1	1
SLC25A23	1
TSPAN5	1
CLMN	1
PLGRKT	1
NEK2	1
TRIM26	1
MIR5000	1
TEKT3	1
NUMA1	1
ST6GALNAC4	1
MICAL2	1
ABCA1	1
LINC00950	1
SEPTIN10	1
GNAQ	1
HCST	1
LMX1B	1
NCK2	1
MTFR1L	1
LINC00626	1
ACP5	1
SMC5	1
ESRG	1
IKZF2	1
RFX2	1
DAPK1	1
KDM2B	1
C12orf45	1
LEPROTL1	1
C9orf170	1
SIX5	1
VAV2	1
DDAH1	1
KIF12	1
STPG4	1
NRXN1	1
RPS16P5	1
GSN	1
ACTL7B	1
ZBTB43	1
FABP12	1
RNF39	1
MRC2	1
RBM33	1
TBC1D2	1
C9orf92	1
CLEC14A	1
ACKR2	1
GGTA1P	1
BOD1	1
PPP6R1	1
PTGER4	1
FBN1	1
PRRC2B	1
NFIB	1
LINC02245	1
WDR34	1
MYH16	1
KLF9	1
SLC2A8	1
ARID2	1
IKBKG	1
LIMK2	1
ARHGAP12	1
BRDT	1
NCOA2	1
UQCR10	1
PIGS	1
TSPAN9	1
CABP5	1
EPHB6	1
ZBTB40	1
PITPNM2	1
GHR	1
MIA2	1
MMRN2	1
CCDC125	1
PDGFRL	1
MAG	1
FABP7	1
CD37	1
ATP1A1	1
SND1-IT1	1
PFKP	1
ZNF587B	1
TPCN1	1
ARHGEF12	1
NFASC	1
POMGNT1	1
LOC401324	1
MIR4296	1
IGF2BP3	1
TCP11	1
MPZL1	1
MIR634	1
CRYAB	1
CCDC6	1
CCR5	1
COLCA1	1
TRAPPC3L	1
KAT7	1
PHIP	1
TNFAIP8	1
LOC100507373	1
GSTA4	1
TAL1	1
EPB41L4A	1
CARS	1
ZNF436	1
TRIM59	1
PLXND1	1
OR5B21	1
SH3PXD2B	1
CEBPE	1
TAPBPL	1
PRR15L	1
STAP2	1
MARK2	1
MIR4251	1
FAAP20	1
SNORD96B	1
UEVLD	1
PLCB2	1
LSP1P4	1
LINC00523	1
NINJ2	1
TMEM30B	1
PTGFRN	1
CLBA1	1
DRD3	1
GOLPH3	1
RAB18	1
TUB	1
TRDMT1	1
OPN3	1
FEM1C	1
DCAF5	1
CD52	1
CDKN2AIPNL	1
WDFY2	1
RGS3	1
USP54	1
LRAT	1
DUPD1	1
MIR4441	1
PPCDC	1
CARTPT	1
SH2D6	1
COLQ	1
LPCAT1	1
ALDH2	1
CMTM6	1
MED30	1
POLR2B	1
RGS12	1
NLK	1
LINC01257	1
GPR146	1
INSC	1
ARRB2	1
CTNNA1	1
ZCCHC14	1
REXO5	1
MYO1F	1
TMEM67	1
WASHC5	1
KCNAB2	1
EIF2B5	1
GRIN2A	1
ECI1	1
CBFA2T2	1
GAS8	1
NR4A2	1
REP15	1
CCDC186	1
SPTB	1
IL18BP	1
STAT6	1
TPD52	1
PRSS54	1
ANKRD9	1
TPM1	1
CREB3L1	1
ZFAT	1
PARD6G-AS1	1
STAMBPL1	1
EGFR	1
GRM2	1
SEMA6D	1
ARSF	1
LIMA1	1
WEE1	1
FBXW4	1
TBX19	1
PCNX2	1
IPP	1
EIF2A	1
DEPP1	1
AXIN2	1
ADGRL2	1
CHST12	1
ZBTB17	1
RNF19A	1
EMP3	1
AVIL	1
ADIG	1
SLC3A1	1
MIR4785	1
MBL2	1
DUSP4	1
SCML4	1
ZNF106	1
ACTG2	1
PSMB3	1
TCF7L1	1
ATP8B2	1
ROCK2	1
OTULIN	1
TRAK1	1
RBBP8NL	1
SLC51A	1
MAGI1	1
ALOX5AP	1
SP110	1
TRIM16	1
ACTN4	1
PLA2G6	1
GPM6B	1
MIR2277	1
SMIM20	1
CHMP6	1
KRR1	1
DYRK1A	1
MIR152	1
CAB39	1
DUSP10	1
CASTOR3	1
HLX	1
IPO5	1
MIR4671	1
CERS6	1
LARP1B	1
TGFB3	1
FAM78A	1
OCA2	1
ABHD8	1
PTP4A2	1
ZNF385A	1
FOXQ1	1
BIN3-IT1	1
ULK2	1
KL	1
NDRG2	1
STARD3NL	1
FNIP2	1
IL16	1
DLST	1
CXCR4	1
BRINP2	1
CEP170B	1
CAPN9	1
EN1	1
ZEB2	1
FCRLB	1
CCM2	1
PDE9A	1
PABPC4L	1
MIR4316	1
NOP14	1
EWSAT1	1
LOC100270746	1
LYL1	1
PSMA6	1
SUPT7L	1
METTL3	1
MAFF	1
FAM229A	1
BCL2L2	1
TDRG1	1
GXYLT1	1
NT5C1B-RDH14	1
OR10H5	1
NACAD	1
MUC4	1
IRF2	1
TATDN2	1
LRRC1	1
PARVB	1
CAST	1
SLC25A29	1
ACOX3	1
LMNB1	1
GAL3ST4	1
PATL2	1
RUFY2	1
SSBP2	1
MIR181C	1
RPL37A	1
CYP4F11	1
SLC10A6	1
PACSIN2	1
MAP7	1
BRAP	1
MESD	1
TTC22	1
TTLL10	1
SNORA36C	1
KRT17	1
C10orf95	1
SORBS3	1
MIA-RAB4B	1
CLDN8	1
SCARB2	1
CYP4F22	1
CHI3L1	1
ZBTB20	1
HAO1	1
SELENOW	1
SERPINH1	1
RNF144A	1
CSAD	1
C11orf91	1
ULK1	1
EPS15L1	1
HIC1	1
LEF1	1
RNF5P1	1
HSD17B7	1
FURIN	1
POLD1	1
TRIM27	1
CAMTA2	1
SHBG	1
EPN1	1
FTH1	1
SPARCL1	1
MKNK2	1
P3H4	1
FOXO3	1
MANSC1	1
LINC01554	1
ZBTB48	1
MAPK10	1
DIABLO	1
CLTC	1
ALDH1A2	1
GJC3	1
INPP5A	1
MIR4450	1
SEPTIN1	1
KLF12	1
SLC11A1	1
CDC42EP3	1
RDH5	1
NOSIP	1
PTPRS	1
SOX13	1
IRF2BP1	1
CHCHD5	1
C1orf140	1
LINC00605	1
DOCK7	1
CDC16	1
CD180	1
SKP1	1
ACTC1	1
LIMD2	1
BCL2L11	1
MRPS28	1
SRP14-AS1	1
KRT32	1
RIN3	1
STX18-AS1	1
ZNRF3-AS1	1
UBALD2	1
MIR3659	1
RCAN3	1
GRAPL	1
ENY2	1
WIPI1	1
TPRG1-AS2	1
TMEM150A	1
ZBTB10	1
PIP4K2C	1
SKOR2	1
PCAT1	1
ARVCF	1
FAM83A	1
ELMO2	1
RERE	1
DHCR24	1
TENT5C	1
TP73	1
WDR35	1
LYPD6	1
SNX27	1
MTSS1	1
KLHL6	1
NOC4L	1
UBR4	1
LRRC42	1
BCL7A	1
FAM180A	1
NIN	1
STIM2	1
RPL13AP20	1
IFNGR1	1
SFXN5	1
MIR548N	1
DCK	1
MAGI3	1
STK17B	1
RPS26	1
FAM86EP	1
MIXL1	1
IL17RA	1
LINC00398	1
UBE2H	1
CD200R1L	1
FASN	1
ARHGEF4	1
ATP13A2	1
ACSL1	1
ATP11B	1
SERPINB5	1
RREB1	1
TMEM63C	1
SEMA7A	1
MIR5691	1
LRRC74A	1
RLBP1	1
LINC00319	1
LOC100287944	1
TMEM270	1
BATF	1
LMNTD1	1
CDC42BPB	1
CBR4	1
SPP2	1
CCDC69	1
SEMA4B	1
USP12	1
PIK3CD	1
BPHL	1
ATPAF2	1
ZMYM4	1
KLF3	1
TRMT10B	1
SLC37A3	1
MAX	1
DNMT3B	1
SHF	1
HNF1B	1
TMEM56	1
PTPRF	1
SGSM2	1
HS3ST1	1
CEP85	1
RAB9A	1
SOCS3	1
MXD4	1
RND3	1
MIR5002	1
PSMB10	1
KCTD7	1
ENAH	1
SMPD2	1
MIR190B	1
CYP3A43	1
SCAF8	1
SLC37A4	1
MIR4710	1
NADK2	1
ATP2A2	1
VILL	1
ABLIM3	1
PRPF40B	1
IGFBP5	1
EPHA2	1
MIR4701	1
C11orf74	1
IDH3A	1
PIGT	1
KRT19	1
MIR200B	1
NAXD	1
SOX2	1
LMCD1-AS1	1
ETV2	1
PPP1R1B	1
COPRS	1
COL5A2	1
AGPAT4	1
SCRIB	1
AREG	1
NKPD1	1
LINC01126	1
ITGB4	1
HES1	1
SOD3	1
LOC100130357	1
LINC00379	1
CMTM7	1
SORBS2	1
GPAT4	1
RASSF5	1
PDIK1L	1
PHYKPL	1
MEAF6	1
RTF1	1
SLC39A14	1
LY86	1
PDE4D	1
BCAR3	1
DGKI	1
CYBC1	1
CPA5	1
ERI3	1
CHERP	1
USP22	1
RBMS1	1
FN1	1
GGT1	1
FBXL13	1
YWHAG	1
MIR3668	1
TLR1	1
GPR37L1	1
SNORA79	1
MIR4682	1
EZR-AS1	1
C10orf71	1
MYO1B	1
LOC100506274	1
EFR3B	1
MIR1247	1
MNAT1	1
OCLN	1
CDRT4	1
LINC01588	1
BCAM	1
EPHA4	1
CALCR	1
KCNJ11	1
MIR877	1
ZSWIM6	1
VPS18	1
NUAK1	1
RNF208	1
RPS6KA1	1
TOLLIP	1
WARS2	1
PRR4	1
HECA	1
CMBL	1
AZIN1	1
MFHAS1	1
TINF2	1
NFE2	1
SELENOKP3	1
CAPN2	1
PLD6	1
LMNB2	1
ARRDC2	1
DNAJB6	1
TMEM94	1
SMCR5	1
DENND2D	1
PCBP1-AS1	1
MIR3679	1
MUC6	1
MED8	1
EGLN3	1
C8orf87	1
CASS4	1
DLGAP5	1
SLC49A3	1
BCAS1	1
SLC43A2	1
USP44	1
ANK3	1
ELFN1	1
SUN2	1
FLNB	1
ANPEP	1
ADD1	1
AFAP1	1
MYBPC1	1
CHMP4C	1
LINC00673	1
TPCN2	1
PHACTR4	1
RNF4	1
TBC1D8	1
BSCL2	1
MIR497HG	1
CD101	1
PRDM16-DT	1
GABARAP	1
RASL11B	1
SRP9	1
ANKRD33B	1
MTERF4	1
C2CD4B	1
SLC25A45	1
FMN1	1
UTP3	1
KLF3-AS1	1
LINC02347	1
PAK1	1
ZNF648	1
LRRC8B	1
LINC00184	1
ANO1	1
DYRK2	1
CNKSR3	1
BCL2	1
TRIM47	1
AGR2	1
WNT4	1
SMOC2	1
BDH1	1
LRCH1	1
KSR1	1
SELPLG	1
BTRC	1
ARHGEF10L	1
PARS2	1
C5orf66	1
FSCN1	1
FRAT2	1
NHSL1	1
KRTAP2-1	1
NXPH3	1
DAPP1	1
TRAPPC5	1
AGRN	1
RGPD3	1
COL8A1	1
MYO7A	1
NBAT1	1
LIMS1	1
LINC00482	1
ANKRD46	1
ATP1B1	1
S100A8	1
C2CD2L	1
FTCDNL1	1
PRSS3P2	1
SSR3	1
DNAJC1	1
POPDC2	1
NECAB3	1
PCMTD1	1
YWHAZ	1
PKP4	1
APPL1	1
DDIT4L	1
CYFIP2	1
XDH	1
CCNQ	1
SDK1	1
MIR4297	1
MIA	1
IGF1	1
PROKR2	1
SMARCE1	1
WBP4	1
SGCD	1
NDRG1	1
CLDN12	1
RPP21	1
DLEU7-AS1	1
FSBP	1
TNFAIP8L2-SCNM1	1
FAM222B	1
MAL2	1
CD22	1
PIK3R3	1
HPX	1
PMS2P3	1
CUL3	1
SIL1	1
ZNF112	1
HEXD	1
LYZL2	1
F2	1
SYT7	1
ZMYND8	1
ZMAT3	1
ZSWIM1	1
DUSP6	1
PHC3	1
EEA1	1
LEF1-AS1	1
VPS53	1
PLK2	1
ACAP1	1
CRTAP	1
APOA5	1
MIR2117	1
FAM222A	1
RIMS1	1
OSM	1
LDLRAD1	1
GPR160	1
NSMAF	1
TEAD1	1
LRATD2	1
KCNJ1	1
APMAP	1
ATP4B	1
LINC00426	1
PRG2	1
DISC2	1
LINC00924	1
PTK2	1
DLG5	1
ASCC1	1
HAS2	1
LOC100506688	1
MIR4295	1
PLEKHA6	1
CWC15	1
SLURP1	1
CHPF	1
ABCB8	1
EFNA5	1
FBF1	1
CCND2	1
B3GNT5	1
RSPH14	1
PSTPIP1	1
AP3S1	1
CD5	1
C10orf90	1
TLR10	1
KRBA2	1
DAO	1
TRPV4	1
BCL2L13	1
CHST2	1
PCDH17	1
MPRIP	1
BCL3	1
TESC	1
PEAK1	1
OR7E12P	1
CHST3	1
ITGB8	1
CIAO3	1
FKBPL	1
HGD	1
LEFTY2	1
LRMDA	1
OR1D5	1
CREBBP	1
TMEM220	1
MED24	1
CTRB2	1
TNNI1	1
EGF	1
CARD8	1
AGPAT1	1
KCNC1	1
RNF216	1
ANKRD37	1
BMP7	1
WASF2	1
MIR4774	1
TMEM247	1
EXO1	1
CASP8	1
CLK3	1
SCAMP1	1
ADGRG1	1
CALN1	1
ROBO3	1
PRR5	1
DLGAP1	1
TNS4	1
SCX	1
NDST1	1
DOCK2	1
FOS	1
GARS-DT	1
FAM184B	1
B3GNT6	1
PGR	1
KBTBD11	1
TMEM86A	1
PIK3AP1	1
LINC00511	1
TOM1L2	1
COL4A3	1
SLC39A11	1
HEG1	1
PIK3R2	1
KTN1-AS1	1
INSRR	1
RMST	1
FAM234A	1
FNDC9	1
PRAM1	1
WNT5A	1
UGT2B11	1
FSTL3	1
SSR4P1	1
C17orf82	1
TRIL	1
DEPDC5	1
C10orf91	1
GPR3	1
COL9A3	1
SOS1	1
ADPRH	1
TFAP4	1
CLPB	1
PKD1L1	1
USP3	1
OGFRP1	1
CACNA2D2	1
ASAP2	1
CEP126	1
KDELR3	1
PDZD8	1
MICA	1
SCRN1	1
PHF19	1
TMEM51	1
CA2	1
NDUFS2	1
SLC4A3	1
MIR153-2	1
PTPRN2	1
ZNF581	1
TENT4A	1
EPC1	1
CERCAM	1
UPF2	1
MEX3B	1
MTIF2	1
DDX46	1
EXTL3	1
EIF3K	1
INPP4B	1
ATP5MF-PTCD1	1
TMEM241	1
BEAN1	1
GPR161	1
DKKL1	1
DLL4	1
ARID3C	1
SEC14L5	1
STMN3	1
SNHG9	1
SAMD14	1
RPS10P7	1
JPH1	1
TNFRSF10B	1
LYSMD2	1
HSD17B11	1
KCNMB4	1
SUSD1	1
TEX10	1
PDE12	1
NXPH4	1
BIK	1
OLFML2B	1
NKX2-3	1
PDE4A	1
SNX22	1
DNM1P35	1
PTPN21	1
KCNIP3	1
LIX1L	1
TRIM31	1
ZNF252P	1
BICRA	1
ZNF830	1
CRIP2	1
PRR19	1
SOD1	1
TENT4B	1
MRS2	1
EIF5A	1
DDB2	1
MAT2B	1
PTMA	1
PIK3R1	1
MLH3	1
MIR3190	1
NOTO	1
ADAL	1
FAM228B	1
SLC12A8	1
HEIH	1
FAM83H-AS1	1
CLDN7	1
PRRG4	1
SET	1
NEAT1	1
VDR	1
GMPPA	1
FLOT1	1
RIT1	1
HCG27	1
CDX2	1
SLC38A1	1
ARHGAP8	1
TMEM238	1
IRF6	1
PEX5	1
H1F0	1
CNOT2	1
PPP2R2A	1
GPR137B	1
LINC00707	1
TRABD2B	1
ZNF667-AS1	1
ZNF667	1
SH3BP1	1
EFCAB7	1
ITGB3BP	1
PIGL	1
BEND7	1
YAP1	1
NGLY1	1
DSE	1
PRAG1	1
MRPL9	1
PRR14	1
B4GAT1	1
RSRC1	1
CCT2	1
C4orf48	1
METRNL	1
KLF15	1
PHF10	1
RDH11	1
XRCC6	1
SMAD1	1
OOEP	1
DDX43	1
SNORA50C	1
PPIA	1
DIPK1B	1
NCAPD3	1
NECTIN1	1
EPG5	1
ZNF165	1
UHMK1	1
JPT2	1
MOV10	1
HSPA1B	1
STAG3L1	1
STK4-AS1	1
CCZ1	1
BZW1	1
MIB1	1
MIR638	1
IST1	1
NDUFV3	1
MED21	1
FAM207A	1
MICALL2	1
SLC35E1	1
FKBP1A-SDCBP2	1
ANAPC11	1
GSTM1	1
GSTM5	1
AQP11	1
MRPL47	1
FLJ42969	1
