distance	Occurance
10940	1
21985	1
104232	1
6416	1
5007	1
2937	1
1541	1
8877	1
6549	1
18554	1
26943	1
20152	1
21781	1
22547	1
13168	1
30076	1
2491	1
20693	1
6439	1
17400	1
3329	1
12374	1
25229	1
27716	1
1341	1
40489	1
2379	1
90727	1
51948	1
24475	1
3582	1
9566	1
5453	1
1588	1
126135	1
2705	1
5682	1
10025	1
32901	1
49586	1
45964	1
305	1
26953	1
18427	1
5240	1
163671	1
300943	1
101079	1
546	1
1582	1
4496	1
35188	1
801	1
15803	1
99133	1
2548	1
131291	1
628	1
41397	1
2047	1
3021	1
56945	1
3831	1
18634	1
1785	1
882	1
25378	1
38313	1
5310	1
51621	1
5427	1
437	1
1038	1
1872	1
74173	1
37210	1
89874	1
28282	1
61159	1
1893	1
188434	1
96327	1
25465	1
193561	1
168547	1
15645	1
15991	1
5837	1
1641	1
14143	1
25042	1
44162	1
10366	1
14053	1
20614	1
36998	1
24043	1
22510	1
1854	1
54960	1
2838	1
6775	1
2605	1
1485	1
25433	1
24032	1
18771	1
22778	1
34269	1
2247	1
125810	1
19052	1
28572	1
24227	1
1798	1
4444	1
16574	1
11720	1
5635	1
55033	1
21588	1
69669	1
13087	1
23989	1
2341	1
10723	1
5801	1
2649	1
84504	1
54018	1
76133	1
68849	1
5486	1
19924	1
22640	1
57393	1
19737	1
70613	1
113138	1
21218	1
42853	1
122428	1
102683	1
16602	1
12480	1
23113	1
738	1
27049	1
77010	1
8414	1
13121	1
116607	1
5746	1
12681	1
1350	1
11235	1
959	1
44779	1
429419	1
53996	1
520	1
9778	1
472	1
10103	1
54639	1
4167	1
29376	1
9611	1
54842	1
11517	1
9382	1
26298	1
37358	1
39703	1
254148	1
184451	1
421	1
28756	1
199107	1
7702	1
29041	1
3926	1
39647	1
39610	1
4218	1
63267	1
18620	1
10073	1
35706	1
677	1
114808	1
323992	1
247059	1
13247	1
3678	1
54130	1
1106	1
754	1
10320	1
20569	1
22723	1
1870	1
48249	1
3792	1
6210	1
1446	1
8680	1
2321	1
1101	1
20794	1
54662	1
751	1
883	1
392203	1
114932	1
3544	1
5349	1
1677	1
19835	1
3076	1
119046	1
119053	1
3940	1
7446	1
1407	1
95965	1
46513	1
11758	1
6531	1
11318	1
60917	1
7216	1
11577	1
7268	1
34043	1
7014	1
4768	1
16428	1
7187	1
16727	1
20295	1
2818	1
50672	1
74602	1
1380	1
1200	1
298901	1
3446	1
2977	1
12595	1
3628	1
3358	1
19008	1
11695	1
1367	1
878	1
37401	1
19748	1
7050	1
6768	1
45649	1
27099	1
2506	1
140878	1
363	1
27213	1
2499	1
2069	1
284843	1
70650	1
63956	1
1920	1
2808	1
20929	1
4092	1
38517	1
79287	1
38429	1
1512	1
38464	1
10896	1
6923	1
25084	1
1401	1
73796	1
15755	1
72104	1
72025	1
72124	1
72588	1
140574	1
741	1
72463	1
66285	1
649	1
69614	1
466	1
17899	1
259	1
340	1
4287	1
1801	1
1439	1
3904	1
8418	1
785	1
71960	1
5564	1
5457	1
24003	1
13333	1
71947	1
1272	1
462	1
29023	1
24106	1
511	1
262	1
10124	1
25973	1
513	1
10232	1
7028	1
593	1
13565	1
5511	1
5120	1
5458	1
231	1
4898	1
72106	1
48597	1
7301	1
851	1
518	1
289	1
277732	1
1049	1
528	1
286	1
222	1
388	1
1259	1
158	1
488	1
1236	1
3696	1
3468	1
66082	1
66214	1
7538	1
10257	1
2156	1
12703	1
5024	1
11064	1
120144	1
1045	1
812	1
339	1
111	1
72102	1
8192	1
4019	1
539	1
6569	1
438	1
19275	1
590	1
723	1
4583	1
958	1
61418	1
220013	1
247596	1
20246	1
206730	1
129627	1
62020	1
220022	1
15964	1
266463	1
321300	1
329080	1
219986	1
282331	1
219426	1
43899	1
242999	1
220334	1
240721	1
44263	1
44365	1
74413	1
1645	1
422	1
10793	1
8549	1
