"CFH"	"LAP3"	"SLC7A2"	"RECQL"	"RPAP3"	"ACSM3"	"TBXA2R"	"MARK4"	"CRAMP1"	"AASS"	"MPND"	"MGST1"	"MAPK8IP2"	"PAX7"	"IDS"	"CLCN6"	"UTP18"	"TTC19"	"TMEM159"	"ZMYND11"	"DPEP1"	"CYP3A43"	"VRK2"	"SNX1"	"ARNTL2"	"ARID4A"	"PNPLA6"	"USP2"	"METTL1"	"MSR1"	"C6"	"CUL7"	"EPHA3"	"GPM6B"	"CTPS2"	"SCML1"	"MRPS10"	"VAMP3"	"FOXP3"	"MSMO1"	"MRTO4"	"GYG2"	"PRDM1"	"TMCC3"	"RASGRF1"	"ZC3H11A"	"YIPF1"	"SPAG4"	"ZNF112"	"MTMR1"	"ADAT1"	"CYB5R4"	"COL17A1"	"CLDN18"	"PHKA1"	"DNTTIP2"	"RRP15"	"HYAL2"	"COASY"	"IP6K2"	"IFT80"	"MAST4"	"NUCKS1"	"BCL3"	"DGCR2"	"ZXDC"	"ST6GALNAC1"	"SLC6A15"	"ADGRL1"	"ASIC4"	"MPP5"	"HMMR"	"PVR"	"MCM2"	"GSDMB"	"CLASP1"	"SNCB"	"MGLL"	"IPCEF1"	"ENO1"	"TACR2"	"FOSL2"	"FRYL"	"TMEM131"	"PLD1"	"PTPN23"	"MCAM"	"RARB"	"TM9SF3"	"LRCH4"	"POLD3"	"CST7"	"NEBL"	"BPIFB2"	"XRCC5"	"CDC14A"	"RABL2B"	"RDH8"	"HSP90AA1"	"CACNA1S"	"C1QTNF3"	"ME2"	"ITGB5"	"ULK2"	"ZNF446"	"FAT1"	"HAL"	"SLCO1A2"	"WBP11"	"CAD"	"MYNN"	"PREP"	"CPNE3"	"ATG16L1"	"ERO1B"	"HSD17B2"	"PPP1R15A"	"CETP"	"DOCK3"	"NSFL1C"
"MSR1"	0.375774499962871	0.384935057055443	0.0519565684108322	0.349461787700029	0.158738135116038	-0.185914086737964	0.0442747923480888	-0.185285762559593	-0.199158950990145	-0.0419372361139015	-0.154783299786103	0.0290090504091457	-0.00400961821712899	0.11021452128766	0.219145958355713	-0.0590975610030535	0.134981566463166	-0.18597644592478	-0.0405880329502695	0.0467521880952709	0.247250003570069	-0.0679477569426332	0.225315735079204	-0.0728144782383142	0.259545978936006	0.117065949353154	-0.0850529483856116	-0.0711585582347753	-0.0423113183183564	1	-0.0286420081066689	-0.133501616477301	0.245067329462408	-0.175779176013922	0.046013649456537	0.0200214835898139	0.114273216052937	0.161020085049743	0.335624383168362	0.0914777494427607	-0.173070949974036	-0.0534632494924336	0.46419163313224	0.131910472505124	0.117801549644465	0.120920243123243	0.0925418498401925	-0.0100871228474972	0.00846533597034549	0.0436704628238902	0.190107452493048	0.353363963423181	-0.207551080623017	0.0799481390518037	0.0316461100451682	0.0562260547022529	0.0564381408078964	-0.137313605944179	-0.19467530390095	-0.422810127760194	0.0345684322795737	0.0156572978993225	0.0855696631523165	0.0952986811185469	-0.227187910364691	-0.129233209850534	-0.000736067497438904	-0.106887074157005	-0.181243867953187	-0.111886793952352	0.124546199641868	0.228570517317118	0.0669691098785196	0.0650403261101992	-0.112500096164336	0.065472494951609	0.00589298172508792	0.0661261798668099	0.198523217605118	0.0275089480435346	-0.11199181328346	0.152048762392728	0.198734157766574	0.243143859706338	0.118193875035871	-0.098881017813132	-0.0177973512751303	-0.0962706811485405	0.206540510822756	-0.0820158455368081	0.0929089693078579	0.337384254526904	-0.00742903851521115	-0.0329693181510952	0.119112081867656	-0.0821706816916351	-0.148977401550968	0.101719587162478	0.0914895446016718	0.0297251085680007	0.305190729817218	0.317729242035691	0.189653818864617	-0.0667399094284766	-0.232737921749666	0.108448269532601	0.0300204493980659	-0.26328548758713	-0.00737244496530659	-0.0124429415293432	0.0580686144255722	0.0299768853065493	0.209255794241468	0.066266228226925	-0.0856171315981838	-0.129576130586116	-0.143838026920952	0.105457099824708	-0.0707517715358551	-0.0623266972075219
"C6"	0.46251623275784	0.00127482477714562	0.110346510780664	0.0840641634473766	-0.2414756489213	0.128208728468854	0.0816971772672031	-0.186352023869508	-0.001083504216774	0.423341388747816	-0.109210668581226	0.192804307812013	-0.244555667261583	-0.128182392219031	0.160921295602148	0.417785514040124	-0.303792928932221	-0.0161670582502645	0.0227689863773826	0.0708923956978769	0.0907641472908955	0.119062710064882	-0.0821026624574185	0.319804108289534	-0.00501616809287269	0.28203815499873	-0.0684038130800693	0.0529368540917795	-0.340303139462933	-0.0286420081066689	1	-0.185870390219154	0.301430930550014	0.0927759212281564	-0.210501852889142	0.198169481044216	-0.229043539416673	0.3604634832536	-0.185780913910667	-0.276520832643782	-0.252594546411138	0.558913161001382	0.0937552719014205	0.307270637795668	-0.0546468819410946	0.0574965838651375	-0.160192402441514	-0.291466354003607	0.0312048350859467	-0.1730543224528	-0.087968838978828	0.048522129794709	0.298375912129112	0.214064670512611	-0.276598832355346	-0.164078472011265	-0.155828570215023	0.178326813647078	-0.177258706152811	0.00223673033382126	-0.0371962595427947	0.253952921990256	-0.11899473104155	-0.114543546504097	-0.0895326009556815	-0.0862169314656483	0.411453044188186	0.0768311731822084	-0.0915887661439814	-0.112083960663194	0.0836955260966319	-0.411230574826196	-0.181311630261704	-0.444392903437784	0.0230035048413336	0.109431111429781	-0.0946943538388672	0.427688124495408	0.199548992851511	-0.216812829467894	-0.00381636413509769	0.204078108971773	0.16226408684009	0.0263505255138022	0.197945764402945	-0.0958494467568892	0.401455963861506	0.0934464992315384	-0.0288139361965971	-0.0584270614716808	-0.153372118271977	0.146347036821504	-0.165163799837036	0.09737092147598	-0.172096462211169	0.118490969763683	-0.0647299676971679	0.0981077666989351	-0.288467517137053	0.0479655375851709	0.0749442931469125	-0.171978332105791	0.179191480429487	0.0424047840609587	-0.0856640077819132	0.101552967378844	0.0434846541237047	0.119175296829008	-0.191625168226011	-0.190936042507584	-0.011615589366255	-0.142689317382374	-0.143934873822226	-0.0373000737884905	0.0769263845699064	0.0755274926896585	0.343986316149804	0.332773438525161	-0.111833711969359	-0.167480638809045
"CUL7"	-0.27607357519692	-0.01450750526943	-0.0914573315945882	-0.107594213586906	-0.201308483005679	-0.0611722758680086	0.178724446555054	0.267809278687926	0.156952177351146	-0.128674767515862	0.237181314541148	-0.108841913893981	0.190089353596295	-0.0827052400477007	-0.245974005000923	-0.0619459320376501	0.00254044207506782	0.0692604045369729	-0.110867386984182	-0.0624223352798435	0.0689690111391914	-0.0750445636689041	-0.0547585850785861	-0.0459616292711128	-0.158079433843621	-0.215248561354531	0.351647417759327	-0.0769960951794562	0.0461140984700538	-0.133501616477301	-0.185870390219154	1	-0.166150425543177	-0.105829674357711	0.0157309063725166	-0.164860933748691	0.221784701180844	-0.227101331359665	-0.0373755360304173	-0.03869491513866	0.118254460283786	-0.0757428719539538	-0.192856153466611	-0.170419764585066	0.0486043385753644	-0.100083231647541	-0.00140760667563113	0.150954007246593	-0.127910704120847	-0.0531182076278795	0.0646156120064115	-0.171336554802675	-0.116404530001615	-0.0199743123184864	0.0277540050330181	-0.0719044608375171	-0.132479814904989	0.197243057088302	0.222971117333892	0.110537644091039	-0.20822927957357	-0.114120931782273	-0.128320958633087	0.0281080231506352	0.322787644593639	0.183630461465946	-0.130226603618152	-0.0666671440275821	0.128494541544269	0.184641764870706	-0.127685293980246	0.055515561547871	0.128354877281877	0.20417617945388	0.0301288136074266	-0.0368834628663284	0.0571522257227622	-0.109914202825052	-0.197567772606502	0.0886895098639402	0.0910865403858076	-0.0581069730420777	-0.16602755694254	-0.040381411432621	-0.138043467862593	0.355139239805342	-0.0224939275478433	-0.120020262352672	-0.211370643888641	0.21168059789582	-0.0343509062162533	-0.172080485979957	-0.0606759857658498	-0.0298482786110756	-0.0910115724733213	-0.175694910030148	0.0752772951488901	-0.0412062313990018	-0.0765456556089366	-0.0167812827980824	-0.196658630766902	-0.105607189201432	0.0584405516362811	0.10958790396369	0.200125996170214	-0.0535219162952959	0.00335831501353079	-0.090141015763157	-0.0401128420313896	0.37341651220116	-0.18732058852545	0.0273469042140277	-0.114853616539801	0.0773731589415782	-0.0889553310285443	-0.0845115259852813	-0.0234674590635793	-0.08898985517826	0.0678382841930984	0.0722893676285113
"EPHA3"	0.508623962822623	0.0390447304155384	0.262182124319997	0.321836625844191	0.0793216919996342	-0.0654509247358789	0.100878350277501	-0.225390725272267	0.0548087491063313	0.343750804440202	-0.281689163793271	-0.0190324493648996	-0.110100628347071	0.0185140665073309	0.33100563948175	0.280411983723305	-0.0731249154998835	-0.0408903464967226	-0.0379926699096625	0.202440039146351	0.102727975821823	0.059507460722182	-0.0272933985620706	0.216959652429613	0.0224641666593224	0.388532230369003	-0.269306766841028	-0.0830630279247325	-0.220603396191317	0.245067329462408	0.301430930550014	-0.166150425543177	1	-0.0366111791762635	-0.018232876586346	0.139696935771484	-0.0930632631760591	0.285266771045703	-0.13517432527706	-0.0151711538682012	-0.324479681093413	0.178009834297509	0.201321839764792	0.26901292750532	-0.0943361768170789	0.212690324158008	-0.0153289463883905	-0.192206552419982	0.138357533175321	-0.065305041460494	0.138894017403555	0.152548051022743	0.0354017126382787	0.18966948059624	-0.0893679599971816	-0.120891629300625	-0.00427787361776125	-0.0656308627914846	-0.154612066014533	-0.234408306450713	0.0637907520896182	0.275236869032709	0.0610647908440871	-0.179901712000471	-0.150240928069556	-0.105674746653986	0.186134915996147	-0.104112060913136	-0.0734108037093938	-0.144424203356457	0.269695740532643	-0.151069440161484	-0.168921502878898	-0.308459548691132	-0.118680652306719	0.18409556174445	-0.027754337609189	0.268473043230713	0.0397679660706928	-0.230278026345734	-0.134349555776042	0.176915526699258	0.388579832362522	0.274217587913753	0.10496127624656	-0.0808070161924038	0.284596091802422	-0.0387188152739878	0.216807053980601	-0.037980914740507	-0.0951201772923581	0.0135959084185221	0.041088543813479	0.0774074519786517	0.0275002590629301	0.148183650171666	-0.0653099140973462	0.0713624445104451	-0.0680126797861826	0.0318202027123646	0.378000905441137	-0.0922377446522067	0.266369014883842	0.12157489555817	-0.158554238109869	0.18712704021359	-0.0400177652239607	-0.0653042954020029	-0.0380268107733756	-0.207253377320029	0.0462082729601843	-0.139036477739962	0.199094816000182	0.0617912574841898	0.159159125820281	-0.157893407956864	-0.0277395005562281	0.166756952874301	-0.138425407037885	-0.130883646473625
"GPM6B"	0.26504182216495	-0.0498196562638456	-0.171771176542319	0.195839475504093	-0.17269475962862	0.497159199230009	-0.144831405425318	-0.257763972153136	-0.122598140051803	0.314070048886508	-0.303734812967784	0.146219386783428	-0.385319756297259	-0.112876148498333	0.0826267581006673	0.189062041467711	-0.222231481795625	0.0310015727139941	0.172286634199482	0.0198267241479849	-0.228223308645873	0.120450833636152	0.0280517698829951	-0.0144635041123544	0.331189103123866	0.0742909156439494	-0.0976524962382256	0.27882036827495	-0.202814568880674	-0.175779176013922	0.0927759212281564	-0.105829674357711	-0.0366111791762635	1	-0.146387844398676	0.162459419747806	0.0213915746142667	0.155849182008046	-0.0371703161137994	-0.200422390697179	0.0131546223299899	0.263144224713318	0.230404486915884	0.285181510965352	0.281055863560544	-0.0362771314095486	-0.326002526096918	-0.286233186189477	0.139224142010326	0.0504230850738679	-0.0813239697294211	0.116562757105184	0.367465200726797	0.293046728144828	-0.153961794855745	0.131034370374554	0.0119201596726008	-0.0988018896305425	-0.453182538903551	-0.0463713152112579	0.0655855474119216	-0.201901880752376	0.0551406683424816	-0.340215913548873	-0.060353951515574	0.038031121225303	0.111894341631809	0.433191013631054	-0.238695720161268	0.0664020880713013	0.0704312341341889	-0.21312966097606	0.151074086858596	-0.126823597936808	-0.00484279047430934	0.28603194546757	0.00323057943873204	0.0550749738471087	0.270641165915055	0.228219821673629	-0.0791210833261725	0.128693084087911	-0.033024747468786	-0.0776536430962819	0.602973784973148	-0.251557017250928	0.344325914447767	0.591826920643645	0.0590080283878595	-0.182285105094524	0.0838358900934265	0.0870853018292977	-0.128649165344544	-0.225274547912671	-0.0467681277942512	0.185387646595212	-0.0682055349400821	0.0716326396883979	-0.087208995694247	-0.0380913795237774	-0.149084116240982	0.193409778212755	-0.214951506412521	-0.0735719893255648	-0.462785729087964	0.589473431719937	-0.159187960711995	0.551389541604097	-0.177295691351294	0.127138657042175	0.113346087195304	0.301043114909092	-0.143481204098095	-0.344597253368674	-0.0179012227485527	0.490214703329567	0.210582377340199	0.104438233561597	0.19619960349332	-0.129856769323713
"CTPS2"	-0.221031429724543	-0.0762504740880971	0.0981053262138397	0.0211136552116249	0.386913179348115	-0.0620549949140229	-0.184799836043171	0.027057470451743	0.125788155272298	-0.176545826650708	-0.031821552350666	-0.00292265738029302	0.0764016267635917	0.173141668330178	-0.0233894483655079	-0.304894074836199	0.135876331583145	0.109561459988328	0.0851968717703172	0.15789319448608	-0.0419582079270284	-0.0876471325419508	0.104500866406221	-0.100663389723583	-0.0924930638159644	0.0248684910838144	-0.187505576000975	-0.0115053194527684	0.187679511984589	0.046013649456537	-0.210501852889142	0.0157309063725166	-0.018232876586346	-0.146387844398676	1	-0.0166328220740188	0.215378771744747	-0.192711917219392	0.0209905245301618	0.131605245560503	-0.0261761648566436	-0.134459125758571	-0.0869107616290121	-0.206434139563764	-0.0444900930282439	0.133896523003223	0.171777819898901	0.0942343964780285	0.0539247859049114	0.251164920353688	0.155412830271428	0.0547224133386553	-0.21032098502687	-0.159849568000835	0.401768399380273	0.0733410691823093	0.1911511248003	-0.205034233074941	0.0232190307414116	-0.060304091951631	0.00582571272753832	-0.0390749133544605	0.251851129456484	0.0228763949675228	-0.156178753437671	0.0321197241834879	-0.0739245585572965	-0.151576047184822	-0.0643596617244662	-0.0184588517922611	0.136107539002724	0.263193444921499	-0.0473478034884888	0.173168433203856	-0.0752942773469865	0.0213577629624309	-0.0482714410216493	-0.258441931356495	-0.16557878761058	-0.168117163827421	-0.0566425424142718	-0.168133721791131	0.10194246418532	0.167607891125094	-0.245140370106977	-0.0816676819079355	-0.395057258406234	-0.189570294129262	0.227606396450296	-0.0462908960169777	0.073868611946066	-0.157030380372493	0.198439747401697	0.0675733027420141	0.258382347281736	-0.0959241532375892	0.00958674232723618	-0.185624515623491	0.288731607701303	-0.0273700904940261	0.040641011777957	0.0539409128814749	-0.0662400331595455	0.113956913825494	0.0667557456598793	-0.191238500054435	0.0261222916747022	-0.105915175052419	0.286289512036167	-0.0385173180048374	0.155997837389115	0.0370462464564089	0.303927532318861	0.154444978387376	0.0988570680412811	-0.14903629517562	-0.375168290356261	-0.291372036406	-0.0121459422979598	0.0491052497093707
"SCML1"	0.224082366334017	0.00923782544474326	0.0335856759978375	0.131455648570691	-0.0423237256020997	0.208827146535802	-0.125361122302501	-0.16193672596839	0.11666992011688	0.311667637958901	-0.179545332703229	-0.0425575121254708	-0.234613761634269	-0.0568666326939013	0.225376327473162	0.263295855755112	-0.222627226965389	-0.0944808034590889	-0.0382858646602531	-0.00937900316172847	-0.0855914677461171	0.2229370202495	0.0147040016516178	0.206948788234402	0.145140688152211	0.250837037664219	-0.108213202508031	0.0704062134619909	-0.26035367582615	0.0200214835898139	0.198169481044216	-0.164860933748691	0.139696935771484	0.162459419747806	-0.0166328220740188	1	-0.176891263204283	0.10269602275952	0.0425385703018999	-0.167857219225118	-0.227918177134583	0.198025027093518	0.152774466164379	0.11278508154622	-0.0250963027667827	0.0524610950340644	-0.262390501854987	-0.182531056092676	0.0433501992132014	0.13870457114648	-0.0911145917479044	0.0692300390171577	0.128630233722639	0.207472753803678	-0.0341647776948308	-0.0776828449821974	-0.111341637405291	-0.117570473333909	-0.220338653853604	-0.0289315236662905	0.162279595071704	0.112368048436926	-0.0516206681718904	-0.0929989466790544	-0.369954787642791	0.0020679837222827	0.142312851670205	0.0292610854527633	-0.0442665722336236	0.036795110953148	0.040829622779004	-0.163026551618944	-0.046885521758396	-0.216624675674291	0.124180144918246	0.143158126037743	-0.0821953183848652	0.0821073755174597	0.230132885271648	-0.148071597493095	-0.0615869357491503	0.0886493084630016	0.155231615964575	0.0388581464072848	0.112525282756209	-0.11390564341269	0.0904703479617821	0.12600323967446	-0.0770038562621408	0.0742944199571398	-0.0374286333298913	0.157586153267591	-0.119733757062223	-0.0332914373021016	-0.232119387936652	0.146468440581329	-0.106325951231204	0.0381645752199265	-0.163977218501047	-0.0245870428163865	0.057440716075588	0.00563028175534442	-0.0739530669429371	0.0596748263217469	-0.107972649920773	0.129052604795959	0.12261158525601	0.152535899577892	-0.0492198648949177	-0.144962208374094	0.0515457242206016	-0.0820383722010643	-0.0611620394795648	-0.121216468741595	0.141416891841666	0.0726285530378383	0.131130499359097	0.123037814187079	0.153040775708819	-0.1365582320846
"MRPS10"	-0.114721136867333	0.162773871728936	-0.232179142338972	0.141432696424839	0.307170858917579	-0.0709053249838926	-0.0150664914996632	-0.11572270815226	-0.133295822945272	-0.28654569109229	-0.161456166139734	0.164781450087232	-0.0740454736840283	0.0794968878371135	-0.189422476742997	-0.421142757272567	0.271646809232859	0.0254017478377641	0.152735724535766	0.149621545996152	-0.0873016721223895	-0.224383237331605	0.218355643857906	-0.235325143012549	0.228147065686685	-0.177813086916192	-0.13707322627713	0.00568364270337773	0.228544508586128	0.114273216052937	-0.229043539416673	0.221784701180844	-0.0930632631760591	0.0213915746142667	0.215378771744747	-0.176891263204283	1	-0.0124630112400147	0.0450109515125058	0.206631744334479	0.182148464153555	-0.102767805398833	-0.00506998356718255	-0.0871282937368045	0.21403776410805	0.039548500216022	0.0999458938273496	0.026606041092412	-0.0962046748135715	0.0956599141593971	0.113204149401956	0.241066981124743	-0.294319296769706	-0.173690101108117	0.0841682022651466	0.356998619793908	0.348435894295168	-0.134616954461284	-0.0837382193878217	-0.237077476676532	0.0482826432077598	-0.352370153062152	0.326586314301051	-0.0334136938210828	-0.0830561380606453	-0.04284594053172	-0.171922227221313	0.173956302296841	-0.185711761870717	-0.0758760926510375	0.0689714271730626	0.342163251437297	0.303029710607507	0.309561705309398	-0.0974527112494417	0.0907364228093779	0.0387229949161018	-0.225455389591966	-0.161426104530344	0.259993041970741	-0.0422442232785952	-0.0956015742253439	-0.0731350948318996	0.0567750016732364	0.122047019765147	-0.150090520699505	-0.0580747711906687	-0.0511623425368103	0.259636654626904	-0.281641552380874	0.235314318195535	-0.0694383649616444	-0.0134830179604091	-0.192843054187188	0.391227791237826	-0.248086219989184	-0.181977253874481	0.0729732339928046	0.37000138797421	0.0394947621494995	-0.137055242845198	0.318749233337118	-0.219984803735539	-0.0797270884938201	-0.331625109963509	0.0787935693253382	-0.0425012224843662	-0.0897636740688264	0.215939605026581	0.161150812596607	0.240885755036135	0.341290134405077	0.272981953239272	-0.0574300818666469	-0.140097794194438	-0.00643547657150786	-0.236460583729522	-0.0705344706023335	0.0164497421750199	0.115738655542793
"VAMP3"	0.470826078732208	0.126943205570103	0.153549205071375	0.234417620065198	-0.0315766663909905	0.0292279375331719	0.0227567749666552	-0.258440312545707	-0.182056485332795	0.324793105232391	-0.199903025821966	0.212172177556337	-0.225383466630281	-0.106738106600124	0.312221236766152	0.366227374817004	-0.110088746497155	0.00600570074819395	0.169589282009283	0.173572513804292	-0.126697693000721	0.0358573826176599	0.0157491666561918	0.332487143377876	0.0662145464017026	0.303770828674751	-0.187434671188031	0.0714370327420086	-0.243299604078952	0.161020085049743	0.3604634832536	-0.227101331359665	0.285266771045703	0.155849182008046	-0.192711917219392	0.10269602275952	-0.0124630112400147	1	-0.275024657957022	-0.0334962315805535	-0.118492879536498	0.403552515181632	0.11798529510022	0.313488308182595	-0.0775628866862591	-0.00547998103044786	0.027672385708755	-0.234477501734821	0.0695467300929954	-0.153186790419694	0.0845069587088359	0.219450438932729	0.176466572148524	0.0846405278112805	-0.150750875549116	0.116959946384758	-0.0725346250310475	0.0140742675021167	-0.153506631252457	-0.164817816703094	-0.0621443894365925	0.266949755819459	-0.0193654468120472	-0.156877947009714	-0.127231913036474	-0.121629562992136	0.22503058870143	0.00838035719813967	-0.1600765302777	-0.259474165659784	0.252150763564155	-0.339683838710305	-0.0296131141781095	-0.388221295476021	-0.171980200676733	0.156164464305782	-0.0841141602739687	0.433324258772971	0.00339087345954837	0.107007958400521	-0.0590911858097775	0.260970134573401	0.210681253128532	0.108610957542317	0.350303074132945	-0.165912007980665	0.447697918351665	0.146531438135451	0.290926471612872	-0.264958356986424	-0.0810668095146923	0.0369737437672286	-0.0545606633013904	0.0214080617839618	0.0473014066199078	0.124755516803448	-0.257506833489242	0.139524737093669	0.0249272954699083	-0.0187392353486313	0.099035202686461	0.0172078167220941	0.194525856377081	0.0369062121184706	-0.265329500635011	0.225105460046543	-0.0672547194522408	0.0329551006333504	-0.130091403180855	-0.247508203966825	0.11204471985578	-0.00584327728727685	0.0823721933457387	-0.0876952553294617	0.0791004445414942	0.0291716191334446	0.234945703742302	0.309890081264025	-0.148750273002414	0.00652128244680447
"FOXP3"	0.0816051262270276	0.419641016556082	-0.234760522157502	0.00346460153214378	-0.0160979903729843	0.0110380724908804	0.0640236284570098	0.142198232135088	-0.0678404279637888	-0.28195098628493	0.135592634915701	-0.145292315620614	0.0450741975306893	0.185755758390796	-0.0737403109219185	-0.216592402544884	0.0997968849255797	-0.341096692834492	-0.00858589308479895	-0.28597705378988	0.367028759671364	-0.101004948727278	0.0983866058279888	-0.384207781278816	0.340039893775383	-0.245928552102774	0.204700492497046	-0.0632856624475134	0.176608711459654	0.335624383168362	-0.185780913910667	-0.0373755360304173	-0.13517432527706	-0.0371703161137994	0.0209905245301618	0.0425385703018999	0.0450109515125058	-0.275024657957022	1	0.0474774729376277	0.205886228808164	-0.290182450992319	0.480693619525559	0.0345382369241279	0.402158864748769	-0.180285602461879	-0.00207073809049769	0.263025365821827	-0.266291946627376	0.125763790786956	-0.0783803445036396	0.0984516168147283	-0.120851106852858	-0.161037293277499	-0.142879070436075	-0.0125028192697464	-0.0493996546855927	0.015118545643771	-0.0802648313013762	-0.126012093371307	-0.059377062261716	-0.343782295708137	-0.0853707892372833	0.272720689524633	-0.0515398273375931	-0.0713920063093075	-0.0575198897434901	0.00564359640146454	-0.128643869196151	0.163194561214425	-0.269294343167254	0.392951007887766	0.0823309796666718	0.332742314512024	0.114874878142628	-0.104775710084968	0.180651255276407	-0.242419991062481	0.514006718992113	0.245773111451763	0.000769892553645143	-0.116130400767278	-0.151956237617314	0.00175323464229921	-0.0406176486011995	0.0356368509259694	-0.230327508675325	0.0436262004619333	-0.192223205731158	0.247450733020666	0.0496351924113339	0.687356255969028	-0.170951724664448	-0.183868387734016	0.00591690857721572	-0.0691095380718132	-0.066590512940008	-0.0096572506492434	-0.00712690456616549	0.0113882503116862	-0.0408257579912794	0.210707843798225	-0.186919362414153	-0.378183094666812	-0.0569163348079291	-0.0322157555530277	0.00710014283901296	-0.0819449507539632	-0.0365958687787979	0.196505047822132	-0.143804091727521	0.139463539910732	-0.10358477838719	0.00279747082864944	-0.162731429749683	0.0763018448231606	-0.0658513445128491	0.12177128027928	0.0895381562273643	0.0783127484452179
"MSMO1"	-0.0977914391803324	0.0159954226882986	0.113643612310031	-0.00714583247280907	0.264892757286345	-0.107556479960456	0.0434277159928574	-0.00663977173052292	-0.0991744982519254	-0.193909415925837	-0.00783710774309174	0.0808481865592187	0.171140314816867	0.132555124515164	0.0298083625449678	-0.308654931717382	0.305701752069802	-0.00400229302685996	0.0483177788537603	0.0400676541087037	0.00479034240556489	-0.141564530134287	0.0315058153277945	-0.148549150521224	-0.0558133561970099	-0.113898280172454	-0.15677321972355	-0.0702898631881848	0.237798681224457	0.0914777494427607	-0.276520832643782	-0.03869491513866	-0.0151711538682012	-0.200422390697179	0.131605245560503	-0.167857219225118	0.206631744334479	-0.0334962315805535	0.0474774729376277	1	0.0661213825600461	-0.207551544377993	0.00320168724034308	-0.0404243005761467	0.0856182025661632	-0.0159969350481976	0.272427335703579	0.203423753572364	-0.0862694527852761	0.0319869159220155	0.236714250355145	0.0969571597599378	-0.123292402336097	-0.181200050768844	0.255395517182098	0.120202648703811	0.152886054488369	-0.0595581137059845	0.114850177370339	-0.109950718054562	-0.00192417554290185	-0.0552128944920442	0.0789465754204577	0.095742256288876	0.103274367226923	-0.148127118755314	-0.0725817452912767	-0.147714223889833	-0.0433516805956477	-0.145589481790059	0.0221220571855526	0.300285379590932	0.117004213071436	0.160086762826798	-0.0970382695994678	-0.0784372618864765	0.0934959957376864	-0.0607616527236708	-0.172583020905814	0.0840244095704348	-0.0396387488348661	-0.0506453332607805	0.0303832460197002	0.119925955575993	-0.090545473402751	-0.0115453093805045	-0.186173620592171	-0.210546093337755	0.288555702575955	-0.0483823674257482	0.0846947662047951	-0.132988674050331	0.214325738357991	0.0759876716802892	0.254402035328295	-0.0656885286760666	-0.0134341112551467	0.0719764120233503	0.326938663536516	0.08970322011022	0.0722288906165562	0.131457477365216	0.074147673642497	-0.0352973696754694	-0.000102972546881337	-0.0332241131659731	0.0394112046996737	-0.145757911586423	0.109536950019187	-0.0971491649375255	0.106844781113323	0.0672983436719273	0.279473455618165	0.154512831463822	0.0927862635606492	-0.0440155696001994	-0.228478955721953	-0.162746500551359	-0.0355272979280493	0.156654785459853
"MRTO4"	-0.333798507309438	0.0918276918144117	-0.266187400554209	-0.333209272184465	-0.0593551518501438	-0.066209105935469	0.12036745076152	0.289920781531724	-0.0586979861987946	-0.473437563284183	0.412642362820867	-0.0810439228776634	0.139211047232885	0.00841585857232064	-0.368230124875653	-0.291366221245201	0.251824538385398	-0.080020584307917	-0.0675342820242536	-0.330285077046871	0.0520014485661259	-0.213390659551377	-0.143772314709308	-0.369370780735098	0.120791514498369	-0.617241096854595	0.396731043565564	0.148953188528825	0.580953581160926	-0.173070949974036	-0.252594546411138	0.118254460283786	-0.324479681093413	0.0131546223299899	-0.0261761648566436	-0.227918177134583	0.182148464153555	-0.118492879536498	0.205886228808164	0.0661213825600461	1	-0.260592409854023	-0.212968049628463	-0.257360227568082	0.15712198552995	-0.508975624474582	0.0576634299043873	0.279177777876083	-0.328587627765845	-0.144513440053816	-0.241211142102576	-0.24254443558796	-0.133399039980354	-0.317629725644777	-0.131384539502131	0.287817529119635	0.0570592102001476	0.27628644648387	0.316939760781027	0.225230147328995	-0.163062675064897	-0.470401248777083	-0.140910776908221	0.183982047544379	0.201209716585656	-0.0279258775823811	-0.311874727109109	0.22467591044102	0.10718776921094	0.149178385466296	-0.402413884651308	0.272959676287385	0.349655444618032	0.4507505340655	0.00593099442893592	-0.333288906287927	0.204355395842007	-0.265017190369153	-0.114878587690218	0.631562981995785	0.10959264321687	-0.152690446031772	-0.486400141696664	-0.467702011690512	-0.165755241326425	0.10061432962027	-0.0928071112528646	-0.0895605846199981	-0.244164804136917	-0.0929679807486913	0.034388695016217	0.0760774883532478	-0.181949131111545	-0.274879712222627	0.0344433820638561	-0.190197303997214	-0.0643776653324446	0.0803468312669806	0.130545479722767	-0.0366415309433577	-0.246966642911139	0.0782556527852676	-0.24314383335114	-0.186848356316781	0.124087057690697	-0.14400765377627	-0.0283371577639682	0.0147455193961934	0.055423410123418	0.32998525893736	-0.168004663925295	0.214250274965462	-0.126347855946594	-0.275752910759896	-0.241645708166474	0.0862176696907337	0.130731877374726	-0.0145392389024979	0.165250195464909	0.354292830780577
